Protein1,Protein2,Interaction,Directed
YKL057C,YKL068W,ppi,0
YDR477W,YBR130C,kinase_substrate,1
YAL047C,YML085C,ppi,0
YER019CA,YML055W,ppi,0
YER006W,YGL111W,ppi,0
YLR448W,YNL124W,ppi,0
YMR131C,YPL042C,ppi,0
YDR427W,YEL037C,ppi,0
YJL095W,YOR017W,ppi,0
YFR046C,YPL018W,ppi,0
YPL031C,YBR287W,kinase_substrate,1
YOL045W,YOR335C,ppi,0
YBR060C,YNL182C,ppi,0
YDR192C,YMR129W,ppi,0
YJL095W,YNL272C,kinase_substrate,1
YKL145W,YPL094C,ppi,0
YIR027C,YIR029W,metabolic_pathway,0
YGL044C,YMR061W,ppi,0
YPL031C,YDR113C,kinase_substrate,1
YGL049C,YKR059W,ppi,0
YCL032W,YNL180C,ppi,0
YLR026C,YOR036W,ppi,0
YDR386W,YDR388W,ppi,0
YCR075C,YOL016C,ppi,0
YJR050W,YLL036C,ppi,0
YNL307C,YNL078W,kinase_substrate,1
YBR160W,YKL052C,kinase_substrate,1
YHR082C,YNL272C,kinase_substrate,1
TTAGUN2,YKL194C,ppi,0
YCL030C,YGR052W,ppi,0
TTUGUG1,YKL194C,ppi,0
YGL019W,YKL089W,kinase_substrate,1
YHR079C,YMR184W,kinase_substrate,1
YNL154C,YNL066W,kinase_substrate,1
YER099C,YOL061W,ppi,0
YOR039W,YGR140W,kinase_substrate,1
YGL179C,YGR153W,kinase_substrate,1
YHR079C,YNL272C,kinase_substrate,1
YDR229W,YMR001C,ppi,0
YER029C,YER112W,ppi,0
YIL162W,YDR536W,metabolic_pathway,1
YER047C,YER161C,ppi,0
YER012W,YKL206C,ppi,0
YAL032C,YDR176W,ppi,0
YDR164C,YER036C,ppi,0
YDL147W,YFR052W,ppi,0
YHR135C,YPL100W,kinase_substrate,1
YDL031W,YJL050W,ppi,0
YER054C,YML016C,ppi,0
YGL158W,YML091C,ppi,0
YMR258C,YNL093W,ppi,0
YNL121C,YOL026C,ppi,0
YHR134W,YDR510W,proteolyticprocessing,1
YGL161C,YGL212W,ppi,0
YDR392W,YMR223W,ppi,0
YJL100W,YOR181W,ppi,0
YDR075W,YDR005C,phosphatase_substrate,1
YDR419W,YOR346W,ppi,0
YER016W,YNL078W,ppi,0
YBL026W,YCR077C,ppi,0
YAL036C,YGR173W,ppi,0
YBL075C,YIL004C,ppi,0
YDR189W,YOR327C,ppi,0
YNL271C,YPR080W,ppi,0
YLR197W,YNL124W,ppi,0
RDN371,YGR251W,ppi,0
YCR008W,YGR258C,ppi,0
YNL154C,YMR144W,kinase_substrate,1
YDR311W,YKL028W,ppi,0
YFR038W,YHR030C,ppi,0
YDL113C,YLR191W,ppi,0
YDL055C,YER012W,ppi,0
YGR040W,YJR142W,kinase_substrate,1
YJL164C,YJL070C,kinase_substrate,1
YGL145W,YHL031C,ppi,0
YGL049C,YNL161W,ppi,0
YBR160W,YLL008W,kinase_substrate,1
YGL120C,YIL002C,ppi,0
YMR001C,YNL102W,kinase_substrate,1
YBR154C,YFL023W,ppi,0
YLL006W,YOL090W,ppi,0
YPL031C,YDL181W,kinase_substrate,1
YHR191C,YPR175W,ppi,0
YLR418C,YML010W,ppi,0
YBL099W,YJR121W,ppi,0
YBR275C,YIL035C,ppi,0
YDL116W,YOL086C,ppi,0
YOR204W,YPL204W,ppi,0
YJL164C,YKR090W,kinase_substrate,1
YDR064W,YMR031C,ppi,0
YBR084CA,YDR333C,ppi,0
YOR190W,YHR094C,metabolic_pathway,1
YDR229W,YPR119W,ppi,0
YGR140W,YMR168C,ppi,0
YLL043W,YDR536W,metabolic_pathway,0
YLR264W,YNL207W,ppi,0
YDR110W,YNL030W,ppi,0
YCL059C,YNL178W,ppi,0
YDR418W,YLR075W,ppi,0
YJL187C,YLR350W,kinase_substrate,1
YHR154W,YKR023W,ppi,0
YBL016W,YHL019C,kinase_substrate,1
YCR008W,YDR404C,kinase_substrate,1
YJL095W,YPL043W,ppi,0
YIL133C,YLR347C,ppi,0
YIL004C,YLR078C,ppi,0
YDL047W,YPL152W,ppi,0
YMR300C,YGL234W,metabolic_pathway,0
YFL029C,YPR054W,kinase_substrate,1
YLR158C,YGR121C,metabolic_pathway,1
TDGUCJ1,YDR341C,ppi,0
YJL164C,YKL160W,kinase_substrate,1
YER125W,YDR432W,ubiquitination,1
YBR059C,YNL020C,ppi,0
YDR334W,YOL012C,ppi,0
YDL099W,YDR517W,ppi,0
YKL166C,YKL171W,kinase_substrate,1
YHR186C,YMR028W,ppi,0
YFR051C,YNL304W,ppi,0
YHR197W,YJL122W,ppi,0
YHR135C,YEL017W,kinase_substrate,1
YJL092W,YMR136W,ppi,0
YJR074W,YLR293C,ppi,0
YNL078W,YOL070C,ppi,0
YER112W,YNL147W,ppi,0
YDR383C,YIR010W,ppi,0
YKL048C,YHR005C,kinase_substrate,1
YBL016W,YER082C,kinase_substrate,1
YJL053W,YJL154C,ppi,0
YDR501W,YFL009W,ppi,0
YPL209C,YKL052C,kinase_substrate,1
YMR033W,YPR034W,ppi,0
YBR200W,YLR229C,ppi,0
YKL006W,YKL009W,ppi,0
YPL031C,YLR238W,kinase_substrate,1
YGR233C,YIL050W,ppi,0
YDR101C,YPL169C,ppi,0
YDL116W,YKR082W,ppi,0
YBR156C,YIL106W,ppi,0
YJL100W,YDR208W,metabolic_pathway,0
YDR146C,YER022W,ppi,0
YNR047W,YOR353C,ppi,0
YFL033C,YLR263W,kinase_substrate,1
YER172C,YHR156C,ppi,0
YCL016C,YMR078C,ppi,0
YGL180W,YIL107C,kinase_substrate,1
YGR082W,YNL055C,ppi,0
YDR273W,YMR001C,ppi,0
YOR071C,YPL258C,metabolic_pathway,1
YFL017WA,YPL213W,ppi,0
YDR483W,YOL018C,ppi,0
YDR388W,YIL147C,ppi,0
YGL201C,YLR002C,ppi,0
YJL095W,YDL019C,kinase_substrate,1
YDR224C,SNR35,ppi,0
YDL047W,YIL153W,ppi,0
YDL190C,YGR048W,ppi,0
YKL203C,YMR036C,ppi,0
YBR156C,YGR140W,ppi,0
YJL164C,YGL043W,kinase_substrate,1
YDR272W,CX53,metabolic_pathway,0
YDL194W,YDR277C,ppi,0
YBR181C,YNL255C,ppi,0
YDR247W,YGR097W,ppi,0
YGR275W,YNL030W,ppi,0
YHR135C,YNL284CA,kinase_substrate,1
YLR113W,YOR208W,phosphatase_substrate,1
YLR347C,YMR153W,ppi,0
YIL021W,YKL028W,ppi,0
YFR046C,YIL144W,ppi,0
YPL031C,YHR168W,kinase_substrate,1
YNL107W,YPL235W,ppi,0
YBL009W,YLR196W,ppi,0
YNL141W,YLR209C,metabolic_pathway,0
YML065W,YPR162C,ppi,0
YPL026C,YGR249W,kinase_substrate,1
YER146W,YPL220W,ppi,0
YGL016W,YOR194C,ppi,0
YER022W,YOR224C,ppi,0
YLR075W,YOL011W,ppi,0
YGR282C,YJL219W,metabolic_pathway,1
YBR109C,YMR250W,ppi,0
YBR112C,YDL005C,ppi,0
YOR244W,YOR335C,acetylation,1
YBR081C,YGL112C,ppi,0
YCR060W,YMR186W,ppi,0
YGL190C,YKL042W,ppi,0
YBR101C,YDL229W,ppi,0
YDL082W,YER012W,ppi,0
YER044CA,YLR329W,ppi,0
YBR093C,YML123C,metabolic_pathway,1
YCR012W,YJL124C,ppi,0
YDR489W,YPR135W,ppi,0
YDL065C,YPL112C,ppi,0
YOR159C,YPR182W,ppi,0
YAL043C,YKL006W,ppi,0
YDL134C,YLL039C,ppi,0
YJL099W,YOR299W,ppi,0
YNL031C,YOL012C,ppi,0
YMR041C,YOL045W,ppi,0
YLR155C,YPR138C,metabolic_pathway,1
YLR113W,YCL032W,kinase_substrate,1
YNR050C,CX86,metabolic_pathway,0
YNL154C,YBR270C,kinase_substrate,1
YDL108W,YOR151C,ppi,0
YBR112C,YGL181W,ppi,0
YOR025W,YLR328W,metabolic_pathway,0
YLR433C,YMR186W,ppi,0
YER110C,YGR012W,ppi,0
YNL154C,YPR158WA,kinase_substrate,1
YBR089CA,YKR062W,ppi,0
YHR066W,YKR063C,ppi,0
YKL068W,YML103C,ppi,0
YAL043C,YOR179C,ppi,0
YOR035C,YOR326W,ppi,0
YGL180W,YPR158WA,kinase_substrate,1
YOL100W,YOL016C,kinase_substrate,1
YLR457C,YML031W,ppi,0
YOR244W,YLR257W,acetylation,1
YDL116W,YER105C,ppi,0
YDR103W,YLR362W,ppi,0
YBL078C,YOR254C,ppi,0
YPL031C,YLR274W,kinase_substrate,1
YDL007W,YIL007C,ppi,0
YER040W,YGL167C,ppi,0
YBR023C,YER118C,ppi,0
YKL101W,YNL077W,kinase_substrate,1
YIL082WA,YMR139W,ppi,0
YMR260C,YNL244C,ppi,0
YHR135C,YNL189W,kinase_substrate,1
YPL031C,YOR141C,kinase_substrate,1
YGL123W,YKL009W,ppi,0
YBR018C,YDL134C,ppi,0
YDR227W,YOR191W,ppi,0
YBL046W,YGR063C,ppi,0
YOR174W,YPL248C,ppi,0
YHR135C,YOR260W,kinase_substrate,1
YGR032W,YNL298W,ppi,0
YNL262W,YNL299W,ppi,0
YDL140C,YDR510W,ppi,0
YDR260C,YDR451C,ubiquitination,1
YCL030C,YIL020C,metabolic_pathway,0
YHR143WA,YOR341W,ppi,0
YAL005C,YDR356W,ppi,0
YHL033C,YJR041C,ppi,0
YMR202W,YNL280C,ppi,0
YDL113C,YNL263C,ppi,0
YPL031C,YBL032W,kinase_substrate,1
YER133W,YML063W,ppi,0
YGL100W,YMR047C,ppi,0
YBR202W,YEL032W,ppi,0
YBR274W,YDL042C,ppi,0
YPL153C,YML035C,kinase_substrate,1
YOR175C,YDR503C,metabolic_pathway,0
YEL009C,YFL024C,ppi,0
YKL168C,YNR033W,ppi,0
YOR351C,YKL093W,kinase_substrate,1
YJL106W,YER060W,kinase_substrate,1
YJR059W,YOL041C,ppi,0
YLR359W,YLR028C,metabolic_pathway,0
YHR193C,YOR063W,ppi,0
YFR053C,YJR159W,metabolic_pathway,0
YCL047C,YGR040W,ppi,0
YGR030C,YNL221C,ppi,0
YGR047C,YNL039W,ppi,0
YBR195C,YNL031C,ppi,0
YJL189W,YKL168C,ppi,0
YJL164C,YDR035W,kinase_substrate,1
YDR427W,YGR067C,ppi,0
YPL204W,YMR203W,kinase_substrate,1
YBL007C,YIL002C,ppi,0
YNL236W,YOL135C,ppi,0
YBR205W,YOL018C,ppi,0
YDR267C,YNL240C,ppi,0
YDR176W,YGL221C,ppi,0
YDR343C,YGL253W,metabolic_pathway,1
YDR329C,YJL185C,ppi,0
YDR462W,YNL255C,ppi,0
YNL207W,YPR164W,ppi,0
YJL019W,YOL012C,ppi,0
YKL101W,YBR285W,kinase_substrate,1
YDR071C,YLR096W,ppi,0
YNL154C,YBR118W,kinase_substrate,1
YDR495C,YLR148W,ppi,0
YLR085C,YOL012C,ppi,0
YER173W,YOR217W,ppi,0
YHR005C,YIL046W,ppi,0
YML117W,YPR106W,ppi,0
YGL179C,YAR014C,kinase_substrate,1
YGR009C,YPR032W,ppi,0
YPL031C,YBR109C,kinase_substrate,1
YDR364C,YDR523C,ppi,0
YJL115W,YJR068W,ppi,0
YLR229C,YNL271C,ppi,0
YDR272W,CX49,metabolic_pathway,0
YBR160W,YDL113C,kinase_substrate,1
YGL179C,YNL192W,kinase_substrate,1
YLR315W,YPR046W,ppi,0
YDR320C,YJL092W,ppi,0
YLR117C,YPR182W,ppi,0
YBR081C,YDR448W,ppi,0
YKL101W,YNL286W,kinase_substrate,1
YDR477W,YNL055C,ppi,0
YFR033C,YNR018W,ppi,0
YDL080C,YDR368W,metabolic_pathway,1
YDR531W,YCR028C,metabolic_pathway,0
YMR167W,YPL164C,ppi,0
YHR082C,YGL245W,kinase_substrate,1
YIL118W,YKL130C,ppi,0
YHR081W,YOR001W,ppi,0
YDR469W,YNL031C,methylation,1
YAL010C,YNL131W,ppi,0
YGR282C,YHR096C,metabolic_pathway,1
YBL023C,YNL102W,ppi,0
YKL073W,YPL020C,ppi,0
YHL007C,YNL022C,kinase_substrate,1
YML063W,YNL124W,ppi,0
YBL045C,YGR112W,ppi,0
YDR135C,YPR115W,ppi,0
YDR523C,YOR252W,kinase_substrate,1
YOR061W,YKL160W,kinase_substrate,1
YCR086W,YPL109C,ppi,0
YBL071WA,YDR385W,ppi,0
YCR012W,YFL023W,ppi,0
YHR082C,YDR259C,kinase_substrate,1
YDR443C,YFL028C,ppi,0
YCL024W,YHR107C,ppi,0
YDR091C,YPL198W,ppi,0
YNL044W,YOL018C,ppi,0
YNR067C,YOL156W,metabolic_pathway,1
YBR136W,YPR010C,kinase_substrate,1
YMR260C,YOR361C,ppi,0
YGR090W,YLR223C,ppi,0
YER162C,YLL039C,ppi,0
YJL109C,YOR153W,ppi,0
YIL021W,YJL164C,ppi,0
YLR237W,YOR143C,metabolic_pathway,1
YMR047C,YPL169C,ppi,0
YHR082C,YMR295C,kinase_substrate,1
YDR334W,YER133W,ppi,0
YER177W,YKL168C,ppi,0
YAL032C,YLR117C,ppi,0
YLR310C,YNL098C,given_gasch,0
YKL142W,YNL161W,ppi,0
YLR417W,YPL002C,ppi,0
YDL140C,YKL028W,ppi,0
YBR112C,YGL162W,ppi,0
YHR082C,YBR247C,kinase_substrate,1
YHR082C,YBL010C,kinase_substrate,1
YGL180W,YDR330W,kinase_substrate,1
YBL007C,YER133W,ppi,0
YER105C,YGL201C,ppi,0
YBR160W,YAL040C,kinase_substrate,1
YDR381W,YIL129C,ppi,0
YPL047W,YPL082C,ppi,0
YCR084C,YPR068C,ppi,0
YCR059C,YJL190C,ppi,0
YFR027W,YKL113C,ppi,0
YBR160W,YNL257C,kinase_substrate,1
YGL073W,YHR206W,ppi,0
YDL101C,YEL017W,kinase_substrate,1
YHR012W,YJL053W,ppi,0
YOL113W,YIR039C,kinase_substrate,1
YLR362W,YPL201C,ppi,0
YML057W,YOR324C,ppi,0
YFL008W,YMR076C,ppi,0
YDR216W,YHR099W,ppi,0
YLR377C,YPL180W,ppi,0
YGR021W,YHR165C,ppi,0
YOR061W,YPR181C,ppi,0
YBL075C,YLL006W,ppi,0
YFR014C,YGL143C,kinase_substrate,1
YLR117C,YPL213W,ppi,0
YDR381W,YIL095W,ppi,0
YDL056W,YNR009W,ppi,0
YBR160W,YDR348C,kinase_substrate,1
YLR158C,YDR384C,metabolic_pathway,1
YDL029W,YKL129C,ppi,0
YDR261C,YDR343C,metabolic_pathway,1
YOR351C,YDR323C,kinase_substrate,1
YKL057C,YML103C,ppi,0
YAL001C,YGR047C,ppi,0
YBR136W,YNL265C,ppi,0
YEL046C,YPL249C,ppi,0
YDR148C,YIL125W,ppi,0
YJL164C,YBL058W,kinase_substrate,1
YOL077C,YOR063W,ppi,0
YPL031C,YGL062W,kinase_substrate,1
YGR033C,YJL104W,ppi,0
YIL144W,YNR035C,ppi,0
YGL158W,YPR168W,ppi,0
YGL099W,YPL131W,ppi,0
YER173W,YFR027W,ppi,0
YDL233W,YMR164C,ppi,0
YCR084C,YHR206W,ppi,0
YER018C,YMR117C,ppi,0
YPL031C,YJR070C,kinase_substrate,1
YGL158W,YDL070W,kinase_substrate,1
YJL057C,YLR287C,ppi,0
YEL051W,YGR020C,ppi,0
YDR507C,YEL012W,ppi,0
YFR028C,YLR019W,ppi,0
YDR404C,YLR192C,ppi,0
YCL027W,YER118C,ppi,0
YJL154C,YOR069W,ppi,0
YCL039W,YMR135C,ppi,0
YJL140W,YOL005C,ppi,0
YGR095C,YOR145C,ppi,0
YJR063W,YPR010C,ppi,0
YGL233W,YOR357C,ppi,0
YNL030W,SNR24,ppi,0
YER006W,YLR009W,ppi,0
YDL155W,YPL267W,ppi,0
YIL144W,YIR010W,ppi,0
YDR320CA,YOL069W,ppi,0
YLR133W,YPL110C,metabolic_pathway,0
YJL095W,YMR064W,ppi,0
YDL020C,YDL147W,ppi,0
YAL043C,YLR277C,ppi,0
YFR028C,YJR053W,phosphatase_substrate,1
YDR260C,YNR009W,ubiquitination,1
YLR192C,YNL244C,ppi,0
YAL058W,YFR042W,ppi,0
YJL012C,YOR270C,ppi,0
YHR135C,YKL195W,kinase_substrate,1
YJR060W,YNL103W,ppi,0
YJR059W,YPL077C,kinase_substrate,1
YDL047W,YIL142W,ppi,0
YGR047C,YGR218W,ppi,0
YDR054C,YOL133W,ppi,0
YNR051C,YOR204W,ppi,0
YKL166C,YFR014C,kinase_substrate,1
YDR311W,YDR460W,ppi,0
YER125W,YLR079W,ubiquitination,1
YDR064W,YKL014C,ppi,0
YOR039W,YJR093C,kinase_substrate,1
YBR111WA,YDR145W,ppi,0
YBL050W,YOR075W,ppi,0
YJR065C,YLR370C,ppi,0
YLR403W,YPL082C,ppi,0
YER031C,YJL204C,ppi,0
YJR059W,YDL045WA,kinase_substrate,1
YFL046W,YMR131C,ppi,0
Q0080,YJR121W,ppi,0
YDR265W,YJL210W,ppi,0
YFL023W,YIL045W,ppi,0
YGR162W,YNL244C,ppi,0
YLR430W,YNL199C,ppi,0
YJL053W,YOR069W,ppi,0
YPL042C,YMR037C,kinase_substrate,1
YPL248C,YPR025C,ppi,0
YEL044W,YOR189W,ppi,0
YBR169C,YDL126C,ppi,0
YGL059W,YKR048C,kinase_substrate,1
YMR231W,YPL045W,ppi,0
YJL006C,YNR033W,ppi,0
YPL047W,YDR224C,deubiquitination,1
YMR263W,YNL097C,ppi,0
YHR135C,YBL078C,kinase_substrate,1
YCL063W,YEL013W,ppi,0
YHR135C,YPR152C,kinase_substrate,1
YAL010C,YMR060C,ppi,0
YER059W,YLR079W,ppi,0
YKL016C,YML081CA,ppi,0
YDL025C,YML048W,ppi,0
YFL009W,YOL133W,ppi,0
YPL031C,YOL060C,kinase_substrate,1
YHL024W,YHR205W,ppi,0
YHR186C,YKL171W,ppi,0
YAL005C,YNL124W,ppi,0
YKL006CA,YLR268W,ppi,0
YJL115W,YJR140C,ppi,0
YFR014C,YGR028W,kinase_substrate,1
YER151C,YML010W,ppi,0
YDR477W,YLR183C,ppi,0
YBL023C,YDR013W,ppi,0
YAR015W,YLR359W,metabolic_pathway,0
YBL006C,YNL031C,ppi,0
YLL021W,YNR031C,ppi,0
YJL164C,YHR214CC,kinase_substrate,1
YBR088C,YHR031C,ppi,0
YGL111W,YHR052W,ppi,0
YNL154C,YHR114W,kinase_substrate,1
YNL154C,YIL107C,kinase_substrate,1
YER148W,YNL216W,ppi,0
YER143W,YPL232W,ppi,0
YBL075C,YNL255C,ppi,0
YDL064W,YLR394W,ppi,0
YOR233W,YBL011W,kinase_substrate,1
YHR135C,YJR019C,kinase_substrate,1
YOR141C,YPL209C,ppi,0
YDR176W,YDR457W,ppi,0
YBL087C,YDL166C,ppi,0
YFR052W,YOR257W,ppi,0
YFL039C,YOR281C,ppi,0
YBL079W,YOR098C,ppi,0
YDR497C,YPR113W,metabolic_pathway,1
YBR280C,YDR328C,ppi,0
YGL194C,YIL112W,ppi,0
YNL229C,YPL204W,ppi,0
YKL166C,YDR172W,kinase_substrate,1
YIL046W,YLR103C,ppi,0
YDR432W,YNL251C,ppi,0
YGL016W,YJL026W,ppi,0
YDL140C,YER022W,ppi,0
YBR010W,YDR224C,ppi,0
YAL005C,YDR477W,ppi,0
YNL154C,YNL272C,kinase_substrate,1
YDR301W,YNL222W,ppi,0
YEL054C,YLR340W,ppi,0
YHR165C,YPR178W,ppi,0
YBR081C,YBR010W,acetylation,1
YIL038C,YNL288W,ppi,0
YDL017W,YPR019W,kinase_substrate,1
YHR066W,YPL220W,ppi,0
YJL187C,YNL066W,kinase_substrate,1
YDR466W,YMR049C,ppi,0
YDR405W,YGR076C,ppi,0
YGL097W,YHR088W,ppi,0
YDL002C,YER092W,ppi,0
YHR172W,YNL188W,ppi,0
YJL187C,YPL181W,kinase_substrate,1
YLR137W,YPL220W,kinase_substrate,1
Q0085,YJR121W,ppi,0
YJL143W,YLR008C,ppi,0
YBR267W,YJL122W,ppi,0
YCR091W,YHR056C,kinase_substrate,1
YKL172W,YOR156C,ppi,0
YEL036C,YJR075W,ppi,0
YGL246C,YMR242C,ppi,0
YOR244W,YLL036C,acetylation,1
YAL005C,YBR101C,ppi,0
YDR162C,YHL007C,ppi,0
YHR027C,YIL075C,ppi,0
YLL008W,YOR267C,ppi,0
YDL207W,YDR172W,ppi,0
YOR061W,YGR270W,kinase_substrate,1
YFL023W,YPR080W,ppi,0
YML091C,YOL042W,ppi,0
YCR059C,YDR283C,ppi,0
YKL021C,YMR290C,ppi,0
YNR052C,YPL037C,ppi,0
YEL034W,YOR361C,ppi,0
YCR077C,YOL149W,ppi,0
YPL031C,YLR079W,kinase_substrate,1
YHR099W,YMR236W,ppi,0
YEL037C,YGL207W,ppi,0
YLR009W,YLR276C,ppi,0
YDR238C,YDR372C,ppi,0
YDR507C,YKR048C,ppi,0
YJL164C,YKL191W,kinase_substrate,1
YKL016C,YLR166C,ppi,0
YDR477W,YLR439W,kinase_substrate,1
YPL141C,YDL223C,kinase_substrate,1
YDR477W,YHR117W,kinase_substrate,1
YJR059W,YOR083W,kinase_substrate,1
YLR259C,YMR127C,ppi,0
YJR059W,YJR001W,kinase_substrate,1
YDR084C,YOL018C,ppi,0
YJL164C,YKR068C,kinase_substrate,1
YPL031C,YDL070W,kinase_substrate,1
Q0105,YOL027C,ppi,0
YGL180W,YDR034CC,kinase_substrate,1
YJL164C,YLR410WA,kinase_substrate,1
YHR144C,YKL067W,metabolic_pathway,0
YGL113W,YJL090C,ppi,0
YER161C,YHR166C,ppi,0
YPL031C,YBR019C,kinase_substrate,1
YDR477W,YLR192C,kinase_substrate,1
YGR158C,YHR069C,ppi,0
YER133W,YPL143W,ppi,0
YHR135C,YHR090C,kinase_substrate,1
YML062C,YNL139C,ppi,0
YNL004W,YNL112W,ppi,0
YGL213C,YHR157W,ppi,0
YDL095W,YML029W,ppi,0
YNL309W,YPL082C,ppi,0
YDR214W,YMR186W,ppi,0
YHR135C,YCR014C,kinase_substrate,1
YDR192C,YOR160W,ppi,0
YCR009C,YOR181W,ppi,0
YDR378C,YJR022W,ppi,0
YCR063W,YER013W,ppi,0
YDR099W,YGR214W,ppi,0
YLR258W,YPL141C,ppi,0
YIL095W,YHL030W,kinase_substrate,1
YOL005C,YOR151C,ppi,0
YLR378C,YOR254C,ppi,0
YCL008C,YGL045W,ppi,0
YPL031C,YLR059C,kinase_substrate,1
YDR087C,YHR010W,ppi,0
YCR091W,YMR216C,ppi,0
YGR103W,YPL220W,ppi,0
YGL200C,YLR120C,ppi,0
YER157W,YLR268W,ppi,0
YDR176W,YNL031C,acetylation,1
YKL206C,YPR103W,ppi,0
YCL061C,YPR175W,ppi,0
YFR014C,YOR123C,kinase_substrate,1
YBR207W,YFL041W,ppi,0
YGL180W,YMR297W,kinase_substrate,1
YGL059W,YDL223C,kinase_substrate,1
YDL028C,YIR010W,ppi,0
YKL101W,YMR155W,kinase_substrate,1
YHR170W,YLL045C,ppi,0
YDL149W,YPR049C,ppi,0
YLR433C,YNL047C,ppi,0
YHR135C,YHR214CC,kinase_substrate,1
YKR026C,YPL237W,ppi,0
YGL008C,YHL040C,ppi,0
YGR112W,YPL189CA,ppi,0
YKL167C,YOL016C,ppi,0
YCR010C,YNR002C,ppi,0
YDL110C,YPL204W,ppi,0
YIR002C,YOL034W,ppi,0
YGL200C,YPL218W,ppi,0
YHR197W,YLL004W,ppi,0
YER177W,YGR097W,ppi,0
YER125W,YLR069C,ppi,0
YER036C,YJR059W,ppi,0
YPL031C,YJR094WA,kinase_substrate,1
YKL166C,YDL081C,kinase_substrate,1
YGL131C,YNL030W,ubiquitination,1
YJL092W,YJR119C,ppi,0
YBR049C,YHR099W,ppi,0
YDL160C,YER068W,ppi,0
YLR155C,YNL142W,metabolic_pathway,1
YOL156W,YBR020W,metabolic_pathway,1
YFL039C,YLR166C,ppi,0
YBR017C,YPR093C,ppi,0
YDL014W,YOR267C,ppi,0
YBR142W,YDL031W,ppi,0
YGL011C,YIL075C,ppi,0
YDR224C,YER012W,ppi,0
YDR470C,YOL026C,ppi,0
YDR214W,YLR216C,ppi,0
YKL171W,YGR038CA,kinase_substrate,1
YEL015W,YNL118C,ppi,0
YER148W,YLR357W,ppi,0
YKR016W,YNL026W,ppi,0
YHR128W,YHR152W,ppi,0
YBR267W,YDR101C,ppi,0
YIL162W,YNR072W,metabolic_pathway,1
YDR224C,YGL097W,ppi,0
YBR160W,YKR095W,kinase_substrate,1
YDR356W,YFL037W,ppi,0
YEL024W,YGR112W,ppi,0
YHL004W,YNL252C,ppi,0
YCR072C,YHR197W,ppi,0
YAL059W,YDR395W,ppi,0
YEL009C,YGR274C,ppi,0
YDL102W,YJR043C,ppi,0
YJR160C,YBR299W,metabolic_pathway,1
YDR086C,YKL145W,ppi,0
YBR111WA,YPL082C,ppi,0
YER164W,YMR236W,ppi,0
YBR060C,YPR162C,ppi,0
YNL154C,YFR029W,kinase_substrate,1
YJR032W,YLL026W,ppi,0
YHR082C,YMR053C,kinase_substrate,1
YDL056W,YLR182W,ppi,0
YBR119W,YLR116W,ppi,0
YGL179C,YHL024W,kinase_substrate,1
YHR119W,YLR347C,ppi,0
YJL095W,YPR152C,kinase_substrate,1
YHR166C,YNL172W,ppi,0
YNL031C,YNR023W,ppi,0
YER105C,YFR050C,ppi,0
YER107C,YNL189W,ppi,0
YJL140W,YLR192C,ppi,0
YMR190C,YPL024W,ppi,0
YGR178C,YKL074C,ppi,0
YDL213C,SNR17B,ppi,0
YGR052W,YJL076W,ppi,0
YNL154C,YPL146C,kinase_substrate,1
YCL024W,YJR076C,ppi,0
YPL209C,YKR048C,kinase_substrate,1
YDR075W,YDR224C,ppi,0
YFL039C,YJL081C,ppi,0
YKL117W,YMR111C,ppi,0
YGR007W,YHR123W,metabolic_pathway,0
YJL187C,YGL105W,kinase_substrate,1
YDR265W,YOL044W,ppi,0
YGR254W,YNL079C,ppi,0
YBR118W,YLR438CA,ppi,0
YGL253W,YER003C,metabolic_pathway,0
YDL166C,YKR059W,ppi,0
YHR030C,YIL113W,phosphatase_substrate,1
YAL005C,YOR091W,ppi,0
RDN581,YMR049C,ppi,0
YJL010C,YJL109C,ppi,0
YPL081W,SNR84,ppi,0
YDR254W,YJR112W,ppi,0
YDL003W,YIL026C,ppi,0
YKL171W,YDR023W,kinase_substrate,1
YNL154C,YJL051W,kinase_substrate,1
YAL062W,YDR388W,ppi,0
YDL147W,YOR261C,ppi,0
YJL167W,YLR256W,ppi,0
YBR160W,YGR109C,ppi,0
YBL026W,YER172C,ppi,0
YFR004W,YIL075C,ppi,0
YIL095W,YGL051W,kinase_substrate,1
YEL056W,YML065W,ppi,0
YGL245W,YLR166C,ppi,0
YHL022C,YHR157W,ppi,0
YBR245C,YNL189W,ppi,0
YDL191W,YPL037C,ppi,0
YGR103W,YKL009W,ppi,0
YER082C,YPL204W,ppi,0
YNL007C,YNL229C,ppi,0
YJR059W,YJR130C,kinase_substrate,1
YCR030C,YLR332W,ppi,0
YIL104C,YJL095W,ppi,0
YDR359C,YIR001C,ppi,0
YOR141C,YPL235W,ppi,0
YDL072C,YOR254C,ppi,0
YOR190W,YJL214W,metabolic_pathway,1
YBR193C,YCL028W,ppi,0
YIL062C,YNR035C,ppi,0
YBR263W,YDR333C,ppi,0
YBR289W,YJL176C,ppi,0
YGR116W,YNL031C,ppi,0
YNL145W,YOL149W,ppi,0
YIR011C,YNL189W,ppi,0
YDR176W,YDR392W,ppi,0
YHL031C,YLR026C,ppi,0
YML062C,YNL004W,ppi,0
YMR069W,YNL241C,ppi,0
YJL164C,YNL196C,kinase_substrate,1
YHR034C,YOR310C,ppi,0
YGL180W,YLR192C,kinase_substrate,1
YGL059W,YHR028C,kinase_substrate,1
