matchType=CatSet(Constituent|motif_match|motif_unmatched|Output|Shared_Interaction|unknown_recognition_motif)	Interactor_A	Interactor_B	Dir	Sign	Annotation=CatSet(Kinase|Phosphatase|Yes)
Shared_Interaction	YOR329C	npi65	1	0	Yes	
Shared_Interaction	YHR161C	npi65	1	0	Yes	
Shared_Interaction	YPR156C	npr75	1	0	Yes	
Shared_Interaction	YDR239C	npi65	1	0	Yes	
Shared_Interaction	YLR229C	hog1rd38	1	0	Yes	
Shared_Interaction	YJL124C	cdc14id9	1	0	Yes	
Shared_Interaction	YMR041C	npi64	1	0	Yes	
Shared_Interaction	YJR070C	npi64	1	0	Yes	
Shared_Interaction	YDR064W	npi64	1	0	Yes	
Shared_Interaction	YPL265W	npr72	1	0	Yes	
Shared_Interaction	YHR016C	pde2ra58	1	0	Yes	
Shared_Interaction	YGL210W	cdc14rd20	1	0	Yes	
Shared_Interaction	YDL060W	hog1id28	1	0	Yes	
Shared_Interaction	YLR207W	npi62	1	0	Yes	
Shared_Interaction	YPL201C	npr69	1	0	Yes	
Shared_Interaction	YHR207C	npi63	1	0	Yes	
Shared_Interaction	YPR181C	hog1rd33	1	0	Yes	
Shared_Interaction	YJL020C	hog1id29	1	0	Yes	
Shared_Interaction	YLR345W	hog1id29	1	0	Yes	
Shared_Interaction	YFL023W	npi61	1	0	Yes	
Shared_Interaction	YBL007C	npi60	1	0	Yes	
Shared_Interaction	YNL243W	pde2ra58	1	0	Yes	
Shared_Interaction	YHR107C	cdc14rd23	1	0	Yes	
Shared_Interaction	YOL013C	cdc14rd23	1	0	Yes	
Shared_Interaction	YKR081C	npi61	1	0	Yes	
Shared_Interaction	YLR229C	npi61	1	0	Yes	
Shared_Interaction	YLR116W	cdc14id9	1	0	Yes	
Shared_Interaction	YBL085W	npr69	1	0	Yes	
Shared_Interaction	YDR162C	npr69	1	0	Yes	
Shared_Interaction	YKR031C	npi60	1	0	Yes	
Shared_Interaction	YMR235C	npr69	1	0	Yes	
Shared_Interaction	YAL013W	npr73	1	0	Yes	
Shared_Interaction	YLR229C	pde2id42	1	0	Yes	
Shared_Interaction	YNL078W	pde2ra52	1	0	Yes	
Shared_Interaction	YNL243W	pde2id43	1	0	Yes	
Shared_Interaction	YBR200W	npr69	1	0	Yes	
Shared_Interaction	YGL207W	pde2ra51	1	0	Yes	
Shared_Interaction	YKL074C	cdc14id9	1	0	Yes	
Shared_Interaction	YJL138C	npi64	1	0	Yes	
Shared_Interaction	YJL080C	cdc14rd23	1	0	Yes	
Shared_Interaction	YDL153C	npr67	1	0	Yes	
Shared_Interaction	YKR055W	npr74	1	0	Yes	
Shared_Interaction	YCL027W	npr74	1	0	Yes	
Shared_Interaction	YOR260W	npr69	1	0	Yes	
Shared_Interaction	YPL178W	npi63	1	0	Yes	
Shared_Interaction	YBR126C	npi61	1	0	Yes	
Shared_Interaction	YPR032W	cdc14rd20	1	0	Yes	
Shared_Interaction	YCR030C	npr71	1	0	Yes	
Shared_Interaction	YDL203C	npi65	1	0	Yes	
Shared_Interaction	YGR241C	npi65	1	0	Yes	
Shared_Interaction	YLR314C	cdc14rd23	1	0	Yes	
Shared_Interaction	YBR200W	hog1rd35	1	0	Yes	
Shared_Interaction	YBL007C	hog1id32	1	0	Yes	
Shared_Interaction	YER177W	hog1id27	1	0	Yes	
Shared_Interaction	YDL203C	hog1id29	1	0	Yes	
Shared_Interaction	YGR238C	hog1id29	1	0	Yes	
Shared_Interaction	YAL024C	npr68	1	0	Yes	
Shared_Interaction	YBL061C	npr68	1	0	Yes	
Shared_Interaction	YEL013W	npr70	1	0	Yes	
Shared_Interaction	YOR181W	npr68	1	0	Yes	
Shared_Interaction	YDR224C	pde2ra51	1	0	Yes	
Shared_Interaction	YOL013C	npi62	1	0	Yes	
Shared_Interaction	YGR287C	npi65	1	0	Yes	
Shared_Interaction	YNL243W	npr71	1	0	Yes	
Shared_Interaction	YNL243W	npi61	1	0	Yes	
Shared_Interaction	YLR229C	npr74	1	0	Yes	
Shared_Interaction	YKL008C	npr76	1	0	Yes	
Shared_Interaction	YDR099W	pde2ra50	1	0	Yes	
Shared_Interaction	YMR068W	npr68	1	0	Yes	
Shared_Interaction	YIR006C	pde2ra58	1	0	Yes	
Shared_Interaction	YDR162C	npr72	1	0	Yes	
Shared_Interaction	YDL117W	hog1id29	1	0	Yes	
Shared_Interaction	YBL047C	npr71	1	0	Yes	
Shared_Interaction	YPL004C	npi63	1	0	Yes	
Shared_Interaction	YOR212W	npr69	1	0	Yes	
Shared_Interaction	YHR016C	npi60	1	0	Yes	
Shared_Interaction	YDR293C	npr73	1	0	Yes	
Shared_Interaction	YIL084C	npr73	1	0	Yes	
Shared_Interaction	YJL076W	hog1rd33	1	0	Yes	
Shared_Interaction	YDL161W	npr66	1	0	Yes	
Shared_Interaction	YPL077C	npi64	1	0	Yes	
Shared_Interaction	YDR135C	hog1id32	1	0	Yes	
Shared_Interaction	YHR010W	npi64	1	0	Yes	
Shared_Interaction	YHR207C	npi65	1	0	Yes	
Shared_Interaction	YDR096W	npi61	1	0	Yes	
Shared_Interaction	YOR294W	npi61	1	0	Yes	
Shared_Interaction	YLR055C	cdc14rd19	1	0	Yes	
Shared_Interaction	YER149C	npi61	1	0	Yes	
Shared_Interaction	YPL177C	npi61	1	0	Yes	
Shared_Interaction	YNL090W	npi61	1	0	Yes	
Shared_Interaction	YOR326W	npr66	1	0	Yes	
Shared_Interaction	YNL243W	npi63	1	0	Yes	
Shared_Interaction	YNL243W	npi60	1	0	Yes	
Shared_Interaction	YGR240C	hog1id27	1	0	Yes	
Shared_Interaction	YDR099W	hog1id31	1	0	Yes	
Shared_Interaction	YJR065C	hog1id32	1	0	Yes	
Shared_Interaction	YKR072C	npr73	1	0	Yes	
Shared_Interaction	YDR212W	npr67	1	0	Yes	
Shared_Interaction	YMR068W	hog1id29	1	0	Yes	
Shared_Interaction	YOL108C	npr67	1	0	Yes	
Shared_Interaction	YDR096W	npr73	1	0	Yes	
Shared_Interaction	YER016W	npr73	1	0	Yes	
Shared_Interaction	YDL029W	npr71	1	0	Yes	
Shared_Interaction	YBL085W	npi65	1	0	Yes	
Shared_Interaction	YLL028W	npr75	1	0	Yes	
Shared_Interaction	YPL094C	npi65	1	0	Yes	
Shared_Interaction	YCR002C	npi60	1	0	Yes	
Shared_Interaction	YDR075W	npr72	1	0	Yes	
Shared_Interaction	YMR239C	npr71	1	0	Yes	
Shared_Interaction	YHR016C	hog1id32	1	0	Yes	
Shared_Interaction	YKR048C	npi61	1	0	Yes	
Shared_Interaction	YIR006C	npr70	1	0	Yes	
Shared_Interaction	YDL155W	pde2ra52	1	0	Yes	
Shared_Interaction	YHR107C	npi60	1	0	Yes	
Shared_Interaction	YNL118C	npr69	1	0	Yes	
Shared_Interaction	YGL207W	pde2ra50	1	0	Yes	
Shared_Interaction	YIL159W	npr67	1	0	Yes	
Shared_Interaction	YGL016W	hog1id29	1	0	Yes	
Shared_Interaction	YAR014C	hog1id29	1	0	Yes	
Shared_Interaction	YNL027W	cdc14rd20	1	0	Yes	
Shared_Interaction	YGR162W	pde2ra58	1	0	Yes	
Shared_Interaction	YPR032W	npi61	1	0	Yes	
Shared_Interaction	YLR229C	pde2ra52	1	0	Yes	
Shared_Interaction	YMR304W	npi65	1	0	Yes	
Shared_Interaction	YML048W	npi65	1	0	Yes	
Shared_Interaction	YCR052W	hog1id27	1	0	Yes	
Shared_Interaction	YBR200W	pde2id42	1	0	Yes	
Shared_Interaction	YOR329C	npr70	1	0	Yes	
Shared_Interaction	YDR516C	npr70	1	0	Yes	
Shared_Interaction	YJL070C	npr70	1	0	Yes	
Shared_Interaction	YMR205C	npi64	1	0	Yes	
Shared_Interaction	YDR238C	hog1id31	1	0	Yes	
Shared_Interaction	YLL021W	npi60	1	0	Yes	
Shared_Interaction	YPR032W	npr69	1	0	Yes	
Shared_Interaction	YNL078W	npr69	1	0	Yes	
Shared_Interaction	YOR361C	npi63	1	0	Yes	
Shared_Interaction	YOL146W	npr66	1	0	Yes	
Shared_Interaction	YOL139C	npi62	1	0	Yes	
Shared_Interaction	YPR171W	npr68	1	0	Yes	
Shared_Interaction	YDR135C	npr68	1	0	Yes	
Shared_Interaction	YOR181W	npr66	1	0	Yes	
Shared_Interaction	YHR114W	npi61	1	0	Yes	
Shared_Interaction	YDR074W	npi61	1	0	Yes	
Shared_Interaction	YOR224C	cdc14rd20	1	0	Yes	
Shared_Interaction	YBR084W	npr67	1	0	Yes	
Shared_Interaction	YAL041W	npr69	1	0	Yes	
Shared_Interaction	YJL080C	npi63	1	0	Yes	
Shared_Interaction	YFR024CA	npi63	1	0	Yes	
Shared_Interaction	YCR002C	hog1id32	1	0	Yes	
Shared_Interaction	YJR076C	cdc14rd23	1	0	Yes	
Shared_Interaction	YKL023W	npr72	1	0	Yes	
Shared_Interaction	YIR006C	npr71	1	0	Yes	
Shared_Interaction	YBR140C	npr73	1	0	Yes	
Shared_Interaction	YCR030C	npr68	1	0	Yes	
Shared_Interaction	YLR314C	npi60	1	0	Yes	
Shared_Interaction	YKL130C	npr69	1	0	Yes	
Shared_Interaction	YLR314C	npr69	1	0	Yes	
Shared_Interaction	YHR107C	hog1id32	1	0	Yes	
Shared_Interaction	YIL070C	npi61	1	0	Yes	
Shared_Interaction	YJL098W	npr70	1	0	Yes	
Shared_Interaction	YMR196W	npi65	1	0	Yes	
Shared_Interaction	YDR188W	npi65	1	0	Yes	
Shared_Interaction	YER167W	hog1id29	1	0	Yes	
Shared_Interaction	YMR109W	npi60	1	0	Yes	
Shared_Interaction	YML031W	npi63	1	0	Yes	
Shared_Interaction	YDR388W	cdc14rd24	1	0	Yes	
Shared_Interaction	YHR016C	npr68	1	0	Yes	
Shared_Interaction	YNL078W	hog1id32	1	0	Yes	
Shared_Interaction	YKL180W	npi64	1	0	Yes	
Shared_Interaction	YDL029W	hog1id32	1	0	Yes	
Shared_Interaction	YBR109C	pde2ra57	1	0	Yes	
Shared_Interaction	YML074C	npi61	1	0	Yes	
Shared_Interaction	YDL220C	cdc14rd20	1	0	Yes	
Shared_Interaction	YJR001W	npr76	1	0	Yes	
Shared_Interaction	YHR016C	npi65	1	0	Yes	
Shared_Interaction	YIR006C	npi63	1	0	Yes	
Shared_Interaction	YIR006C	npi60	1	0	Yes	
Shared_Interaction	YHR161C	npi61	1	0	Yes	
Shared_Interaction	YJL020C	npi61	1	0	Yes	
Shared_Interaction	YOR329C	npi61	1	0	Yes	
Shared_Interaction	YOR201C	npi61	1	0	Yes	
Shared_Interaction	YMR196W	hog1id29	1	0	Yes	
Shared_Interaction	YBR267W	npr67	1	0	Yes	
Shared_Interaction	YDR208W	hog1id29	1	0	Yes	
Shared_Interaction	YKL079W	npr74	1	0	Yes	
Shared_Interaction	YOR141C	cdc14rd20	1	0	Yes	
Shared_Interaction	YMR086W	npi64	1	0	Yes	
Shared_Interaction	YBR079C	npr70	1	0	Yes	
Shared_Interaction	YER072W	npr73	1	0	Yes	
Shared_Interaction	YDL076C	npr73	1	0	Yes	
Shared_Interaction	YPL012W	npi61	1	0	Yes	
Shared_Interaction	YKL129C	npi65	1	0	Yes	
Shared_Interaction	YMR205C	npi65	1	0	Yes	
Shared_Interaction	YAL026C	npr75	1	0	Yes	
Shared_Interaction	YNL273W	npr66	1	0	Yes	
Shared_Interaction	YGL113W	npr66	1	0	Yes	
Shared_Interaction	YFR021W	hog1id27	1	0	Yes	
Shared_Interaction	YLR314C	hog1id32	1	0	Yes	
Shared_Interaction	YHR016C	npr67	1	0	Yes	
Shared_Interaction	YHR186C	cdc14rd20	1	0	Yes	
Shared_Interaction	YJL005W	npr76	1	0	Yes	
Shared_Interaction	YHL034C	npi63	1	0	Yes	
Shared_Interaction	YOL139C	npi63	1	0	Yes	
Shared_Interaction	YGL008C	npi63	1	0	Yes	
Shared_Interaction	YBL007C	npi61	1	0	Yes	
Shared_Interaction	YDR432W	npi63	1	0	Yes	
Shared_Interaction	YFL039C	hog1id32	1	0	Yes	
Shared_Interaction	YLR258W	npi63	1	0	Yes	
Shared_Interaction	YCR002C	npi65	1	0	Yes	
Shared_Interaction	YMR032W	hog1id29	1	0	Yes	
Shared_Interaction	YKL108W	npr66	1	0	Yes	
Shared_Interaction	YJR046W	npr66	1	0	Yes	
Shared_Interaction	YDR052C	npr66	1	0	Yes	
Shared_Interaction	YOL066C	npi61	1	0	Yes	
Shared_Interaction	YIL104C	npi61	1	0	Yes	
Shared_Interaction	YPR171W	npr76	1	0	Yes	
Shared_Interaction	YGR130C	npi63	1	0	Yes	
Shared_Interaction	YAL041W	npr72	1	0	Yes	
Shared_Interaction	YDR432W	cdc14id9	1	0	Yes	
Shared_Interaction	YNL002C	npi61	1	0	Yes	
Shared_Interaction	YLR229C	npr70	1	0	Yes	
Shared_Interaction	YER118C	hog1id29	1	0	Yes	
Shared_Interaction	YBR079C	npi63	1	0	Yes	
Shared_Interaction	YPL256C	npr69	1	0	Yes	
Shared_Interaction	YBR182C	npr73	1	0	Yes	
Shared_Interaction	YCL061C	npr66	1	0	Yes	
Shared_Interaction	YBR200W	npr66	1	0	Yes	
Shared_Interaction	YCR030C	npr76	1	0	Yes	
Shared_Interaction	YMR196W	npr76	1	0	Yes	
Shared_Interaction	YLR258W	npi61	1	0	Yes	
Shared_Interaction	YLR377C	npr69	1	0	Yes	
Shared_Interaction	YKR002W	npr68	1	0	Yes	
Shared_Interaction	YML121W	hog1id27	1	0	Yes	
Shared_Interaction	YNL287W	hog1id31	1	0	Yes	
Shared_Interaction	YGR200C	npr72	1	0	Yes	
Shared_Interaction	YDL155W	npr69	1	0	Yes	
Shared_Interaction	YIL150C	npr66	1	0	Yes	
Shared_Interaction	YLR423C	npr66	1	0	Yes	
Shared_Interaction	YJL072C	npr66	1	0	Yes	
Shared_Interaction	YHR183W	npi61	1	0	Yes	
Shared_Interaction	YGL115W	npi61	1	0	Yes	
Shared_Interaction	YDL019C	npi61	1	0	Yes	
Shared_Interaction	YGR238C	npi61	1	0	Yes	
Shared_Interaction	YLR305C	npi61	1	0	Yes	
Shared_Interaction	YHL009C	npi61	1	0	Yes	
Shared_Interaction	YBL097W	npr70	1	0	Yes	
Shared_Interaction	YOL083W	npr70	1	0	Yes	
Shared_Interaction	YGR021W	npr70	1	0	Yes	
Shared_Interaction	YJL080C	npi65	1	0	Yes	
Shared_Interaction	YMR239C	npi65	1	0	Yes	
Shared_Interaction	YPR072W	npi61	1	0	Yes	
Shared_Interaction	YBR034C	npr68	1	0	Yes	
Shared_Interaction	YCR088W	npr76	1	0	Yes	
Shared_Interaction	YJL124C	npi63	1	0	Yes	
Shared_Interaction	YLR229C	npr69	1	0	Yes	
Shared_Interaction	YKL129C	npr74	1	0	Yes	
Shared_Interaction	YMR032W	npr74	1	0	Yes	
Shared_Interaction	YNL078W	npr67	1	0	Yes	
Shared_Interaction	YPR032W	npr67	1	0	Yes	
Shared_Interaction	YDL042C	npr66	1	0	Yes	
Shared_Interaction	YER036C	pde2ra58	1	0	Yes	
Shared_Interaction	YGR130C	npi64	1	0	Yes	
Shared_Interaction	YGL115W	npr73	1	0	Yes	
Shared_Interaction	YHL024W	npr66	1	0	Yes	
Shared_Interaction	YDL153C	npr69	1	0	Yes	
Shared_Interaction	YCR077C	npi63	1	0	Yes	
Shared_Interaction	YLR314C	npi65	1	0	Yes	
Shared_Interaction	YNL027W	npi61	1	0	Yes	
Shared_Interaction	YDR225W	cdc14rd15	1	0	Yes	
Shared_Interaction	YML121W	hog1id31	1	0	Yes	
Shared_Interaction	YBR108W	npr67	1	0	Yes	
Shared_Interaction	YPR119W	npr66	1	0	Yes	
Shared_Interaction	YOR083W	npr76	1	0	Yes	
Shared_Interaction	YIL033C	npr76	1	0	Yes	
Shared_Interaction	YLR452C	npr74	1	0	Yes	
Shared_Interaction	YAR014C	npr70	1	0	Yes	
Shared_Interaction	YOR054C	npr70	1	0	Yes	
Shared_Interaction	YIR006C	npr68	1	0	Yes	
Shared_Interaction	YPR135W	npr66	1	0	Yes	
Shared_Interaction	YJR076C	npi60	1	0	Yes	
Shared_Interaction	YDR388W	pde2ra58	1	0	Yes	
Shared_Interaction	YBL007C	pde2id43	1	0	Yes	
Shared_Interaction	YOR181W	npr71	1	0	Yes	
Shared_Interaction	YLR314C	npr67	1	0	Yes	
Shared_Interaction	YPR115W	npi63	1	0	Yes	
Shared_Interaction	YDR293C	npr69	1	0	Yes	
Shared_Interaction	YDR293C	npi63	1	0	Yes	
Shared_Interaction	YKL135C	npr76	1	0	Yes	
Shared_Interaction	YGL181W	npr76	1	0	Yes	
Shared_Interaction	YIR006C	npi65	1	0	Yes	
Shared_Interaction	YER125W	npr76	1	0	Yes	
Shared_Interaction	YFL039C	npr68	1	0	Yes	
Shared_Interaction	YGL207W	npr66	1	0	Yes	
Shared_Interaction	YPR032W	npr66	1	0	Yes	
Shared_Interaction	YER151C	hog1id27	1	0	Yes	
Shared_Interaction	YMR153W	npr69	1	0	Yes	
Shared_Interaction	YOR141C	npr69	1	0	Yes	
Shared_Interaction	YML031W	hog1id29	1	0	Yes	
Shared_Interaction	YCR093W	npr67	1	0	Yes	
Shared_Interaction	YBR084W	npr70	1	0	Yes	
Shared_Interaction	YOR244W	pde2id47	1	0	Yes	
Shared_Interaction	YPR119W	pde2ra58	1	0	Yes	
Shared_Interaction	YLR319C	npr74	1	0	Yes	
Shared_Interaction	YEL013W	npr74	1	0	Yes	
Shared_Interaction	YGR218W	npr66	1	0	Yes	
Shared_Interaction	YDR013W	npr66	1	0	Yes	
Shared_Interaction	YHR023W	npi61	1	0	Yes	
Shared_Interaction	YKR092C	npi61	1	0	Yes	
Shared_Interaction	YGR078C	npi61	1	0	Yes	
Shared_Interaction	YBR234C	npi61	1	0	Yes	
Shared_Interaction	YJR053W	npi61	1	0	Yes	
Shared_Interaction	YJL138C	npi61	1	0	Yes	
Shared_Interaction	YDR299W	npi61	1	0	Yes	
Shared_Interaction	YGR021W	npi61	1	0	Yes	
Shared_Interaction	YFL023W	pde2id43	1	0	Yes	
Shared_Interaction	YFL023W	hog1id28	1	0	Yes	
Shared_Interaction	YPL012W	hog1id29	1	0	Yes	
Shared_Interaction	YPR181C	hog1id31	1	0	Yes	
Shared_Interaction	YGL173C	npr75	1	0	Yes	
Shared_Interaction	YOR181W	npr70	1	0	Yes	
Shared_Interaction	YOR244W	npi60	1	0	Yes	
Shared_Interaction	YDL149W	npr76	1	0	Yes	
Shared_Interaction	YNL025C	npr72	1	0	Yes	
Shared_Interaction	YJR005W	npr73	1	0	Yes	
Shared_Interaction	YKL146W	npr73	1	0	Yes	
Shared_Interaction	YEL015W	npr73	1	0	Yes	
Shared_Interaction	YBR112C	npr68	1	0	Yes	
Shared_Interaction	YLR258W	npi65	1	0	Yes	
Shared_Interaction	YKR048C	npr69	1	0	Yes	
Shared_Interaction	YDL155W	npr72	1	0	Yes	
Shared_Interaction	YOL139C	npr67	1	0	Yes	
Shared_Interaction	YGL008C	hog1id29	1	0	Yes	
Shared_Interaction	YJL039C	npi64	1	0	Yes	
Shared_Interaction	YBR108W	npr76	1	0	Yes	
Shared_Interaction	YFR024CA	npr76	1	0	Yes	
Shared_Interaction	YNL006W	npr66	1	0	Yes	
Shared_Interaction	YLR229C	npr72	1	0	Yes	
Shared_Interaction	YBR031W	npr72	1	0	Yes	
Shared_Interaction	YDR188W	npr70	1	0	Yes	
Shared_Interaction	YLL039C	hog1id25	1	0	Yes	
Shared_Interaction	YGR218W	npr73	1	0	Yes	
Shared_Interaction	YBL007C	npr71	1	0	Yes	
Shared_Interaction	YFL038C	hog1id29	1	0	Yes	
Shared_Interaction	YNR052C	npr67	1	0	Yes	
Shared_Interaction	YGL206C	npr67	1	0	Yes	
Shared_Interaction	YPR181C	npi65	1	0	Yes	
Shared_Interaction	YBR202W	npr66	1	0	Yes	
Shared_Interaction	YLR103C	npr66	1	0	Yes	
Shared_Interaction	YCR077C	npr72	1	0	Yes	
Shared_Interaction	YMR263W	npr73	1	0	Yes	
Shared_Interaction	YPL094C	npr73	1	0	Yes	
Shared_Interaction	YOR054C	npr73	1	0	Yes	
Shared_Interaction	YBR109C	hog1id28	1	0	Yes	
Shared_Interaction	YPR072W	npr67	1	0	Yes	
Shared_Interaction	YBR112C	npr67	1	0	Yes	
Shared_Interaction	YHR170W	hog1id31	1	0	Yes	
Shared_Interaction	YOR260W	npi61	1	0	Yes	
Shared_Interaction	YML069W	npr66	1	0	Yes	
Shared_Interaction	YDR489W	npr66	1	0	Yes	
Shared_Interaction	YNL287W	npr76	1	0	Yes	
Shared_Interaction	YMR140W	npr76	1	0	Yes	
Shared_Interaction	YOR212W	npr70	1	0	Yes	
Shared_Interaction	YMR117C	npr68	1	0	Yes	
Shared_Interaction	YOR326W	npr73	1	0	Yes	
Shared_Interaction	YOR224C	npi65	1	0	Yes	
Shared_Interaction	YNL027W	npr67	1	0	Yes	
Shared_Interaction	YER177W	npr69	1	0	Yes	
Shared_Interaction	YNL272C	npi63	1	0	Yes	
Shared_Interaction	YER177W	npi63	1	0	Yes	
Shared_Interaction	YPL093W	npi61	1	0	Yes	
Shared_Interaction	YMR049C	npi61	1	0	Yes	
Shared_Interaction	YLR274W	npr66	1	0	Yes	
Shared_Interaction	YIL109C	npr76	1	0	Yes	
Shared_Interaction	YNL025C	npr67	1	0	Yes	
Shared_Interaction	YDR099W	npr69	1	0	Yes	
Shared_Interaction	YBL007C	npi63	1	0	Yes	
Shared_Interaction	YER036C	npi63	1	0	Yes	
Shared_Interaction	YBL007C	npr69	1	0	Yes	
Shared_Interaction	YLR423C	npr70	1	0	Yes	
Shared_Interaction	YKL129C	npr70	1	0	Yes	
Shared_Interaction	YER177W	npr70	1	0	Yes	
Shared_Interaction	YDR028C	npi61	1	0	Yes	
Shared_Interaction	YHR158C	npi61	1	0	Yes	
Shared_Interaction	YHR165C	npr69	1	0	Yes	
Shared_Interaction	YDL155W	npr67	1	0	Yes	
Shared_Interaction	YAL021C	npr67	1	0	Yes	
Shared_Interaction	YJR112W	npr76	1	0	Yes	
Shared_Interaction	YIL106W	npi65	1	0	Yes	
Shared_Interaction	YNL216W	npr66	1	0	Yes	
Shared_Interaction	YDR075W	npr73	1	0	Yes	
Shared_Interaction	YER118C	npr70	1	0	Yes	
Shared_Interaction	YGL008C	npr76	1	0	Yes	
Shared_Interaction	YBL007C	npr70	1	0	Yes	
Shared_Interaction	YOR181W	npi61	1	0	Yes	
Shared_Interaction	YHR052W	npi61	1	0	Yes	
Shared_Interaction	YGL111W	npi63	1	0	Yes	
Shared_Interaction	YDL225W	npi61	1	0	Yes	
Shared_Interaction	YNL084C	npi61	1	0	Yes	
Shared_Interaction	YJR065C	npi61	1	0	Yes	
Shared_Interaction	YGL201C	npr66	1	0	Yes	
Shared_Interaction	YHR186C	npr73	1	0	Yes	
Shared_Interaction	YFL009W	npr76	1	0	Yes	
Shared_Interaction	YFL038C	npr76	1	0	Yes	
Shared_Interaction	YGL206C	npr76	1	0	Yes	
Shared_Interaction	YDR293C	npi65	1	0	Yes	
Shared_Interaction	YKR048C	hog1id31	1	0	Yes	
Shared_Interaction	YER177W	npi64	1	0	Yes	
Shared_Interaction	YLR377C	npr66	1	0	Yes	
Shared_Interaction	YNL025C	npr66	1	0	Yes	
Shared_Interaction	YDR510W	npr69	1	0	Yes	
Shared_Interaction	YNL097C	npr73	1	0	Yes	
motif_match	YJL164C	npr73	1	0	Kinase|Yes
motif_match	YJR059W	npr73	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	npr73	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	npr72	1	0	Kinase|Yes
motif_unmatched	YJR059W	npr72	1	0	Kinase|Yes
motif_match	YJL164C	npr72	1	0	Kinase|Yes
motif_match	YPL203W	npr73	1	0	Kinase|Yes
motif_unmatched	YJR059W	npr76	1	0	Kinase|Yes
motif_match	YLR113W	pde2id42	1	0	Kinase|Yes
motif_match	YHR030C	cdc14rd20	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	cdc14rd19	1	0	Kinase|Yes
motif_unmatched	YAR019C	npi61	1	0	Kinase|Yes
motif_match	YBR160W	npr66	1	0	Kinase|Yes
motif_match	YKL101W	pde2ra52	1	0	Kinase|Yes
motif_unmatched	YMR139W	pde2ra52	1	0	Kinase|Yes
motif_unmatched	YJR059W	npi63	1	0	Kinase|Yes
motif_match	YJL164C	cdc14rd19	1	0	Kinase|Yes
motif_unmatched	YNL307C	npr72	1	0	Kinase|Yes
motif_unmatched	YJR059W	hog1rd33	1	0	Kinase|Yes
motif_unmatched	YNL154C	npr72	1	0	Kinase|Yes
motif_match	YLR248W	npr76	1	0	Kinase|Yes
motif_unmatched	YFR014C	npr73	1	0	Kinase|Yes
motif_match	YJL164C	pde2ra54	1	0	Kinase|Yes
unknown_recognition_motif	YJR066W	npr66	1	0	Kinase|Yes
motif_unmatched	YDL017W	npr66	1	0	Kinase|Yes
unknown_recognition_motif	YLR362W	npi63	1	0	Kinase|Yes
unknown_recognition_motif	YNR031C	pde2id42	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	npi63	1	0	Kinase|Yes
motif_unmatched	YHR135C	pde2ra52	1	0	Kinase|Yes
motif_unmatched	YHR135C	cdc14rd15	1	0	Kinase|Yes
motif_unmatched	YMR139W	npr69	1	0	Kinase|Yes
motif_unmatched	YGL180W	npr72	1	0	Kinase|Yes
motif_match	YHL007C	npr69	1	0	Kinase|Yes
motif_unmatched	YPL153C	pde2id42	1	0	Kinase|Yes
motif_match	YKL166C	npi63	1	0	Kinase|Yes
unknown_recognition_motif	YMR291W	cdc14rd19	1	0	Kinase|Yes
unknown_recognition_motif	YKL161C	cdc14rd20	1	0	Kinase|Yes
motif_unmatched	YDR507C	npi61	1	0	Kinase|Yes
unknown_recognition_motif	YNL183C	hog1id31	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	npr76	1	0	Kinase|Yes
unknown_recognition_motif	YNL161W	pde2ra50	1	0	Kinase|Yes
motif_unmatched	YPL031C	pde2ra54	1	0	Kinase|Yes
motif_unmatched	YPL031C	pde2ra54	1	0	Kinase|Yes
motif_unmatched	YPL031C	pde2ra54	1	0	Kinase|Yes
unknown_recognition_motif	YKL168C	hog1id29	1	0	Kinase|Yes
motif_unmatched	YGL180W	pde2ra52	1	0	Kinase|Yes
motif_unmatched	YGL180W	cdc14rd15	1	0	Kinase|Yes
motif_match	YHR205W	npr73	1	0	Kinase|Yes
motif_match	YKL101W	cdc14rd15	1	0	Kinase|Yes
unknown_recognition_motif	YBL009W	npr68	1	0	Kinase|Yes
unknown_recognition_motif	YNL161W	hog1rd33	1	0	Kinase|Yes
motif_match	YPL203W	npr68	1	0	Kinase|Yes
unknown_recognition_motif	YLR362W	pde2id42	1	0	Kinase|Yes
motif_unmatched	YIL095W	pde2id43	1	0	Kinase|Yes
unknown_recognition_motif	YNL161W	npi61	1	0	Kinase|Yes
motif_unmatched	YBR160W	npr74	1	0	Kinase|Yes
motif_unmatched	YHL007C	cdc14rd15	1	0	Kinase|Yes
unknown_recognition_motif	YHR079C	npr75	1	0	Kinase|Yes
motif_unmatched	YBL016W	npr74	1	0	Kinase|Yes
motif_unmatched	YLR248W	pde2id42	1	0	Kinase|Yes
motif_match	YHL007C	npr72	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	cdc14rd20	1	0	Kinase|Yes
motif_match	YJL164C	npr76	1	0	Kinase|Yes
motif_unmatched	YNL154C	npi63	1	0	Kinase|Yes
motif_match	YOR351C	npr73	1	0	Kinase|Yes
motif_unmatched	YMR139W	npr67	1	0	Kinase|Yes
motif_unmatched	YPL203W	npr67	1	0	Kinase|Yes
