edge	sources	pmids
YLR206W (u) YGL206C	newphertm2005|baggettjj2003	14704157|15992543
YGL206C (u) YLR330W	sanchatjates2006	16855022
YLR330W (u) YGL206C	sanchatjates2006	16855022
YGL206C (u) YNL106C	boettcherc2006	16406366
YNL106C (u) YGL206C	boettcherc2006	16406366
YGL206C (u) YNL243W	henrykr2002|tarassovk2008|newphertm2005	15992543|12181333|18467557
YNL243W (u) YGL206C	henrykr2002|tarassovk2008|newphertm2005	15992543|12181333|18467557
YGL206C (u) YNR006W	bilodeaups2003	14581452
YNR006W (u) YGL206C	bilodeaups2003	14581452
YGL206C (u) YOR109W	hasa2003|breitkreutza2010	20489023|12686590
YOR109W (u) YGL206C	hasa2003|breitkreutza2010	20489023|12686590
YGL206C (u) YOR181W	felicianod2012|gavinac2006|gavinac2002	22973053|11805826|16429126
YOR181W (u) YGL206C	felicianod2012|gavinac2006|gavinac2002	22973053|11805826|16429126
YGL206C (u) YPR029C	tarassovk2008|yeungbg2001	11489214|18467557
YPR029C (u) YGL206C	tarassovk2008|yeungbg2001	11489214|18467557
YGL207W (u) YGL244W	krogannj2006|collinssr2007|krogannj2004|krogannj2002	16554755|17200106|14759368|12242279
YGL244W (u) YGL207W	krogannj2006|collinssr2007|krogannj2004|krogannj2002	16554755|17200106|14759368|12242279
YGL207W (u) YGR270W	tackettaj2005|kuratcf2011|lambertjp2009	15824130|22156209|19106085
YGR270W (u) YGL207W	tackettaj2005|kuratcf2011|lambertjp2009	15824130|22156209|19106085
YGL207W (u) YIL021W	krogannj2006|tardiffdf2007	18077427|16554755
YIL021W (u) YGL207W	krogannj2006|tardiffdf2007	18077427|16554755
YGL207W (u) YIL035C	krogannj2002|krogannj2006|gavinac2002|hoy2002|gavinac2006|krogannj2004|collinssr2007	16554755|11805837|16429126|17200106|11805826|12242279|14759368
YIL035C (u) YGL207W	krogannj2002|krogannj2006|gavinac2002|hoy2002|gavinac2006|krogannj2004|collinssr2007	16554755|11805837|16429126|17200106|11805826|12242279|14759368
YGL207W (u) YKL028W	kangsw2000	10792464
YKL028W (u) YGL207W	kangsw2000	10792464
YGL207W (u) YKR062W	kangsw2000	10792464
YKR062W (u) YGL207W	kangsw2000	10792464
YGL207W (u) YLL039C	radivojacp2010|zivi2011|hanj2010|pengj2003	21427232|12872131|19722269|20634314
YLL039C (u) YGL207W	radivojacp2010|zivi2011|hanj2010|pengj2003	21427232|12872131|19722269|20634314
YGL207W (u) YLR182W	takahatas2009	19745812|19481521
YLR182W (u) YGL207W	takahatas2009	19745812|19481521
YGL207W (u) YLR418C	krogannj2002|krogannj2006|gavinac2002|gavinac2006|krogannj2004|collinssr2007	16554755|16429126|14759368|11805826|12242279|17200106
YLR418C (u) YGL207W	krogannj2002|krogannj2006|gavinac2002|gavinac2006|krogannj2004|collinssr2007	16554755|16429126|14759368|11805826|12242279|17200106
YGL207W (u) YML010W	hanj2010|lindstromdl2003	12556496|20634314
YML010W (u) YGL207W	hanj2010|lindstromdl2003	12556496|20634314
YGL207W (u) YML069W	o'donnellaf2004|brewsternk1998|krogannj2002|brewsternk2001|lindstromdl2003|chenxf2011|formosat2001|gavinac2002|gavinac2006|krogannj2004|wittmeyerj1997|brooksma2010|krogannj2006|collinssr2007	11313475|12556496|11432837|20826334|16554755|15520471|16429126|9705338|17200106|9199353|11805826|12242279|22177115|14759368
YML069W (u) YGL207W	o'donnellaf2004|brewsternk1998|krogannj2002|brewsternk2001|lindstromdl2003|chenxf2011|formosat2001|gavinac2002|gavinac2006|krogannj2004|wittmeyerj1997|brooksma2010|krogannj2006|collinssr2007	11313475|12556496|11432837|20826334|16554755|15520471|16429126|9705338|17200106|9199353|11805826|12242279|22177115|14759368
YGL207W (u) YNL031C	gilmorejm2011|krogannj2006|venkateshs2012	22199229|16554755|22914091
YNL031C (u) YGL207W	gilmorejm2011|krogannj2006|venkateshs2012	22199229|16554755|22914091
YGL207W (u) YNL102W	zhouy2004|wittmeyerj1997	9199353|15485923
YNL102W (u) YGL207W	zhouy2004|wittmeyerj1997	9199353|15485923
YGL207W (u) YNL124W	yangpk2005	15798213
YNL124W (u) YGL207W	yangpk2005	15798213
YGL207W (u) YNL282W	krogannj2002	12242279
YNL282W (u) YGL207W	krogannj2002	12242279
YGL207W (u) YOL012C	mahapatras2011	21266479
YOL012C (u) YGL207W	mahapatras2011	21266479
YGL207W (u) YOL054W	hoy2002|krogannj2006|collinssr2007|krogannj2002	16554755|12242279|17200106|11805837
YOL054W (u) YGL207W	hoy2002|krogannj2006|collinssr2007|krogannj2002	16554755|12242279|17200106|11805837
YGL207W (u) YOL128C	breitkreutza2010	20489023
YOL128C (u) YGL207W	breitkreutza2010	20489023
YGL207W (u) YOL145C	krogannj2002|krogannj2006|gavinac2002|gavinac2006|krogannj2004|collinssr2007	16554755|16429126|14759368|11805826|12242279|17200106
YOL145C (u) YGL207W	krogannj2002|krogannj2006|gavinac2002|gavinac2006|krogannj2004|collinssr2007	16554755|16429126|14759368|11805826|12242279|17200106
YGL207W (u) YOR039W	krogannj2002|krogannj2006|gavinac2002|gavinac2006|krogannj2004|collinssr2007	16554755|16429126|14759368|11805826|12242279|17200106
YOR039W (u) YGL207W	krogannj2002|krogannj2006|gavinac2002|gavinac2006|krogannj2004|collinssr2007	16554755|16429126|14759368|11805826|12242279|17200106
YGL207W (u) YOR061W	krogannj2002|krogannj2006|gavinac2002|gavinac2006|krogannj2004|breitkreutza2010|collinssr2007	16554755|20489023|16429126|14759368|11805826|12242279|17200106
YOR061W (u) YGL207W	krogannj2002|krogannj2006|gavinac2002|gavinac2006|krogannj2004|breitkreutza2010|collinssr2007	16554755|20489023|16429126|14759368|11805826|12242279|17200106
YGL207W (u) YOR064C	smartsk2009	19621382
YOR064C (u) YGL207W	smartsk2009	19621382
YGL207W (u) YOR123C	krogannj2002|krogannj2006|krogannj2004|collinssr2007|hanj2010|squazzosl2002	20634314|16554755|11927560|14759368|12242279|17200106
YOR123C (u) YGL207W	krogannj2002|krogannj2006|krogannj2004|collinssr2007|hanj2010|squazzosl2002	20634314|16554755|11927560|14759368|12242279|17200106
YGL207W (u) YOR259C	ferdousa2001	11389845
YOR259C (u) YGL207W	ferdousa2001	11389845
YGL207W (u) YPL082C	arnettdr2008	18596064
YPL082C (u) YGL207W	arnettdr2008	18596064
YGL207W (u) YPR019W	gambusa2009	19661920
YPR019W (u) YGL207W	gambusa2009	19661920
YGL207W (u) YPR052C	brewsternk2001	11313475
YPR052C (u) YGL207W	brewsternk2001	11313475
YGL208W (u) YGR231C	breitkreutza2010	20489023
YGR231C (u) YGL208W	breitkreutza2010	20489023
YGL208W (u) YML007W	wiatrowskiha2003	12582119
YML007W (u) YGL208W	wiatrowskiha2003	12582119
YGL209W (u) YGR014W	karunanithis2012	22904036
YGR014W (u) YGL209W	karunanithis2012	22904036
YGL209W (u) YGR040W	karunanithis2012	22904036
YGR040W (u) YGL209W	karunanithis2012	22904036
YGL209W (u) YJL149W	limmk2011	21323640
YJL149W (u) YGL209W	limmk2011	21323640
YGL209W (u) YLR193C	fernandezcida2012	22353369
YLR193C (u) YGL209W	fernandezcida2012	22353369
YGL209W (u) YLR347C	fernandezcida2012	23131016
YLR347C (u) YGL209W	fernandezcida2012	23131016
YGL209W (u) YMR239C	ged2005	15668170
YMR239C (u) YGL209W	ged2005	15668170
YGL209W (u) YNL189W	fernandezcida2012	23131016
YNL189W (u) YGL209W	fernandezcida2012	23131016
YGL209W (u) YPR075C	karunanithis2012	22904036
YPR075C (u) YGL209W	karunanithis2012	22904036
YGL210W (u) YJL204C	chensh2005	15537705
YJL204C (u) YGL210W	chensh2005	15537705
YGL210W (u) YLR026C	inadomeh2005	16107716
YLR026C (u) YGL210W	inadomeh2005	16107716
YGL210W (u) YLR096W	fasoloj2011	21460040
YLR096W (u) YGL210W	fasoloj2011	21460040
YGL210W (u) YMR291W	fasoloj2011	21460040
YMR291W (u) YGL210W	fasoloj2011	21460040
YGL210W (u) YNL044W	calerom2002	11785952
YNL044W (u) YGL210W	calerom2002	11785952
YGL210W (u) YNL161W	fasoloj2011	21460040
YNL161W (u) YGL210W	fasoloj2011	21460040
YGL210W (u) YNL263C	calerom2002	11943201
YNL263C (u) YGL210W	calerom2002	11943201
YGL210W (u) YNL272C	ortizd2002|mizunoyamasakie2010|casavolaec2008	20493815|18221262|12045183
YNL272C (u) YGL210W	ortizd2002|mizunoyamasakie2010|casavolaec2008	20493815|18221262|12045183
YGL210W (u) YOL018C	inadomeh2005	16107716
YOL018C (u) YGL210W	inadomeh2005	16107716
YGL210W (u) YOR070C	riveramolinafe2009	19666511
YOR070C (u) YGL210W	riveramolinafe2009	19666511
YGL210W (u) YOR326W	lipatovaz2008|casavolaec2008	18653471|18221262
YOR326W (u) YGL210W	lipatovaz2008|casavolaec2008	18653471|18221262
YGL211W (u) YHR111W	leidels2009	19145231
YHR111W (u) YGL211W	leidels2009	19145231
YGL211W (u) YIL008W	leidels2009	19145231
YIL008W (u) YGL211W	leidels2009	19145231
YGL211W (u) YNL119W	leidels2009	19145231
YNL119W (u) YGL211W	leidels2009	19145231
YGL211W (u) YOR251C	leidels2009	19145231
YOR251C (u) YGL211W	leidels2009	19145231
YGL212W (u) YGR172C	vollertcs2004	15263065
YGR172C (u) YGL212W	vollertcs2004	15263065
YGL212W (u) YGR223C	vollertcs2004	15263065
YGR223C (u) YGL212W	vollertcs2004	15263065
YGL212W (u) YKL196C	collinskm2005|ungermannc1999	10385523|15889152
YKL196C (u) YGL212W	collinskm2005|ungermannc1999	10385523|15889152
YGL212W (u) YLR093C	juny2006|frattira2007|zhangh2009|tsuimm2001|collinskm2005|wangy2012|fukudar2000|xuh2011|izawar2012|qiuqs2010|alpadik2012	22272185|11251068|17082764|20826459|22174414|22875988|19591838|17347148|15889152|21987819|11001059
YLR093C (u) YGL212W	juny2006|frattira2007|zhangh2009|tsuimm2001|collinskm2005|wangy2012|fukudar2000|xuh2011|izawar2012|qiuqs2010|alpadik2012	22272185|11251068|17082764|20826459|22174414|22875988|19591838|17347148|15889152|21987819|11001059
YGL212W (u) YLR148W	stroupec2006|collinskm2005|kraemerl2011|juny2006	16601699|21613544|15889152|17082764
YLR148W (u) YGL212W	stroupec2006|collinskm2005|kraemerl2011|juny2006	16601699|21613544|15889152|17082764
YGL212W (u) YLR396C	lobingierbt2012|kraemerl2011|juny2006|stroupec2006|frattira2007|collinskm2005|qiuqs2010	16601699|17082764|20826459|17347148|21613544|15889152|23051737
YLR396C (u) YGL212W	lobingierbt2012|kraemerl2011|juny2006|stroupec2006|frattira2007|collinskm2005|qiuqs2010	16601699|17082764|20826459|17347148|21613544|15889152|23051737
YGL212W (u) YMR197C	laager2001|tsuimm2001|juny2006|collinskm2005|fukudar2000|ungermannc1999|izawar2012	11694574|11251068|17082764|22174414|15889152|10385523|11001059
YMR197C (u) YGL212W	laager2001|tsuimm2001|juny2006|collinskm2005|fukudar2000|ungermannc1999|izawar2012	11694574|11251068|17082764|22174414|15889152|10385523|11001059
YGL212W (u) YMR231W	frattira2007|collinskm2005|tarassovk2008	17347148|15889152|18467557
YMR231W (u) YGL212W	frattira2007|collinskm2005|tarassovk2008	17347148|15889152|18467557
YGL212W (u) YNL263C	vollertcs2004|uetzp2000	15263065|10688190
YNL263C (u) YGL212W	vollertcs2004|uetzp2000	15263065|10688190
YGL212W (u) YOR034C	vollertcs2004	15263065
YOR034C (u) YGL212W	vollertcs2004	15263065
YGL212W (u) YOR036W	tsuimm2001	11251068
YOR036W (u) YGL212W	tsuimm2001	11251068
YGL212W (u) YOR089C	vollertcs2004	15263065
YOR089C (u) YGL212W	vollertcs2004	15263065
YGL212W (u) YOR106W	uetzp2000|wangy2012|satotk1998|tsuimm2001|wangcw2003|zhangh2009|royr2006|collinskm2005|juny2006|wangy2001|fukudar2000|ungermannc1999|izawar2012|qiuqs2010|alpadik2012|frattira2007	9710615|22272185|11251068|17082764|20826459|22174414|22875988|19591838|15889152|17347148|14662743|10688190|16768461|11349128|10385523|11001059
YOR106W (u) YGL212W	uetzp2000|wangy2012|satotk1998|tsuimm2001|wangcw2003|zhangh2009|royr2006|collinskm2005|juny2006|wangy2001|fukudar2000|ungermannc1999|izawar2012|qiuqs2010|alpadik2012|frattira2007	9710615|22272185|11251068|17082764|20826459|22174414|22875988|19591838|15889152|17347148|14662743|10688190|16768461|11349128|10385523|11001059
YGL212W (u) YOR117W	wangy2012|vollertcs2004	15263065|22875988
YOR117W (u) YGL212W	wangy2012|vollertcs2004	15263065|22875988
YGL212W (u) YPL045W	qiuqs2010|collinskm2005|kraemerl2011|kulkarnia2012	20826459|22754631|21613544|15889152
YPL045W (u) YGL212W	qiuqs2010|collinskm2005|kraemerl2011|kulkarnia2012	20826459|22754631|21613544|15889152
YGL212W (u) YPL195W	angerscg2009	19741093
YPL195W (u) YGL212W	angerscg2009	19741093
YGL212W (u) YPL246C	vollertcs2004|uetzp2000	15263065|10688190
YPL246C (u) YGL212W	vollertcs2004|uetzp2000	15263065|10688190
YGL212W (u) YPR171W	vollertcs2004	15263065
YPR171W (u) YGL212W	vollertcs2004	15263065
YGL213C (u) YHL022C	chengz2004|arorac2004|uetzp2000	14992724|15340168|10688190
YHL022C (u) YGL213C	chengz2004|arorac2004|uetzp2000	14992724|15340168|10688190
YGL213C (u) YHR157W	malekis2007	17558514
YHR157W (u) YGL213C	malekis2007	17558514
YGL213C (u) YLR398C	synowskysa2008|brownjt2000|krogannj2006|hoy2002|gavinac2006|collinssr2007	18042677|16554755|16429126|10744028|11805837|17200106
YLR398C (u) YGL213C	synowskysa2008|brownjt2000|krogannj2006|hoy2002|gavinac2006|collinssr2007	18042677|16554755|16429126|10744028|11805837|17200106
YGL213C (u) YOR076C	halbachf2011|arakiy2001|wangl2005	22114319|16043509|11532933
YOR076C (u) YGL213C	halbachf2011|arakiy2001|wangl2005	22114319|16043509|11532933
YGL213C (u) YPR189W	synowskysa2008|brownjt2000|krogannj2006|wangl2005|hoy2002|gavinac2006|chengz2004|collinssr2007	15340168|18042677|16554755|16429126|10744028|11805837|16043509|17200106
YPR189W (u) YGL213C	synowskysa2008|brownjt2000|krogannj2006|wangl2005|hoy2002|gavinac2006|chengz2004|collinssr2007	15340168|18042677|16554755|16429126|10744028|11805837|16043509|17200106
YGL215W (u) YKL103C	breitkreutza2010	20489023
YKL103C (u) YGL215W	breitkreutza2010	20489023
YGL215W (u) YPL031C	uetzp2000|measdayv1997	9032248|10688190
YPL031C (u) YGL215W	uetzp2000|measdayv1997	9032248|10688190
YGL216W (u) YLR045C	gandhisr2011	22075150
YLR045C (u) YGL216W	gandhisr2011	22075150
YGL216W (u) YML085C	sux2011	21884976
YML085C (u) YGL216W	sux2011	21884976
YGL216W (u) YOL001W	breitkreutza2010	20489023
YOL001W (u) YGL216W	breitkreutza2010	20489023
YGL219C (u) YIL070C	kornmannb2011	21825164
YIL070C (u) YGL219C	kornmannb2011	21825164
YGL219C (u) YIL125W	kornmannb2011	21825164
YIL125W (u) YGL219C	kornmannb2011	21825164
YGL219C (u) YJR144W	kornmannb2011	21825164
YJR144W (u) YGL219C	kornmannb2011	21825164
YGL219C (u) YLL006W	kornmannb2011|stroudda2011	21825164|21945531
YLL006W (u) YGL219C	kornmannb2011|stroudda2011	21825164|21945531
YGL219C (u) YLL039C	otak2008|staritalm2011	22106047|18775025
YLL039C (u) YGL219C	otak2008|staritalm2011	22106047|18775025
YGL219C (u) YLR368W	otak2008	18775025
YLR368W (u) YGL219C	otak2008	18775025
YGL219C (u) YNL055C	kornmannb2011	21825164
YNL055C (u) YGL219C	kornmannb2011	21825164
YGL219C (u) YNL209W	kornmannb2011	21825164
YNL209W (u) YGL219C	kornmannb2011	21825164
YGL219C (u) YOL009C	kornmannb2011	21825164
YOL009C (u) YGL219C	kornmannb2011	21825164
YGL220W (u) YLL029W	hoy2002|kumanovicsa2008	18281282|11805837
YLL029W (u) YGL220W	hoy2002|kumanovicsa2008	18281282|11805837
YGL220W (u) YNL255C	sammonsma2011|scherrert2011	21232131|21277287
YNL255C (u) YGL220W	sammonsma2011|scherrert2011	21232131|21277287
YGL222C (u) YNL118C	dunckleyt2001	11139489
YNL118C (u) YGL222C	dunckleyt2001	11139489
YGL222C (u) YOL149W	dunckleyt2001|borjams2011	11139489|21148770
YOL149W (u) YGL222C	dunckleyt2001|borjams2011	11139489|21148770
YGL223C (u) YGR120C	whytejr2001|leesja2010|shestakovaa2007|fotsop2005|ramrj2002|collinssr2007|suvorovaes2002	11703943|12006647|18086915|15932880|20972446|12011112|17200106
YGR120C (u) YGL223C	whytejr2001|leesja2010|shestakovaa2007|fotsop2005|ramrj2002|collinssr2007|suvorovaes2002	11703943|12006647|18086915|15932880|20972446|12011112|17200106
YGL223C (u) YIL004C	shestakovaa2007	18086915
YIL004C (u) YGL223C	shestakovaa2007	18086915
YGL223C (u) YJL036W	yenwl2010	20065092
YJL036W (u) YGL223C	yenwl2010	20065092
YGL223C (u) YKL006CA	shestakovaa2007	18086915
YKL006CA (u) YGL223C	shestakovaa2007	18086915
