sif_style	Annotation	count	etype	matchType	filenames
YMR291W (u) YGL210W		1.0	ppi		phospho_v4_bgnet_fix
YLR347C (u) YMR121C		1.0	ppi		phospho_v4_bgnet_fix
YMR121C (u) YLR347C		1.0	ppi		phospho_v4_bgnet_fix
YLR146C (u) YOR273C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YOR273C (u) YLR146C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YGL179C (d) YKL093W		1.0	kinase_substrate		phospho_v4_bgnet_fix
NPI65 (d) YOR052C		1.0		Constituent	NaCl_module_edges
YGL180W (d) YGR126W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YLR430W (u) YNL073W		1.0	ppi		phospho_v4_bgnet_fix
YNL073W (u) YLR430W		1.0	ppi		phospho_v4_bgnet_fix
YLR075W (u) YOL011W		1.0	ppi		phospho_v4_bgnet_fix
YOL011W (u) YLR075W		1.0	ppi		phospho_v4_bgnet_fix
NPR73 (d) YJL146W		1.0		Constituent	NaCl_module_edges
YDR145W (u) YER164W		1.0	ppi		phospho_v4_bgnet_fix
YER164W (u) YDR145W		1.0	ppi		phospho_v4_bgnet_fix
YDR359C (u) YNL136W		1.0	ppi		phospho_v4_bgnet_fix
YNL136W (u) YDR359C		1.0	ppi		phospho_v4_bgnet_fix
YDL207W (u) YKR082W		1.0	ppi		phospho_v4_bgnet_fix
YKR082W (u) YDL207W		1.0	ppi		phospho_v4_bgnet_fix
TRUCUB (u) YDR341C		1.0	ppi		phospho_v4_bgnet_fix
YDR341C (u) TRUCUB		1.0	ppi		phospho_v4_bgnet_fix
YHR135C (d) YNL125C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YFL034CA (u) YHR200W		1.0	ppi		phospho_v4_bgnet_fix
YHR200W (u) YFL034CA		1.0	ppi		phospho_v4_bgnet_fix
CX95 (u) YIR037W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YIR037W (u) CX95		1.0	metabolic_pathway		phospho_v4_bgnet_fix
TLUAAJ (u) YDR362C		1.0	ppi		phospho_v4_bgnet_fix
YDR362C (u) TLUAAJ		1.0	ppi		phospho_v4_bgnet_fix
YOR259C (u) YPL248C		1.0	ppi		phospho_v4_bgnet_fix
YPL248C (u) YOR259C		1.0	ppi		phospho_v4_bgnet_fix
YKL171W (d) YPL240C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBL045C (u) YGR183C		1.0	ppi		phospho_v4_bgnet_fix
YGR183C (u) YBL045C		1.0	ppi		phospho_v4_bgnet_fix
YGL181W (d) NPR76	Yes	1.0		Shared_Interaction	NaCl_module_edges
YER072W (u) YOR270C		1.0	ppi		phospho_v4_bgnet_fix
YOR270C (u) YER072W		1.0	ppi		phospho_v4_bgnet_fix
YBR170C (u) YFR014C		1.0	ppi		phospho_v4_bgnet_fix
YFR014C (u) YBR170C		1.0	ppi		phospho_v4_bgnet_fix
YNL188W (u) YOR257W		1.0	ppi		phospho_v4_bgnet_fix
YOR257W (u) YNL188W		1.0	ppi		phospho_v4_bgnet_fix
YDR497C (d) YDR287W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YBR254C (u) YDR472W		1.0	ppi		phospho_v4_bgnet_fix
YDR472W (u) YBR254C		1.0	ppi		phospho_v4_bgnet_fix
YLL019C (d) YGL073W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR084W (u) YPL005W		1.0	ppi		phospho_v4_bgnet_fix
YPL005W (u) YBR084W		1.0	ppi		phospho_v4_bgnet_fix
YFR014C (d) YDR328C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YNL229C (u) YPL204W		1.0	ppi		phospho_v4_bgnet_fix
YPL204W (u) YNL229C		1.0	ppi		phospho_v4_bgnet_fix
YFL023W (u) YPL217C		1.0	ppi		phospho_v4_bgnet_fix
YPL217C (u) YFL023W		1.0	ppi		phospho_v4_bgnet_fix
YGL120C (u) YHR089C		1.0	ppi		phospho_v4_bgnet_fix
YHR089C (u) YGL120C		1.0	ppi		phospho_v4_bgnet_fix
YMR001C (d) YLR045C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YCL008C (u) YLL039C		1.0	ppi		phospho_v4_bgnet_fix
YLL039C (u) YCL008C		1.0	ppi		phospho_v4_bgnet_fix
YDR381W (u) YKL074C		1.0	ppi		phospho_v4_bgnet_fix
YKL074C (u) YDR381W		1.0	ppi		phospho_v4_bgnet_fix
YLR208W (u) YPL085W		1.0	ppi		phospho_v4_bgnet_fix
YPL085W (u) YLR208W		1.0	ppi		phospho_v4_bgnet_fix
YMR116C (u) YOL127W		1.0	ppi		phospho_v4_bgnet_fix
YOL127W (u) YMR116C		1.0	ppi		phospho_v4_bgnet_fix
YDR173C (u) YDR315C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YDR315C (u) YDR173C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YDR201W (u) YGR113W		1.0	ppi		phospho_v4_bgnet_fix
YGR113W (u) YDR201W		1.0	ppi		phospho_v4_bgnet_fix
YER049W (u) YER165W		1.0	ppi		phospho_v4_bgnet_fix
YER165W (u) YER049W		1.0	ppi		phospho_v4_bgnet_fix
CYC299 (u) YER019W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YER019W (u) CYC299		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YDL247W (d) YGR287C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YOR261C (u) YOR362C		1.0	ppi		phospho_v4_bgnet_fix
YOR362C (u) YOR261C		1.0	ppi		phospho_v4_bgnet_fix
YMR223W (d) YDR477W		1.0	deubiquitination		phospho_v4_bgnet_fix
YBL104C (u) YLR208W		1.0	ppi		phospho_v4_bgnet_fix
YLR208W (u) YBL104C		1.0	ppi		phospho_v4_bgnet_fix
YER165W (u) YPL169C		1.0	ppi		phospho_v4_bgnet_fix
YPL169C (u) YER165W		1.0	ppi		phospho_v4_bgnet_fix
YPL203W (d) YIL107C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YFR046C (u) YIL144W		1.0	ppi		phospho_v4_bgnet_fix
YIL144W (u) YFR046C		1.0	ppi		phospho_v4_bgnet_fix
YJR002W (u) YOR096W		1.0	ppi		phospho_v4_bgnet_fix
YOR096W (u) YJR002W		1.0	ppi		phospho_v4_bgnet_fix
YDR122W (u) YIR004W		1.0	ppi		phospho_v4_bgnet_fix
YIR004W (u) YDR122W		1.0	ppi		phospho_v4_bgnet_fix
YKL150W (u) YNL121C		1.0	ppi		phospho_v4_bgnet_fix
YNL121C (u) YKL150W		1.0	ppi		phospho_v4_bgnet_fix
YGL158W (d) YJR096W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YNL154C (d) YDL088C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YKL166C (d) YOR266W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGR020C (u) YPR036W		1.0	ppi		phospho_v4_bgnet_fix
YPR036W (u) YGR020C		1.0	ppi		phospho_v4_bgnet_fix
YBL084C (u) YDL008W		1.0	ppi		phospho_v4_bgnet_fix
YDL008W (u) YBL084C		1.0	ppi		phospho_v4_bgnet_fix
YGL141W (u) YHR200W		1.0	ppi		phospho_v4_bgnet_fix
YHR200W (u) YGL141W		1.0	ppi		phospho_v4_bgnet_fix
YFR021W (u) YLR094C		1.0	ppi		phospho_v4_bgnet_fix
YLR094C (u) YFR021W		1.0	ppi		phospho_v4_bgnet_fix
YHR118C (u) YLR002C		1.0	ppi		phospho_v4_bgnet_fix
YLR002C (u) YHR118C		1.0	ppi		phospho_v4_bgnet_fix
YBR020W (u) YPL086C		1.0	ppi		phospho_v4_bgnet_fix
YPL086C (u) YBR020W		1.0	ppi		phospho_v4_bgnet_fix
YLR314C (d) NPR67	Yes	1.0		Shared_Interaction	NaCl_module_edges
YGL059W (d) YHR082C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGL233W (u) YOR357C		1.0	ppi		phospho_v4_bgnet_fix
YOR357C (u) YGL233W		1.0	ppi		phospho_v4_bgnet_fix
YCR002C (u) YNL233W		1.0	ppi		phospho_v4_bgnet_fix
YNL233W (u) YCR002C		1.0	ppi		phospho_v4_bgnet_fix
YGR075C (u) YNR032CA		1.0	ppi		phospho_v4_bgnet_fix
YNR032CA (u) YGR075C		1.0	ppi		phospho_v4_bgnet_fix
YDR450W (u) YHR089C		1.0	ppi		phospho_v4_bgnet_fix
YHR089C (u) YDR450W		1.0	ppi		phospho_v4_bgnet_fix
NPR75 (d) YBL054W		1.0		Constituent	NaCl_module_edges
YBR083W (u) YGR040W		1.0	ppi		phospho_v4_bgnet_fix
YGR040W (u) YBR083W		1.0	ppi		phospho_v4_bgnet_fix
YCL028W (u) YCR081W		1.0	ppi		phospho_v4_bgnet_fix
YCR081W (u) YCL028W		1.0	ppi		phospho_v4_bgnet_fix
YGL031C (u) YLR340W		1.0	ppi		phospho_v4_bgnet_fix
YLR340W (u) YGL031C		1.0	ppi		phospho_v4_bgnet_fix
YIL095W (d) CDC14ID9	Kinase|Yes	1.0		motif_unmatched	NaCl_module_edges
YLR098C (u) YNL056W		1.0	ppi		phospho_v4_bgnet_fix
YNL056W (u) YLR098C		1.0	ppi		phospho_v4_bgnet_fix
YNL182C (u) YPR019W		1.0	ppi		phospho_v4_bgnet_fix
YPR019W (u) YNL182C		1.0	ppi		phospho_v4_bgnet_fix
YKR081C (d) NPI61	Yes	1.0		Shared_Interaction	NaCl_module_edges
YBR088C (u) YMR167W		1.0	ppi		phospho_v4_bgnet_fix
YMR167W (u) YBR088C		1.0	ppi		phospho_v4_bgnet_fix
YBR081C (u) YEL009C		1.0	ppi		phospho_v4_bgnet_fix
YEL009C (u) YBR081C		1.0	ppi		phospho_v4_bgnet_fix
YKL012W (u) YLR117C		1.0	ppi		phospho_v4_bgnet_fix
YLR117C (u) YKL012W		1.0	ppi		phospho_v4_bgnet_fix
YFL011W (d) YGL253W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YOL086C (u) YOR377W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YOR377W (u) YOL086C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YAL011W (u) YDR334W		1.0	ppi		phospho_v4_bgnet_fix
YDR334W (u) YAL011W		1.0	ppi		phospho_v4_bgnet_fix
YBR160W (d) YER158C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YPL031C (d) YHR182W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YJR066W (d) YKL126W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBL045C (u) YIL087C		1.0	ppi		phospho_v4_bgnet_fix
YIL087C (u) YBL045C		1.0	ppi		phospho_v4_bgnet_fix
YCR008W (u) YGR258C		1.0	ppi		phospho_v4_bgnet_fix
YGR258C (u) YCR008W		1.0	ppi		phospho_v4_bgnet_fix
YGR092W (d) YDR293C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR459C (d) YGL108C		1.0	prenylation		phospho_v4_bgnet_fix
YJR092W (u) YPL242C		1.0	ppi		phospho_v4_bgnet_fix
YPL242C (u) YJR092W		1.0	ppi		phospho_v4_bgnet_fix
YDR283C (u) YPL133C		1.0	ppi		phospho_v4_bgnet_fix
YPL133C (u) YDR283C		1.0	ppi		phospho_v4_bgnet_fix
YIL019W (u) YPL126W		1.0	ppi		phospho_v4_bgnet_fix
YPL126W (u) YIL019W		1.0	ppi		phospho_v4_bgnet_fix
YBL026W (u) YDL184C		1.0	ppi		phospho_v4_bgnet_fix
YDL184C (u) YBL026W		1.0	ppi		phospho_v4_bgnet_fix
YOR244W (d) YGL208W		1.0	acetylation		phospho_v4_bgnet_fix
YBR169C (u) YLL024C		1.0	ppi		phospho_v4_bgnet_fix
YLL024C (u) YBR169C		1.0	ppi		phospho_v4_bgnet_fix
YDL166C (u) YOR369C		1.0	ppi		phospho_v4_bgnet_fix
YOR369C (u) YDL166C		1.0	ppi		phospho_v4_bgnet_fix
YJL164C (d) YKL061W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR510W (u) YEL009C		1.0	ppi		phospho_v4_bgnet_fix
YEL009C (u) YDR510W		1.0	ppi		phospho_v4_bgnet_fix
YHR097C (u) YLR377C		1.0	ppi		phospho_v4_bgnet_fix
YLR377C (u) YHR097C		1.0	ppi		phospho_v4_bgnet_fix
YGL066W (u) YPL047W		1.0	ppi		phospho_v4_bgnet_fix
YPL047W (u) YGL066W		1.0	ppi		phospho_v4_bgnet_fix
YDL082W (u) YER110C		1.0	ppi		phospho_v4_bgnet_fix
YER110C (u) YDL082W		1.0	ppi		phospho_v4_bgnet_fix
CDC14RD24 (d) YDR186C		1.0		Constituent	NaCl_module_edges
HOG1ID31 (d) YDR348C		1.0		Constituent	NaCl_module_edges
YGR254W (u) YHR200W		1.0	ppi		phospho_v4_bgnet_fix
YHR200W (u) YGR254W		1.0	ppi		phospho_v4_bgnet_fix
YBR112C (u) YGL025C		1.0	ppi		phospho_v4_bgnet_fix
YGL025C (u) YBR112C		1.0	ppi		phospho_v4_bgnet_fix
YER125W (u) YGL206C		1.0	ppi		phospho_v4_bgnet_fix
YGL206C (u) YER125W		1.0	ppi		phospho_v4_bgnet_fix
YPL204W (d) YER177W		1.0	kinase_substrate		phospho_v4_bgnet_fix
CX2 (u) YBR244W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YBR244W (u) CX2		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YFL009W (u) YOR057W		1.0	ppi		phospho_v4_bgnet_fix
YOR057W (u) YFL009W		1.0	ppi		phospho_v4_bgnet_fix
YBR267W (u) YLR009W		1.0	ppi		phospho_v4_bgnet_fix
YLR009W (u) YBR267W		1.0	ppi		phospho_v4_bgnet_fix
YFR024CA (d) NPI65	Yes	1.0		Shared_Interaction	NaCl_module_edges
YDL084W (u) YHR102W		1.0	ppi		phospho_v4_bgnet_fix
YHR102W (u) YDL084W		1.0	ppi		phospho_v4_bgnet_fix
YJL095W (d) YBL007C		1.0	kinase_substrate		phospho_v4_bgnet_fix
RDN371 (u) YGR251W		1.0	ppi		phospho_v4_bgnet_fix
YGR251W (u) RDN371		1.0	ppi		phospho_v4_bgnet_fix
NPR73 (d) YOL081W		1.0		Constituent	NaCl_module_edges
YBR135W (u) YKL145W		1.0	ppi		phospho_v4_bgnet_fix
YKL145W (u) YBR135W		1.0	ppi		phospho_v4_bgnet_fix
YGL158W (d) YAL068C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGL120C (u) YJL176C		1.0	ppi		phospho_v4_bgnet_fix
YJL176C (u) YGL120C		1.0	ppi		phospho_v4_bgnet_fix
YGR214W (u) YMR309C		1.0	ppi		phospho_v4_bgnet_fix
YMR309C (u) YGR214W		1.0	ppi		phospho_v4_bgnet_fix
YBL079W (u) YDL207W		1.0	ppi		phospho_v4_bgnet_fix
YDL207W (u) YBL079W		1.0	ppi		phospho_v4_bgnet_fix
YPL128C (u) YPL153C		1.0	ppi		phospho_v4_bgnet_fix
YPL153C (u) YPL128C		1.0	ppi		phospho_v4_bgnet_fix
YDL160C (u) YNL178W		1.0	ppi		phospho_v4_bgnet_fix
YNL178W (u) YDL160C		1.0	ppi		phospho_v4_bgnet_fix
YLR141W (u) YNL031C		1.0	ppi		phospho_v4_bgnet_fix
YNL031C (u) YLR141W		1.0	ppi		phospho_v4_bgnet_fix
YPL141C (d) YJR095W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR320CA (u) YIR010W		1.0	ppi		phospho_v4_bgnet_fix
YIR010W (u) YDR320CA		1.0	ppi		phospho_v4_bgnet_fix
YGL011C (u) YOR362C		1.0	ppi		phospho_v4_bgnet_fix
YOR362C (u) YGL011C		1.0	ppi		phospho_v4_bgnet_fix
YJL164C (d) YGR058W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YIR023W (u) YNL314W		1.0	ppi		phospho_v4_bgnet_fix
YNL314W (u) YIR023W		1.0	ppi		phospho_v4_bgnet_fix
YFR052W (u) YHR200W		1.0	ppi		phospho_v4_bgnet_fix
YHR200W (u) YFR052W		1.0	ppi		phospho_v4_bgnet_fix
YGL200C (u) YLR208W		1.0	ppi		phospho_v4_bgnet_fix
YLR208W (u) YGL200C		1.0	ppi		phospho_v4_bgnet_fix
YKR026C (u) YOR260W		1.0	ppi		phospho_v4_bgnet_fix
YOR260W (u) YKR026C		1.0	ppi		phospho_v4_bgnet_fix
YDL160C (u) YOL121C		1.0	ppi		phospho_v4_bgnet_fix
YOL121C (u) YDL160C		1.0	ppi		phospho_v4_bgnet_fix
YMR216C (d) YDR432W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YPL209C (d) YOR335C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YJR103W (u) YPL204W		1.0	ppi		phospho_v4_bgnet_fix
YPL204W (u) YJR103W		1.0	ppi		phospho_v4_bgnet_fix
YCL008C (u) YGL045W		1.0	ppi		phospho_v4_bgnet_fix
YGL045W (u) YCL008C		1.0	ppi		phospho_v4_bgnet_fix
YBR176W (u) YJR016C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YJR016C (u) YBR176W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YGL173C (u) YLL036C		1.0	ppi		phospho_v4_bgnet_fix
YLL036C (u) YGL173C		1.0	ppi		phospho_v4_bgnet_fix
YHR187W (u) YMR312W		1.0	ppi		phospho_v4_bgnet_fix
YMR312W (u) YHR187W		1.0	ppi		phospho_v4_bgnet_fix
NPI61 (d) YHR146W		1.0		Constituent	NaCl_module_edges
YNL118C (u) YPR129W		1.0	ppi		phospho_v4_bgnet_fix
YPR129W (u) YNL118C		1.0	ppi		phospho_v4_bgnet_fix
YJR059W (d) YGR253C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDL084W (u) YDR510W		1.0	ppi		phospho_v4_bgnet_fix
YDR510W (u) YDL084W		1.0	ppi		phospho_v4_bgnet_fix
YBL008W (u) YPR119W		1.0	ppi		phospho_v4_bgnet_fix
YPR119W (u) YBL008W		1.0	ppi		phospho_v4_bgnet_fix
NPI61 (d) YCL032W		1.0		Constituent	NaCl_module_edges
YBR257W (u) YNL282W		1.0	ppi		phospho_v4_bgnet_fix
YNL282W (u) YBR257W		1.0	ppi		phospho_v4_bgnet_fix
YER120W (u) YMR216C		1.0	ppi		phospho_v4_bgnet_fix
YMR216C (u) YER120W		1.0	ppi		phospho_v4_bgnet_fix
YBR059C (d) YGR240C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR224C (u) YDR227W		1.0	ppi		phospho_v4_bgnet_fix
YDR227W (u) YDR224C		1.0	ppi		phospho_v4_bgnet_fix
YPL141C (d) YDL002C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR383C (u) YGR179C		1.0	ppi		phospho_v4_bgnet_fix
YGR179C (u) YDR383C		1.0	ppi		phospho_v4_bgnet_fix
YHR066W (u) YOR063W		1.0	ppi		phospho_v4_bgnet_fix
YOR063W (u) YHR066W		1.0	ppi		phospho_v4_bgnet_fix
CDC14ID9 (d) YNL267W		1.0		Constituent	NaCl_module_edges
YHR099W (u) YMR043W		1.0	ppi		phospho_v4_bgnet_fix
YMR043W (u) YHR099W		1.0	ppi		phospho_v4_bgnet_fix
YDR471W (u) YNL255C		1.0	ppi		phospho_v4_bgnet_fix
YNL255C (u) YDR471W		1.0	ppi		phospho_v4_bgnet_fix
YHR166C (u) YPR119W		1.0	ppi		phospho_v4_bgnet_fix
YPR119W (u) YHR166C		1.0	ppi		phospho_v4_bgnet_fix
YGL180W (d) YML045WA		1.0	kinase_substrate		phospho_v4_bgnet_fix
YJL106W (d) YPR013C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR358W (u) YLL039C		1.0	ppi		phospho_v4_bgnet_fix
YLL039C (u) YDR358W		1.0	ppi		phospho_v4_bgnet_fix
YDL003W (u) YDR014W		1.0	ppi		phospho_v4_bgnet_fix
YDR014W (u) YDL003W		1.0	ppi		phospho_v4_bgnet_fix
YIL035C (d) YML074C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDL145C (u) YLR268W		1.0	ppi		phospho_v4_bgnet_fix
YLR268W (u) YDL145C		1.0	ppi		phospho_v4_bgnet_fix
YGR074W (u) YLR116W		1.0	ppi		phospho_v4_bgnet_fix
YLR116W (u) YGR074W		1.0	ppi		phospho_v4_bgnet_fix
YBR160W (d) YDL106C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YOR061W (d) YLR079W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDL108W (d) YER064C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YJL057C (u) YKL130C		1.0	ppi		phospho_v4_bgnet_fix
YKL130C (u) YJL057C		1.0	ppi		phospho_v4_bgnet_fix
YLR300W (d) YDL245C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YJR042W (u) YPL169C		1.0	ppi		phospho_v4_bgnet_fix
YPL169C (u) YJR042W		1.0	ppi		phospho_v4_bgnet_fix
YER139C (u) YJL006C		1.0	ppi		phospho_v4_bgnet_fix
YJL006C (u) YER139C		1.0	ppi		phospho_v4_bgnet_fix
YGL238W (u) YLR293C		1.0	ppi		phospho_v4_bgnet_fix
YLR293C (u) YGL238W		1.0	ppi		phospho_v4_bgnet_fix
YLR113W (u) YML127W		1.0	ppi		phospho_v4_bgnet_fix
YML127W (u) YLR113W		1.0	ppi		phospho_v4_bgnet_fix
YDL014W (u) YJL076W		1.0	ppi		phospho_v4_bgnet_fix
YJL076W (u) YDL014W		1.0	ppi		phospho_v4_bgnet_fix
YDR099W (u) YPL231W		1.0	ppi		phospho_v4_bgnet_fix
YPL231W (u) YDR099W		1.0	ppi		phospho_v4_bgnet_fix
YKL048C (u) YLR060W		1.0	ppi		phospho_v4_bgnet_fix
YLR060W (u) YKL048C		1.0	ppi		phospho_v4_bgnet_fix
YNL265C (u) YNR006W		1.0	ppi		phospho_v4_bgnet_fix
YNR006W (u) YNL265C		1.0	ppi		phospho_v4_bgnet_fix
YBR069C (u) YJR077C		1.0	ppi		phospho_v4_bgnet_fix
YJR077C (u) YBR069C		1.0	ppi		phospho_v4_bgnet_fix
YJR002W (u) YLR222C		1.0	ppi		phospho_v4_bgnet_fix
YLR222C (u) YJR002W		1.0	ppi		phospho_v4_bgnet_fix
YJL109C (u) YJR002W		1.0	ppi		phospho_v4_bgnet_fix
YJR002W (u) YJL109C		1.0	ppi		phospho_v4_bgnet_fix
YDR368W (u) YOR377W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YOR377W (u) YDR368W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
PDE2ID43 (d) YPL085W		1.0		Constituent	NaCl_module_edges
YGR013W (u) YLL036C		1.0	ppi		phospho_v4_bgnet_fix
YLL036C (u) YGR013W		1.0	ppi		phospho_v4_bgnet_fix
YNL154C (d) YER098W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YJR158W (d) YFR053C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
HOG1ID32 (d) YMR212C		1.0		Constituent	NaCl_module_edges
YAL017W (d) YMR184W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YIL095W (d) YJR137C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YER148W (u) YPR056W		1.0	ppi		phospho_v4_bgnet_fix
YPR056W (u) YER148W		1.0	ppi		phospho_v4_bgnet_fix
YJL190C (u) YPR041W		1.0	ppi		phospho_v4_bgnet_fix
YPR041W (u) YJL190C		1.0	ppi		phospho_v4_bgnet_fix
YJL187C (u) YOR326W		1.0	ppi		phospho_v4_bgnet_fix
YOR326W (u) YJL187C		1.0	ppi		phospho_v4_bgnet_fix
YER036C (u) YGR054W		1.0	ppi		phospho_v4_bgnet_fix
YGR054W (u) YER036C		1.0	ppi		phospho_v4_bgnet_fix
YDR405W (u) YJL143W		1.0	ppi		phospho_v4_bgnet_fix
YJL143W (u) YDR405W		1.0	ppi		phospho_v4_bgnet_fix
YJR046W (u) YML065W		1.0	ppi		phospho_v4_bgnet_fix
YML065W (u) YJR046W		1.0	ppi		phospho_v4_bgnet_fix
YLL019C (u) YPL043W		1.0	ppi		phospho_v4_bgnet_fix
YPL043W (u) YLL019C		1.0	ppi		phospho_v4_bgnet_fix
YKL166C (d) YKL157W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBL045C (u) YNL122C		1.0	ppi		phospho_v4_bgnet_fix
YNL122C (u) YBL045C		1.0	ppi		phospho_v4_bgnet_fix
YFR004W (u) YFR050C		1.0	ppi		phospho_v4_bgnet_fix
YFR050C (u) YFR004W		1.0	ppi		phospho_v4_bgnet_fix
YBR160W (d) YHR216W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YLL036C (u) YLR132C		1.0	ppi		phospho_v4_bgnet_fix
YLR132C (u) YLL036C		1.0	ppi		phospho_v4_bgnet_fix
YFL008W (u) YPR007C		1.0	ppi		phospho_v4_bgnet_fix
YPR007C (u) YFL008W		1.0	ppi		phospho_v4_bgnet_fix
PDE2ID44 (d) YKR023W		1.0		Constituent	NaCl_module_edges
YLR096W (d) YKR100C		1.0	kinase_substrate		phospho_v4_bgnet_fix
NPI61 (d) YOR329C	Yes	1.0		Constituent	NaCl_module_edges
YDL166C (u) YKL006W		1.0	ppi		phospho_v4_bgnet_fix
YKL006W (u) YDL166C		1.0	ppi		phospho_v4_bgnet_fix
YAL032C (u) YLR117C		1.0	ppi		phospho_v4_bgnet_fix
YLR117C (u) YAL032C		1.0	ppi		phospho_v4_bgnet_fix
YGR099W (u) YKL033W		1.0	ppi		phospho_v4_bgnet_fix
YKL033W (u) YGR099W		1.0	ppi		phospho_v4_bgnet_fix
YMR096W (u) YNL333W		1.0	ppi		phospho_v4_bgnet_fix
YNL333W (u) YMR096W		1.0	ppi		phospho_v4_bgnet_fix
YDR448W (u) YPL248C		1.0	ppi		phospho_v4_bgnet_fix
YPL248C (u) YDR448W		1.0	ppi		phospho_v4_bgnet_fix
YAR071W (d) YDR236C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YBR160W (d) YAR002W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGL179C (d) YHL024W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR009C (u) YNL206C		1.0	ppi		phospho_v4_bgnet_fix
YNL206C (u) YBR009C		1.0	ppi		phospho_v4_bgnet_fix
YJL001W (u) YMR314W		1.0	ppi		phospho_v4_bgnet_fix
YMR314W (u) YJL001W		1.0	ppi		phospho_v4_bgnet_fix
YGR052W (u) YML013W		1.0	ppi		phospho_v4_bgnet_fix
YML013W (u) YGR052W		1.0	ppi		phospho_v4_bgnet_fix
YPL026C (d) YCR073WA		1.0	kinase_substrate		phospho_v4_bgnet_fix
YCL061C (u) YLR103C		1.0	ppi		phospho_v4_bgnet_fix
YLR103C (u) YCL061C		1.0	ppi		phospho_v4_bgnet_fix
YOR054C (u) YOR061W		1.0	ppi		phospho_v4_bgnet_fix
YOR061W (u) YOR054C		1.0	ppi		phospho_v4_bgnet_fix
YJR059W (d) YGL055W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YMR260C (d) CDC14RA12	Yes	1.0		Shared_Interaction	NaCl_module_edges
YJR139C (u) YNL277W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YNL277W (u) YJR139C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YKL185W (u) YPL139C		1.0	ppi		phospho_v4_bgnet_fix
YPL139C (u) YKL185W		1.0	ppi		phospho_v4_bgnet_fix
YLR166C (u) YPL004C		1.0	ppi		phospho_v4_bgnet_fix
YPL004C (u) YLR166C		1.0	ppi		phospho_v4_bgnet_fix
YBL003C (u) YKL049C		1.0	ppi		phospho_v4_bgnet_fix
YKL049C (u) YBL003C		1.0	ppi		phospho_v4_bgnet_fix
