sif_style	Annotation	count	etype	matchType	filenames
YGR232W (u) YDR363WA		1.0	ppi		phospho_v4_bgnet_fix
YOR157C (u) YOR261C		1.0	ppi		phospho_v4_bgnet_fix
YOR261C (u) YOR157C		1.0	ppi		phospho_v4_bgnet_fix
YJR063W (u) YPR010C		1.0	ppi		phospho_v4_bgnet_fix
YPR010C (u) YJR063W		1.0	ppi		phospho_v4_bgnet_fix
YAL007C (u) YDL095W		1.0	ppi		phospho_v4_bgnet_fix
YDL095W (u) YAL007C		1.0	ppi		phospho_v4_bgnet_fix
YBR123C (u) YMR039C		1.0	ppi		phospho_v4_bgnet_fix
YMR039C (u) YBR123C		1.0	ppi		phospho_v4_bgnet_fix
YDR507C (u) YPL133C		1.0	ppi		phospho_v4_bgnet_fix
YPL133C (u) YDR507C		1.0	ppi		phospho_v4_bgnet_fix
YCL024W (d) YGL245W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YHR016C (d) NPI60	Yes	1.0		Shared_Interaction	NaCl_module_edges
YJR059W (d) YKL181W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR207C (u) YMR263W		1.0	ppi		phospho_v4_bgnet_fix
YMR263W (u) YDR207C		1.0	ppi		phospho_v4_bgnet_fix
YDL047W (u) YNL025C		1.0	ppi		phospho_v4_bgnet_fix
YNL025C (u) YDL047W		1.0	ppi		phospho_v4_bgnet_fix
YDR510W (d) NPR69	Yes	1.0		Shared_Interaction	NaCl_module_edges
YJL095W (u) YNL061W		1.0	ppi		phospho_v4_bgnet_fix
YNL061W (u) YJL095W		1.0	ppi		phospho_v4_bgnet_fix
YGR130C (u) YPL082C		1.0	ppi		phospho_v4_bgnet_fix
YPL082C (u) YGR130C		1.0	ppi		phospho_v4_bgnet_fix
YBL016W (d) YLR394W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR126C (u) YDR074W		1.0	ppi		phospho_v4_bgnet_fix
YDR074W (u) YBR126C		1.0	ppi		phospho_v4_bgnet_fix
YNL154C (d) YBR055C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGL158W (d) YGR220C		1.0	kinase_substrate		phospho_v4_bgnet_fix
HOG1RD40 (d) YNR008W		1.0		Constituent	NaCl_module_edges
YFR052W (u) YOR056C		1.0	ppi		phospho_v4_bgnet_fix
YOR056C (u) YFR052W		1.0	ppi		phospho_v4_bgnet_fix
YGL116W (u) YOR026W		1.0	ppi		phospho_v4_bgnet_fix
YOR026W (u) YGL116W		1.0	ppi		phospho_v4_bgnet_fix
YBL085W (d) NPR69	Yes	1.0		Shared_Interaction	NaCl_module_edges
NPR73 (d) YKL008C		1.0		Constituent	NaCl_module_edges
NPI65 (d) YGR240C		1.0		Constituent	NaCl_module_edges
YJL141C (d) YBR273C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YHR205W (u) YJR097W		1.0	ppi		phospho_v4_bgnet_fix
YJR097W (u) YHR205W		1.0	ppi		phospho_v4_bgnet_fix
YER022W (u) YNR010W		1.0	ppi		phospho_v4_bgnet_fix
YNR010W (u) YER022W		1.0	ppi		phospho_v4_bgnet_fix
YKL117W (u) YLR410W		1.0	ppi		phospho_v4_bgnet_fix
YLR410W (u) YKL117W		1.0	ppi		phospho_v4_bgnet_fix
YHR082C (d) YGL051W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBL084C (d) YNR009W		1.0	ubiquitination		phospho_v4_bgnet_fix
YGL158W (d) YGR063C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YHR062C (u) YNL282W		1.0	ppi		phospho_v4_bgnet_fix
YNL282W (u) YHR062C		1.0	ppi		phospho_v4_bgnet_fix
YIL016W (u) YOR063W		1.0	ppi		phospho_v4_bgnet_fix
YOR063W (u) YIL016W		1.0	ppi		phospho_v4_bgnet_fix
YDR477W (u) YGL115W		1.0	ppi		phospho_v4_bgnet_fix
YGL115W (u) YDR477W		1.0	ppi		phospho_v4_bgnet_fix
YLR103C (u) YLR274W		1.0	ppi		phospho_v4_bgnet_fix
YLR274W (u) YLR103C		1.0	ppi		phospho_v4_bgnet_fix
YHR090C (u) YOR244W		1.0	ppi		phospho_v4_bgnet_fix
YOR244W (u) YHR090C		1.0	ppi		phospho_v4_bgnet_fix
YDR099W (u) YLR403W		1.0	ppi		phospho_v4_bgnet_fix
YLR403W (u) YDR099W		1.0	ppi		phospho_v4_bgnet_fix
YOR209C (d) YFR047C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YIR026C (u) YJL122W		1.0	ppi		phospho_v4_bgnet_fix
YJL122W (u) YIR026C		1.0	ppi		phospho_v4_bgnet_fix
YJR059W (d) YLR195C		1.0	kinase_substrate		phospho_v4_bgnet_fix
HOG1ID31 (d) YNL224C		1.0		Constituent	NaCl_module_edges
YGL048C (u) YPR103W		1.0	ppi		phospho_v4_bgnet_fix
YPR103W (u) YGL048C		1.0	ppi		phospho_v4_bgnet_fix
YPR025C (u) YPR056W		1.0	ppi		phospho_v4_bgnet_fix
YPR056W (u) YPR025C		1.0	ppi		phospho_v4_bgnet_fix
YGL179C (d) YAR014C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR251W (u) YHL004W		1.0	ppi		phospho_v4_bgnet_fix
YHL004W (u) YBR251W		1.0	ppi		phospho_v4_bgnet_fix
YGR238C (u) YLR096W		1.0	ppi		phospho_v4_bgnet_fix
YLR096W (u) YGR238C		1.0	ppi		phospho_v4_bgnet_fix
YDR110W (u) YPL127C		1.0	ppi		phospho_v4_bgnet_fix
YPL127C (u) YDR110W		1.0	ppi		phospho_v4_bgnet_fix
YER165W (u) YGL122C		1.0	ppi		phospho_v4_bgnet_fix
YGL122C (u) YER165W		1.0	ppi		phospho_v4_bgnet_fix
YIR017C (u) YJR060W		1.0	ppi		phospho_v4_bgnet_fix
YJR060W (u) YIR017C		1.0	ppi		phospho_v4_bgnet_fix
YDR510W (u) YMR167W		1.0	ppi		phospho_v4_bgnet_fix
YMR167W (u) YDR510W		1.0	ppi		phospho_v4_bgnet_fix
YGL207W (u) YPL082C		1.0	ppi		phospho_v4_bgnet_fix
YPL082C (u) YGL207W		1.0	ppi		phospho_v4_bgnet_fix
YDR470C (u) YNL121C		1.0	ppi		phospho_v4_bgnet_fix
YNL121C (u) YDR470C		1.0	ppi		phospho_v4_bgnet_fix
YJL164C (d) YDR035W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YFR014C (d) YNL267W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR432W (d) HOG1IA30	Yes	1.0		Shared_Interaction	NaCl_module_edges
YER154W (u) YHL034C		1.0	ppi		phospho_v4_bgnet_fix
YHL034C (u) YER154W		1.0	ppi		phospho_v4_bgnet_fix
YER016W (u) YML085C		1.0	ppi		phospho_v4_bgnet_fix
YML085C (u) YER016W		1.0	ppi		phospho_v4_bgnet_fix
YDR395W (u) YOL127W		1.0	ppi		phospho_v4_bgnet_fix
YOL127W (u) YDR395W		1.0	ppi		phospho_v4_bgnet_fix
YBR112C (u) YDR043C		1.0	ppi		phospho_v4_bgnet_fix
YDR043C (u) YBR112C		1.0	ppi		phospho_v4_bgnet_fix
YER031C (u) YER110C		1.0	ppi		phospho_v4_bgnet_fix
YER110C (u) YER031C		1.0	ppi		phospho_v4_bgnet_fix
YMR186W (u) YOL029C		1.0	ppi		phospho_v4_bgnet_fix
YOL029C (u) YMR186W		1.0	ppi		phospho_v4_bgnet_fix
YDR496C (u) YKL130C		1.0	ppi		phospho_v4_bgnet_fix
YKL130C (u) YDR496C		1.0	ppi		phospho_v4_bgnet_fix
YBR010W (u) YPR070W		1.0	ppi		phospho_v4_bgnet_fix
YPR070W (u) YBR010W		1.0	ppi		phospho_v4_bgnet_fix
YDR477W (d) NPR73	Kinase|Yes	1.0		motif_match	NaCl_module_edges
YNL154C (d) YMR140W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YLR248W (d) YNL267W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR118W (u) YDL160C		1.0	ppi		phospho_v4_bgnet_fix
YDL160C (u) YBR118W		1.0	ppi		phospho_v4_bgnet_fix
YIL162W (d) YDR345C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YDR507C (d) YDL225W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YLL036C (u) YPL213W		1.0	ppi		phospho_v4_bgnet_fix
YPL213W (u) YLL036C		1.0	ppi		phospho_v4_bgnet_fix
RDN251 (u) YMR049C		1.0	ppi		phospho_v4_bgnet_fix
YMR049C (u) RDN251		1.0	ppi		phospho_v4_bgnet_fix
YBR193C (u) YNR010W		1.0	ppi		phospho_v4_bgnet_fix
YNR010W (u) YBR193C		1.0	ppi		phospho_v4_bgnet_fix
YLL036C (u) YLR147C		1.0	ppi		phospho_v4_bgnet_fix
YLR147C (u) YLL036C		1.0	ppi		phospho_v4_bgnet_fix
YDR247W (u) YIL156W		1.0	ppi		phospho_v4_bgnet_fix
YIL156W (u) YDR247W		1.0	ppi		phospho_v4_bgnet_fix
YAL062W (u) YDR388W		1.0	ppi		phospho_v4_bgnet_fix
YDR388W (u) YAL062W		1.0	ppi		phospho_v4_bgnet_fix
YIL095W (d) YER155C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR103W (u) YOR212W		1.0	ppi		phospho_v4_bgnet_fix
YOR212W (u) YDR103W		1.0	ppi		phospho_v4_bgnet_fix
YIL035C (d) YOL016C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YMR001C (d) YJR053W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR388W (u) YLR436C		1.0	ppi		phospho_v4_bgnet_fix
YLR436C (u) YDR388W		1.0	ppi		phospho_v4_bgnet_fix
YIL139C (u) YKL101W		1.0	ppi		phospho_v4_bgnet_fix
YKL101W (u) YIL139C		1.0	ppi		phospho_v4_bgnet_fix
YDR328C (u) YML088W		1.0	ppi		phospho_v4_bgnet_fix
YML088W (u) YDR328C		1.0	ppi		phospho_v4_bgnet_fix
YDL055C (u) YLR166C		1.0	ppi		phospho_v4_bgnet_fix
YLR166C (u) YDL055C		1.0	ppi		phospho_v4_bgnet_fix
YCL057CA (u) YHR008C		1.0	ppi		phospho_v4_bgnet_fix
YHR008C (u) YCL057CA		1.0	ppi		phospho_v4_bgnet_fix
YLL039C (u) YPR074C		1.0	ppi		phospho_v4_bgnet_fix
YPR074C (u) YLL039C		1.0	ppi		phospho_v4_bgnet_fix
YLR071C (u) YPL129W		1.0	ppi		phospho_v4_bgnet_fix
YPL129W (u) YLR071C		1.0	ppi		phospho_v4_bgnet_fix
YGL148W (u) YNR041C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YNR041C (u) YGL148W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YDR162C (u) YJL128C		1.0	ppi		phospho_v4_bgnet_fix
YJL128C (u) YDR162C		1.0	ppi		phospho_v4_bgnet_fix
YGL216W (u) YLR045C		1.0	ppi		phospho_v4_bgnet_fix
YLR045C (u) YGL216W		1.0	ppi		phospho_v4_bgnet_fix
YMR237W (u) YOR299W		1.0	ppi		phospho_v4_bgnet_fix
YOR299W (u) YMR237W		1.0	ppi		phospho_v4_bgnet_fix
YDR359C (u) YIR001C		1.0	ppi		phospho_v4_bgnet_fix
YIR001C (u) YDR359C		1.0	ppi		phospho_v4_bgnet_fix
YGL099W (u) YLL045C		1.0	ppi		phospho_v4_bgnet_fix
YLL045C (u) YGL099W		1.0	ppi		phospho_v4_bgnet_fix
YDL059C (u) YML032C		1.0	ppi		phospho_v4_bgnet_fix
YML032C (u) YDL059C		1.0	ppi		phospho_v4_bgnet_fix
YFR022W (u) YPL153C		1.0	ppi		phospho_v4_bgnet_fix
YPL153C (u) YFR022W		1.0	ppi		phospho_v4_bgnet_fix
YPL031C (d) YDL203C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YJL110C (u) YJR066W		1.0	ppi		phospho_v4_bgnet_fix
YJR066W (u) YJL110C		1.0	ppi		phospho_v4_bgnet_fix
YPR051W (d) YLR306W		1.0	acetylation		phospho_v4_bgnet_fix
YGR040W (d) YGR016W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDL004W (u) YPL078C		1.0	ppi		phospho_v4_bgnet_fix
YPL078C (u) YDL004W		1.0	ppi		phospho_v4_bgnet_fix
YER169W (d) YBR010W		1.0	demethylation		phospho_v4_bgnet_fix
YJL164C (d) YER177W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YOR206W (u) YOR272W		1.0	ppi		phospho_v4_bgnet_fix
YOR272W (u) YOR206W		1.0	ppi		phospho_v4_bgnet_fix
YJL095W (d) YJL141C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YFL047W (u) YOR231W		1.0	ppi		phospho_v4_bgnet_fix
YOR231W (u) YFL047W		1.0	ppi		phospho_v4_bgnet_fix
YDR295C (u) YOL090W		1.0	ppi		phospho_v4_bgnet_fix
YOL090W (u) YDR295C		1.0	ppi		phospho_v4_bgnet_fix
YBL008W (u) YBR010W		1.0	ppi		phospho_v4_bgnet_fix
YBR010W (u) YBL008W		1.0	ppi		phospho_v4_bgnet_fix
YHR099W (u) YOL148C		1.0	ppi		phospho_v4_bgnet_fix
YOL148C (u) YHR099W		1.0	ppi		phospho_v4_bgnet_fix
YEL009C (u) YHR099W		1.0	ppi		phospho_v4_bgnet_fix
YHR099W (u) YEL009C		1.0	ppi		phospho_v4_bgnet_fix
YNL154C (d) YOR362C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YHR216W (u) YLR209C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YLR209C (u) YHR216W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YLR170C (u) YPR029C		1.0	ppi		phospho_v4_bgnet_fix
YPR029C (u) YLR170C		1.0	ppi		phospho_v4_bgnet_fix
YER006W (u) YLR009W		1.0	ppi		phospho_v4_bgnet_fix
YLR009W (u) YER006W		1.0	ppi		phospho_v4_bgnet_fix
YDR299W (u) YER127W		1.0	ppi		phospho_v4_bgnet_fix
YER127W (u) YDR299W		1.0	ppi		phospho_v4_bgnet_fix
YGL246C (u) YOR063W		1.0	ppi		phospho_v4_bgnet_fix
YOR063W (u) YGL246C		1.0	ppi		phospho_v4_bgnet_fix
YBR279W (u) YOL051W		1.0	ppi		phospho_v4_bgnet_fix
YOL051W (u) YBR279W		1.0	ppi		phospho_v4_bgnet_fix
CDC14ID2 (d) YBL061C		1.0		Constituent	NaCl_module_edges
YKL014C (u) YLR175W		1.0	ppi		phospho_v4_bgnet_fix
YLR175W (u) YKL014C		1.0	ppi		phospho_v4_bgnet_fix
YCR071C (u) YNL255C		1.0	ppi		phospho_v4_bgnet_fix
YNL255C (u) YCR071C		1.0	ppi		phospho_v4_bgnet_fix
YPL153C (d) YNL031C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YJR059W (d) YFR017C		1.0	kinase_substrate		phospho_v4_bgnet_fix
NPR76 (d) YLL043W		1.0		Constituent	NaCl_module_edges
YDL028C (u) YOR056C		1.0	ppi		phospho_v4_bgnet_fix
YOR056C (u) YDL028C		1.0	ppi		phospho_v4_bgnet_fix
YLR055C (u) YMR236W		1.0	ppi		phospho_v4_bgnet_fix
YMR236W (u) YLR055C		1.0	ppi		phospho_v4_bgnet_fix
YDL180W (u) YLR452C		1.0	ppi		phospho_v4_bgnet_fix
YLR452C (u) YDL180W		1.0	ppi		phospho_v4_bgnet_fix
YCR084C (u) YNL167C		1.0	ppi		phospho_v4_bgnet_fix
YNL167C (u) YCR084C		1.0	ppi		phospho_v4_bgnet_fix
YFR028C (u) YKL203C		1.0	given_gasch		phospho_v4_bgnet_fix
YKL203C (u) YFR028C		1.0	given_gasch		phospho_v4_bgnet_fix
YBR010W (u) YGR116W		1.0	ppi		phospho_v4_bgnet_fix
YGR116W (u) YBR010W		1.0	ppi		phospho_v4_bgnet_fix
YFR004W (u) YOR117W		1.0	ppi		phospho_v4_bgnet_fix
YOR117W (u) YFR004W		1.0	ppi		phospho_v4_bgnet_fix
YCL045C (u) YKL207W		1.0	ppi		phospho_v4_bgnet_fix
YKL207W (u) YCL045C		1.0	ppi		phospho_v4_bgnet_fix
YLR314C (d) YDR510W		1.0	sumoylation		phospho_v4_bgnet_fix
YMR037C (u) YNL136W		1.0	ppi		phospho_v4_bgnet_fix
YNL136W (u) YMR037C		1.0	ppi		phospho_v4_bgnet_fix
YDL076C (u) YNL330C		1.0	ppi		phospho_v4_bgnet_fix
YNL330C (u) YDL076C		1.0	ppi		phospho_v4_bgnet_fix
YGR119C (u) YJL039C		1.0	ppi		phospho_v4_bgnet_fix
YJL039C (u) YGR119C		1.0	ppi		phospho_v4_bgnet_fix
YFR016C (u) YLL021W		1.0	ppi		phospho_v4_bgnet_fix
YLL021W (u) YFR016C		1.0	ppi		phospho_v4_bgnet_fix
YCL028W (u) YGR104C		1.0	ppi		phospho_v4_bgnet_fix
YGR104C (u) YCL028W		1.0	ppi		phospho_v4_bgnet_fix
YKL014C (u) YPL237W		1.0	ppi		phospho_v4_bgnet_fix
YPL237W (u) YKL014C		1.0	ppi		phospho_v4_bgnet_fix
YOL004W (u) YPR068C		1.0	ppi		phospho_v4_bgnet_fix
YPR068C (u) YOL004W		1.0	ppi		phospho_v4_bgnet_fix
YBR123C (u) YOR110W		1.0	ppi		phospho_v4_bgnet_fix
YOR110W (u) YBR123C		1.0	ppi		phospho_v4_bgnet_fix
YDR354W (u) YLR231C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YLR231C (u) YDR354W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YFL022C (u) YLR293C		1.0	ppi		phospho_v4_bgnet_fix
YLR293C (u) YFL022C		1.0	ppi		phospho_v4_bgnet_fix
YGR052W (u) YLR072W		1.0	ppi		phospho_v4_bgnet_fix
YLR072W (u) YGR052W		1.0	ppi		phospho_v4_bgnet_fix
YKL180W (u) YMR086W		1.0	ppi		phospho_v4_bgnet_fix
YMR086W (u) YKL180W		1.0	ppi		phospho_v4_bgnet_fix
YDL014W (u) YPR143W		1.0	ppi		phospho_v4_bgnet_fix
YPR143W (u) YDL014W		1.0	ppi		phospho_v4_bgnet_fix
YGL013C (u) YMR308C		1.0	ppi		phospho_v4_bgnet_fix
YMR308C (u) YGL013C		1.0	ppi		phospho_v4_bgnet_fix
YHL007C (d) YML096W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YHR082C (d) YNR047W		1.0	kinase_substrate		phospho_v4_bgnet_fix
NPR73 (d) YDR293C	Yes	1.0		Constituent	NaCl_module_edges
YOR244W (d) YNL308C		1.0	acetylation		phospho_v4_bgnet_fix
YIL041W (u) YLR026C		1.0	ppi		phospho_v4_bgnet_fix
YLR026C (u) YIL041W		1.0	ppi		phospho_v4_bgnet_fix
YBL030C (u) YJL208C		1.0	ppi		phospho_v4_bgnet_fix
YJL208C (u) YBL030C		1.0	ppi		phospho_v4_bgnet_fix
YDL015C (u) YLR372W		1.0	ppi		phospho_v4_bgnet_fix
YLR372W (u) YDL015C		1.0	ppi		phospho_v4_bgnet_fix
YOR244W (d) YPR167C		1.0	acetylation		phospho_v4_bgnet_fix
YNL002C (u) YNR053C		1.0	ppi		phospho_v4_bgnet_fix
YNR053C (u) YNL002C		1.0	ppi		phospho_v4_bgnet_fix
YDR159W (u) YDR363WA		1.0	ppi		phospho_v4_bgnet_fix
YDR363WA (u) YDR159W		1.0	ppi		phospho_v4_bgnet_fix
YOR063W (u) YPL037C		1.0	ppi		phospho_v4_bgnet_fix
YPL037C (u) YOR063W		1.0	ppi		phospho_v4_bgnet_fix
YGR104C (u) YMR112C		1.0	ppi		phospho_v4_bgnet_fix
YMR112C (u) YGR104C		1.0	ppi		phospho_v4_bgnet_fix
YGR128C (u) YLR222C		1.0	ppi		phospho_v4_bgnet_fix
YLR222C (u) YGR128C		1.0	ppi		phospho_v4_bgnet_fix
YKL172W (u) YOR191W		1.0	ppi		phospho_v4_bgnet_fix
YOR191W (u) YKL172W		1.0	ppi		phospho_v4_bgnet_fix
YFL023W (d) CDC14RD20	Yes	1.0		Shared_Interaction	NaCl_module_edges
YGL030W (u) YKL014C		1.0	ppi		phospho_v4_bgnet_fix
YKL014C (u) YGL030W		1.0	ppi		phospho_v4_bgnet_fix
YPL031C (d) YFL034W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YHR096C (d) YGL253W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YBR080C (u) YER021W		1.0	ppi		phospho_v4_bgnet_fix
YER021W (u) YBR080C		1.0	ppi		phospho_v4_bgnet_fix
YHR066W (u) YKL082C		1.0	ppi		phospho_v4_bgnet_fix
YKL082C (u) YHR066W		1.0	ppi		phospho_v4_bgnet_fix
YOL113W (d) YPL088W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR055C (u) YER172C		1.0	ppi		phospho_v4_bgnet_fix
YER172C (u) YBR055C		1.0	ppi		phospho_v4_bgnet_fix
YDR411C (u) YOL013C		1.0	ppi		phospho_v4_bgnet_fix
YOL013C (u) YDR411C		1.0	ppi		phospho_v4_bgnet_fix
YJL164C (d) YDL025C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YIL104C (u) YOL100W		1.0	ppi		phospho_v4_bgnet_fix
YOL100W (u) YIL104C		1.0	ppi		phospho_v4_bgnet_fix
YML015C (u) YPL011C		1.0	ppi		phospho_v4_bgnet_fix
YPL011C (u) YML015C		1.0	ppi		phospho_v4_bgnet_fix
YGR092W (d) YKL077W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDL042C (u) YDR310C		1.0	ppi		phospho_v4_bgnet_fix
YDR310C (u) YDL042C		1.0	ppi		phospho_v4_bgnet_fix
YCR077C (u) YDL160C		1.0	ppi		phospho_v4_bgnet_fix
YDL160C (u) YCR077C		1.0	ppi		phospho_v4_bgnet_fix
YER151C (u) YGR186W		1.0	ppi		phospho_v4_bgnet_fix
YGR186W (u) YER151C		1.0	ppi		phospho_v4_bgnet_fix
YBR109C (u) YIL021W		1.0	ppi		phospho_v4_bgnet_fix
YIL021W (u) YBR109C		1.0	ppi		phospho_v4_bgnet_fix
YKR048C (u) YPL180W		1.0	ppi		phospho_v4_bgnet_fix
YPL180W (u) YKR048C		1.0	ppi		phospho_v4_bgnet_fix
YDR356W (u) YHR076W		1.0	ppi		phospho_v4_bgnet_fix
YHR076W (u) YDR356W		1.0	ppi		phospho_v4_bgnet_fix
YIL018W (u) YMR086W		1.0	ppi		phospho_v4_bgnet_fix
YMR086W (u) YIL018W		1.0	ppi		phospho_v4_bgnet_fix
YBR160W (d) NPR67	Kinase|Yes	1.0		motif_match	NaCl_module_edges
YER105C (u) YNR047W		1.0	ppi		phospho_v4_bgnet_fix
YNR047W (u) YER105C		1.0	ppi		phospho_v4_bgnet_fix
YPL031C (d) YOL103WA		1.0	kinase_substrate		phospho_v4_bgnet_fix
YKL103C (u) YLR450W		1.0	ppi		phospho_v4_bgnet_fix
YLR450W (u) YKL103C		1.0	ppi		phospho_v4_bgnet_fix
YBL016W (d) YKL064W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YFR014C (d) YOR141C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGR103W (u) YML091C		1.0	ppi		phospho_v4_bgnet_fix
YML091C (u) YGR103W		1.0	ppi		phospho_v4_bgnet_fix
YGR119C (u) YGR218W		1.0	ppi		phospho_v4_bgnet_fix
YGR218W (u) YGR119C		1.0	ppi		phospho_v4_bgnet_fix
YKL166C (d) YNL245C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR045C (u) YER133W		1.0	ppi		phospho_v4_bgnet_fix
YER133W (u) YBR045C		1.0	ppi		phospho_v4_bgnet_fix
YLR386W (u) YNL054W		1.0	ppi		phospho_v4_bgnet_fix
YNL054W (u) YLR386W		1.0	ppi		phospho_v4_bgnet_fix
YLR102C (d) YDR451C		1.0	ubiquitination		phospho_v4_bgnet_fix
YDR390C (u) YGL241W		1.0	ppi		phospho_v4_bgnet_fix
YGL241W (u) YDR390C		1.0	ppi		phospho_v4_bgnet_fix
YGL197W (u) YPL203W		1.0	ppi		phospho_v4_bgnet_fix
YPL203W (u) YGL197W		1.0	ppi		phospho_v4_bgnet_fix
YGL093W (u) YLR315W		1.0	ppi		phospho_v4_bgnet_fix
YLR315W (u) YGL093W		1.0	ppi		phospho_v4_bgnet_fix
YDR190C (u) YGL097W		1.0	ppi		phospho_v4_bgnet_fix
YGL097W (u) YDR190C		1.0	ppi		phospho_v4_bgnet_fix
YGL012W (u) YGR060W		1.0	ppi		phospho_v4_bgnet_fix
YGR060W (u) YGL012W		1.0	ppi		phospho_v4_bgnet_fix
YBR010W (u) YDR303C		1.0	ppi		phospho_v4_bgnet_fix
YDR303C (u) YBR010W		1.0	ppi		phospho_v4_bgnet_fix
Q0250 (u) YML030W		1.0	ppi		phospho_v4_bgnet_fix
YML030W (u) Q0250		1.0	ppi		phospho_v4_bgnet_fix
YJL165C (d) YAR007C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR356W (u) YFR002W		1.0	ppi		phospho_v4_bgnet_fix
YFR002W (u) YDR356W		1.0	ppi		phospho_v4_bgnet_fix
YGL150C (u) YNL031C		1.0	ppi		phospho_v4_bgnet_fix
YNL031C (u) YGL150C		1.0	ppi		phospho_v4_bgnet_fix
YER112W (d) NPI63	Yes	1.0		Shared_Interaction	NaCl_module_edges
YOR190W (d) YDL247W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YDR394W (u) YDR427W		1.0	ppi		phospho_v4_bgnet_fix
YDR427W (u) YDR394W		1.0	ppi		phospho_v4_bgnet_fix
YPL031C (d) YOR177C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR096W (u) YDR227W		1.0	ppi		phospho_v4_bgnet_fix
YDR227W (u) YDR096W		1.0	ppi		phospho_v4_bgnet_fix
CDC14RD20 (d) YPR137CA	Yes	1.0		Shared_Interaction	NaCl_module_edges
YOL028C (u) YPL153C		1.0	ppi		phospho_v4_bgnet_fix
YPL153C (u) YOL028C		1.0	ppi		phospho_v4_bgnet_fix
YNL307C (d) YKL159C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR088C (u) YHR165C		1.0	ppi		phospho_v4_bgnet_fix
YHR165C (u) YDR088C		1.0	ppi		phospho_v4_bgnet_fix
YCR010C (u) YNR002C		1.0	ppi		phospho_v4_bgnet_fix
YNR002C (u) YCR010C		1.0	ppi		phospho_v4_bgnet_fix
YFR029W (u) YIR037W		1.0	ppi		phospho_v4_bgnet_fix
YIR037W (u) YFR029W		1.0	ppi		phospho_v4_bgnet_fix
YBR193C (u) YDL005C		1.0	ppi		phospho_v4_bgnet_fix
YDL005C (u) YBR193C		1.0	ppi		phospho_v4_bgnet_fix
YDR381W (u) YHR216W		1.0	ppi		phospho_v4_bgnet_fix
YHR216W (u) YDR381W		1.0	ppi		phospho_v4_bgnet_fix
YBR136W (d) YDL101C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDL042C (u) YOR061W		1.0	ppi		phospho_v4_bgnet_fix
YOR061W (u) YDL042C		1.0	ppi		phospho_v4_bgnet_fix
YAR007C (u) YML032C		1.0	ppi		phospho_v4_bgnet_fix
YML032C (u) YAR007C		1.0	ppi		phospho_v4_bgnet_fix
YGR186W (d) YOR151C		1.0			phospho_v4_bgnet_fix
YBL041W (u) YFR004W		1.0	ppi		phospho_v4_bgnet_fix
YFR004W (u) YBL041W		1.0	ppi		phospho_v4_bgnet_fix
YDR099W (u) YDR309C		1.0	ppi		phospho_v4_bgnet_fix
YDR309C (u) YDR099W		1.0	ppi		phospho_v4_bgnet_fix
YDL161W (u) YGL206C		1.0	ppi		phospho_v4_bgnet_fix
YGL206C (u) YDL161W		1.0	ppi		phospho_v4_bgnet_fix
