etype=CatSet(acetylation|deacetylation|demethylation|deubiquitination|given_gasch|given_gaschphos|glycosylation|kinase_substrate|metabolic_pathway|methylation|modification|neddrub1ylation|phosphatase_substrate|phosphorylation_and_dephosphorylation|ppi|prenylation|proteolyticprocessing|sumoylation|ubiquitination)	GENEA	GENEB	dir	sign	source	pmid
ppi	YJR002W	YMR128W	0	0	grannemans2006|collinssr2007	16449634|17200106
ppi	YJR002W	YMR229C	0	0	dragonf2002	12068309
ppi	YJR002W	YNL075W	0	0	collinssr2007|gallagherje2004|perezfernandezj2011|leesj1999	10409734|14990745|17200106|21724601
ppi	YJR002W	YNL096C	0	0	bernsteinka2004	15590835
ppi	YJR002W	YNR054C	0	0	hoangt2005	15964808
ppi	YJR002W	YOR004W	0	0	bleichertf2006	16769905
ppi	YJR002W	YOR078W	0	0	grandip2002|gavinac2006|collinssr2007|dragonf2002	17200106|12150911|12068309|16429126
ppi	YJR002W	YOR096W	0	0	bernsteinka2004|collinssr2007	15590835|17200106
ppi	YJR002W	YOR310C	0	0	dragonf2002|gavinac2006|collinssr2007|schwerb2011|grandip2002	17200106|12150911|12068309|21558325|16429126
ppi	YJR002W	YPL081W	0	0	bernsteinka2004	15590835
ppi	YJR002W	YPL090C	0	0	bernsteinka2004	15590835
ppi	YJR002W	YPL126W	0	0	dragonf2002|collinssr2007	12068309|17200106
ppi	YJR002W	YPR137W	0	0	grandip2002|gavinac2006|collinssr2007|charettejm2010	20884785|12150911|16429126|17200106
ppi	YJR002W	YPR144C	0	0	bernsteinka2004|jakobs2012|collinssr2007	15590835|22431976|17200106
ppi	YJR005W	YJR058C	0	0	krogannj2006|luoy2010|yeungbg1999	16554755|10564262|19822444
ppi	YJR005W	YKL135C	0	0	yeungbg1999	10564262
ppi	YJR005W	YLR342W	0	0	luoy2010	19822444
ppi	YJR005W	YOL062C	0	0	gavinac2006|collinssr2007|luoy2010|yeungbg1999	19822444|10564262|16429126|17200106
ppi	YJR006W	YJR043C	0	0	langstonld2008|burgerspm1998|vijehmotlaghnd2006|johanssone2001|krogannj2006|johanssone2004|collinssr2007|gerikkj1998	16949354|11568188|16554755|14594808|18635534|9677406|9677405|17200106
ppi	YJR006W	YNL102W	0	0	johanssone2004	14594808
ppi	YJR006W	YNL218W	0	0	vijehmotlaghnd2006	16949354
ppi	YJR006W	YOL100W	0	0	fasoloj2011	21460040
ppi	YJR006W	YOR080W	0	0	swaminathans2007	17452447
ppi	YJR006W	YPL167C	0	0	johnsonre2012|makarovaav2012	22711820|23066099
ppi	YJR007W	YKR026C	0	0	hoy2002|collinssr2007|pavittgd1998|krogannj2006|ciganam1993	8506384|16554755|17200106|9472020|11805837
ppi	YJR007W	YLR291C	0	0	devk2010|gavinac2006|kitok2008|krogannj2006|collinssr2007	20805354|16554755|16429126|18563728|17200106
ppi	YJR007W	YMR146C	0	0	singhcr2006|collinssr2007	17200106|16990799
ppi	YJR007W	YNL244C	0	0	reibarkhm2008	17974565
ppi	YJR007W	YOR260W	0	0	gavinac2006|pavittgd1998|ciganam1993|collinssr2007|krogannj2006|gavinac2002|hoy2002|krishnamoorthyt2001|bushmanjl1993	16554755|17200106|16429126|8336705|8506384|11438658|11805826|11805837|9472020
ppi	YJR007W	YPL237W	0	0	ciganam1993|devk2010|hoy2002|alonepv2006|collinssr2007|naveaum2012	20805354|16522633|23193270|8506384|11805837|17200106
ppi	YJR007W	YPR041W	0	0	singhcr2006|asanok1999|krogannj2006|alonepv2006|asanok2000|hinnebuschag2004	16522633|10075937|15838098|11018020|16554755|16990799
ppi	YJR008W	YML071C	0	0	babum2012	22940862
ppi	YJR009C	YLR340W	0	0	krokowskid2007	17307145
ppi	YJR009C	YMR031C	0	0	dengc2009	19269952
ppi	YJR010CA	YML055W	0	0	krogannj2006|tarassovk2008	16554755|18467557
ppi	YJR014W	YKL009W	0	0	kemmlers2009	19797079
ppi	YJR017C	YMR263W	0	0	arevalorodriguezm2000	10899127
ppi	YJR017C	YNL330C	0	0	arevalorodriguezm2000	10899127
ppi	YJR019C	YPR106W	0	0	breitkreutza2010	20489023
ppi	YJR021C	YMR133W	0	0	malekis2007|arorac2004|lij2006	14992724|17558514|16783010
ppi	YJR021C	YNL210W	0	0	nandabalank1995	7891689
ppi	YJR021C	YPL138C	0	0	wangy2012|acquavival2012	22875988|23160953
ppi	YJR022W	YKL173W	0	0	bouverete2000|collinssr2007	10747033|17200106
ppi	YJR022W	YLL036C	0	0	stevenssw2002	11804584
ppi	YJR022W	YLR147C	0	0	bouverete2000|krogannj2006	10747033|16554755
ppi	YJR022W	YLR438CA	0	0	yuh2008|fromontracinem2000|bouverete2000|taokam2009|mayesae1999	10747033|19740761|18719252|10900456|10428970
ppi	YJR022W	YMR268C	0	0	stevenssw2001|karadumanr2008|krogannj2006|bouverete2000|karadumanr2006|fromontracinem2000|collinssr2007	10747033|16554755|16410014|10900456|11720284|17200106|18971323
ppi	YJR022W	YNL147W	0	0	uetzp2000|mayesae1999|krogannj2006|spillermp2007|bouverete2000|collinssr2007	10747033|16554755|10428970|10688190|18029398|17200106
ppi	YJR022W	YOR308C	0	0	mishrask2011|bouverete2000|collinssr2007	10747033|21614000|17200106
ppi	YJR022W	YPR178W	0	0	fromontracinem2000|bouverete2000|collinssr2007	10747033|10900456|17200106
ppi	YJR025C	YOL113W	0	0	fasoloj2011	21460040
ppi	YJR025C	YPL204W	0	0	fasoloj2011	21460040
ppi	YJR025C	YPR054W	0	0	fasoloj2011	21460040
ppi	YJR029W	YMR139W	0	0	breitkreutza2010	20489023
ppi	YJR031C	YKR030W	0	0	chantalats2003	12808035
ppi	YJR031C	YNL287W	0	0	dengy2009	19039328
ppi	YJR031C	YPL153C	0	0	aucherw2010	20733106
ppi	YJR032W	YLL026W	0	0	abbasterkit2001|mackayrg2008	11604493|18197703
ppi	YJR032W	YLR216C	0	0	zuehlkead2012	22505624
ppi	YJR032W	YMR186W	0	0	dolinskikj1998|krogannj2006	16554755|9819421
ppi	YJR032W	YNL330C	0	0	duinaaa1996	8873448
ppi	YJR032W	YPL240C	0	0	zhaor2005|duinaaa1996|abbasterkit2001|zuehlkead2012|mayrc2000|liuxd1999|marshja1998	15766533|22505624|10942767|10480867|9819422|11604493|8939862
ppi	YJR033C	YKL080W	0	0	smardonam2007	17623654
ppi	YJR033C	YOR332W	0	0	smardonam2007|gavinac2006|collinssr2007|seoljh2001	17623654|11283612|16429126|17200106
ppi	YJR035W	YKL054C	0	0	woudstraec2002	11859374
ppi	YJR036C	YOL115W	0	0	vanacovas2005	15828860
ppi	YJR041C	YKL014C	0	0	rosadoiv2007|gavinac2006|collinssr2007|dezc2004	15226434|17145778|16429126|17200106
ppi	YJR041C	YKL180W	0	0	sahasranamana2011	21926967
ppi	YJR041C	YKR024C	0	0	rosadoiv2007	17145778
ppi	YJR041C	YLL045C	0	0	sahasranamana2011	21926967
ppi	YJR041C	YLR221C	0	0	rosadoiv2007|gavinac2006	17145778|16429126
ppi	YJR041C	YLR276C	0	0	rosadoiv2007	17145778
ppi	YJR041C	YNR038W	0	0	rosadoiv2007	17145778
ppi	YJR041C	YOL144W	0	0	rosadoiv2007|collinssr2007	17145778|17200106
ppi	YJR041C	YOR063W	0	0	sahasranamana2011	21926967
ppi	YJR041C	YPL131W	0	0	rodriguezmateosm2009	19789271
ppi	YJR042W	YKL057C	0	0	tarassovk2008|goldsteinal1996|yaow2008|alberf2007|leducqjb2012|collinssr2007|lutzmannm2005	18046405|23300466|18467557|15741174|18046452|17200106|8816998
ppi	YJR042W	YKL068W	0	0	allennp2001|allennp2002	11387327|12543930
ppi	YJR042W	YKL186C	0	0	santosrosah1998	9774696
ppi	YJR042W	YKR082W	0	0	lutzmannm2005|alberf2007	15741174|18046405
ppi	YJR042W	YLR208W	0	0	gavinac2002|siniossoglous2000|gavinac2006|lutzmannm2005|alberf2007|deblerew2008|collinssr2007	18046405|16429126|19111661|15741174|11805826|10747086|17200106
ppi	YJR042W	YLR293C	0	0	laud2000	10617640
ppi	YJR042W	YMR047C	0	0	routmp2000|allennp2001|allennp2002	11387327|10684247|12543930
ppi	YJR042W	YPL169C	0	0	oeffingerm2007|krogannj2006|collinssr2007|yaow2008	18046452|16554755|17922018|17200106
ppi	YJR043C	YNL102W	0	0	huangme1999|johanssone2004	9928933|14594808
ppi	YJR043C	YOR346W	0	0	acharyan2009	19487673
ppi	YJR043C	YPL167C	0	0	johnsonre2012|makarovaav2012	22711820|23066099
ppi	YJR044C	YOL129W	0	0	yuh2008|schluterc2008	18216282|18719252
ppi	YJR045C	YLR008C	0	0	beckerd2009	19036727
ppi	YJR045C	YLR166C	0	0	decraenejo2006	16624861
ppi	YJR045C	YLR203C	0	0	gavinac2006|krogannj2006|collinssr2007|fontanesif2010	16554755|19858289|16429126|17200106
ppi	YJR045C	YLR259C	0	0	maromm2011	21969381
ppi	YJR045C	YLR362W	0	0	flomga2008	18829866
ppi	YJR045C	YLR369W	0	0	schmidts2001	11601843
ppi	YJR045C	YNL310C	0	0	blamowskam2010|yamamotoh2005|blamowskam2012|sichtingm2005|momoset2007|fragah2012	17571076|20007714|23007651|23063975|15642367|15719019
ppi	YJR045C	YNR017W	0	0	sanjuanszklarzlk2005|boemeru1997|frazierae2004|morof1999|vanderlaanm2005|chacinskaa2005|chacinskaa2003	14981507|16107694|15992824|15797382|10393182|14532110|9171336
ppi	YJR045C	YOR232W	0	0	lalorayas1995|horstm1997|nakaim1994|schmidts2001|blamowskam2010|bolligerl1994|sakuragis1999|beckerd2009|voosw1994|miaob1997|sichtingm2005|merlina1997|lutzt2001|geisslera2001	11273703|11601843|8168496|19036727|8524277|9367739|10196216|9048947|20007714|7935381|8166717|9155010|11564892|15719019
ppi	YJR045C	YPL063W	0	0	maromm2011	21969381
ppi	YJR046W	YLR002C	0	0	huol2012	22421151
ppi	YJR046W	YLR274W	0	0	leonrp2008|takaratj2011|kawasakiy2006	22045335|16824194|18660534
ppi	YJR046W	YML065W	0	0	asanot2007	17825064
ppi	YJR046W	YMR078C	0	0	mal2010	20980819
ppi	YJR046W	YNL182C	0	0	huol2012	22421151
ppi	YJR046W	YNL261W	0	0	asanot2007|takaratj2011	22045335|17825064
ppi	YJR046W	YPL008W	0	0	mal2010	20980819
ppi	YJR046W	YPR019W	0	0	wur2012|remusd2009|takaratj2011|kawasakiy2006	22045335|16824194|19896182|22250202
ppi	YJR046W	YPR162C	0	0	takaratj2011	22045335
ppi	YJR047C	YKL101W	0	0	fasoloj2011	21460040
ppi	YJR047C	YLR362W	0	0	fasoloj2011	21460040
ppi	YJR047C	YOL128C	0	0	fasoloj2011	21460040
ppi	YJR047C	YPL141C	0	0	fasoloj2011	21460040
ppi	YJR048W	YKR066C	0	0	dabirdv2007|nakanis2006|meih2002	11900539|17972915|16893189|17128976
ppi	YJR048W	YOR065W	0	0	huntec2002	12206886
ppi	YJR050W	YKL095W	0	0	liuyc2007	17515604
ppi	YJR050W	YKR022C	0	0	tsairt2005	16357217
ppi	YJR050W	YKR086W	0	0	villat2005|lardellirm2010	20089683|16103217
ppi	YJR050W	YLL036C	0	0	chench2002|ohimd2002|liuyc2007|chiuyf2009|tsairt2005|stevenssw2002|changkj2009|gavinac2006|chenhr1999|chench2001|collinssr2007|yehtc2011	19617314|20956557|17515604|11884590|10318896|16429126|16357217|19704000|11842115|11804584|17200106|11018040
ppi	YJR050W	YLR117C	0	0	chench2002|benyehudas2000|gavinac2002|wangq2003|gavinac2006|collinssr2007	11102353|16429126|12509417|11842115|11805826|17200106
ppi	YJR050W	YLR424W	0	0	tsairt2005	16357217
ppi	YJR050W	YML046W	0	0	dixi1999	10094305
ppi	YJR050W	YMR213W	0	0	collinssr2007|ohimd2002|benyehudas2000	11884590|11102353|17200106
ppi	YJR050W	YPL213W	0	0	tardiffdf2006|dixi1999|schwerb2011	10094305|16618970|21558325
ppi	YJR052W	YKL112W	0	0	reedsh1999	10601031
ppi	YJR052W	YLR442C	0	0	yuh2008|enomotos2000|paetkaudw1994	10835378|18719252|7958876
ppi	YJR052W	YMR201C	0	0	rodriguezk1998	9852079
ppi	YJR052W	YPL046C	0	0	gillettetg2006|harremanm2009|krogannj2006|hoy2002|ramseykl2004|collinssr2007	16554755|16675952|15226437|11805837|19920177|17200106
ppi	YJR053W	YML064C	0	0	huf2001|kimj2012|valeriosantiagom2011|pereirag2000|kimj2004|krogannj2006|grunebergu2000|leese2001|hoy2002|kimj2006|rohs2002|kimj2008	21321099|11493673|15147270|22253605|10949022|16554755|18667533|16682821|11959999|11101520|11805837|11733064
ppi	YJR053W	YMR055C	0	0	yuh2008|pereirag2000|kimj2004|kimj2012|leese2001|geymonatm2002|kimj2006|kimj2008	22253605|11493673|10949022|12048186|18667533|16682821|18719252|15147270
ppi	YJR053W	YNL164C	0	0	hwanghs2002	12072457
ppi	YJR053W	YOR373W	0	0	grunebergu2000	11101520
ppi	YJR057W	YMR270C	0	0	breitkreutza2010	20489023
ppi	YJR058C	YOL062C	0	0	krogannj2006|yeungbg1999	16554755|10564262
ppi	YJR059W	YKR041W	0	0	fasoloj2011	21460040
ppi	YJR059W	YML074C	0	0	breitkreutza2010	20489023
ppi	YJR059W	YNL166C	0	0	fasoloj2011	21460040
ppi	YJR059W	YOL041C	0	0	breitkreutza2010	20489023
ppi	YJR059W	YPL012W	0	0	breitkreutza2010	20489023
ppi	YJR060W	YKL089W	0	0	hemmerichp2000	11070082
ppi	YJR060W	YMR094W	0	0	hemmerichp2000	11070082
ppi	YJR060W	YMR168C	0	0	hemmerichp2000	11070082
ppi	YJR060W	YNL103W	0	0	kurasl1997|kurasl1996|chandrasekarans2006|suny2008	17157252|8665859|18308733|9171357
ppi	YJR060W	YOL108C	0	0	shettya2010	20935143
ppi	YJR060W	YOR304W	0	0	shettya2010	20935143
ppi	YJR060W	YPR052C	0	0	xuex2008	18448120
ppi	YJR062C	YOR231W	0	0	fasoloj2011	21460040
ppi	YJR062C	YPL141C	0	0	fasoloj2011	21460040
ppi	YJR063W	YMR239C	0	0	catalam2008	17991894
ppi	YJR063W	YOR340C	0	0	gavinac2006|krogannj2006|collinssr2007|kuhncd2007|gavinac2002	18160037|16554755|17200106|11805826|16429126
ppi	YJR063W	YOR341W	0	0	vanmullemv2002|krogannj2006|mosleyal2010|gavinac2002|gavinac2006|collinssr2007	11918799|21048197|16429126|17200106|11805826|16554755
ppi	YJR063W	YPR010C	0	0	vanmullemv2002|krogannj2006|floresa1999|gavinac2002|gavinac2006|collinssr2007|schneiderda2006	11918799|16554755|16429126|16908835|11805826|17200106|10393904
ppi	YJR064W	YNL148C	0	0	feierbachb1999	9885248
ppi	YJR065C	YKL013C	0	0	winterd1997|winterdc1999|krogannj2006|gavinac2002|gavinac2006|collinssr2007	16554755|16429126|10377407|9210376|17200106|11805826
ppi	YJR065C	YLR370C	0	0	d'agostinojl2005|winterd1997|winterdc1999|krogannj2006|gavinac2002|gavinac2006|collinssr2007	16554755|16429126|10377407|9210376|16183906|17200106|11805826
ppi	YJR065C	YLR429W	0	0	liusl2011|krogannj2006	21454476|16554755
ppi	YJR065C	YMR109W	0	0	idrissifz2002	12429847
ppi	YJR065C	YNR035C	0	0	winterd1997|winterdc1999|gavinac2002|gavinac2006|daughertykm2008|collinssr2007	18381280|16429126|10377407|9210376|17200106|11805826
ppi	YJR065C	YOR181W	0	0	winterd1999|michelota2010	10322115|21035341
ppi	YJR066W	YKL161C	0	0	breitkreutza2010	20489023
ppi	YJR066W	YKL171W	0	0	breitkreutza2010	20489023
ppi	YJR066W	YKL203C	0	0	wedamankp2003	12631735
ppi	YJR066W	YKR034W	0	0	bertrampg2000	10940301
ppi	YJR066W	YKR097W	0	0	browncr2010	20457600
ppi	YJR066W	YLR108C	0	0	breitkreutza2010	20489023
ppi	YJR066W	YLR377C	0	0	browncr2010|yany2010	20457600|20617129
ppi	YJR066W	YLR403W	0	0	lempiaeinenh2009	19328065
ppi	YJR066W	YMR028W	0	0	yang2006|yang2012|kuepferl2007	22445487|16874307|17846631
ppi	YJR066W	YMR216C	0	0	breitkreutza2010	20489023
ppi	YJR066W	YNL006W	0	0	hohl2008|wedamankp2003|loewithr2002|breitkreutza2010|wankev2008|reinkea2004|chenej2003	12719473|12408816|14736892|18513215|20489023|18552287|12631735
ppi	YJR066W	YNL076W	0	0	breitkreutza2010	20489023
ppi	YJR066W	YNL135C	0	0	neklesatk2008	18812505
ppi	YJR066W	YNL183C	0	0	breitkreutza2010	20489023
ppi	YJR066W	YNL189W	0	0	lih2006	16900101
ppi	YJR066W	YNL229C	0	0	bertrampg2000	10940301
ppi	YJR066W	YNL314W	0	0	bertrampg2000	10940301
ppi	YJR066W	YOL100W	0	0	breitkreutza2010	20489023
ppi	YJR066W	YOL126C	0	0	browncr2010	20457600
ppi	YJR066W	YPL180W	0	0	hrubya2011|reinkea2004|breitkreutza2010|wankev2008	20489023|14736892|18513215|21118957
ppi	YJR068W	YMR078C	0	0	bylundgo2005|naikit2001|bylundgo2006|hannajs2001	11486023|15964801|11287619|16793392
ppi	YJR068W	YNL290W	0	0	yuh2008|naikit2000|gavinac2002|hoy2002|yaon2003|gavinac2006|tarassovk2008|gerikkj1997|schlechtu2012|collinssr2007|schmidtsl2001|ionescucn2002	10913172|22615397|16429126|18467557|18719252|11432854|11805826|11805837|8995429|12390024|17200106|14530260
ppi	YJR068W	YOL094C	0	0	gavinac2002|hoy2002|yaon2003|gavinac2006|gerikkj1997|collinssr2007|schmidtsl2001|ionescucn2002	16429126|11432854|11805826|11805837|8995429|12390024|17200106|14530260
ppi	YJR068W	YOR144C	0	0	gavinac2006|krogannj2006|bellaouim2003|kanellisp2003	13678589|16554755|12912927|16429126
ppi	YJR068W	YOR217W	0	0	krogannj2006|yaon2003|gavinac2006|gerikkj1997|collinssr2007|schmidtsl2001|ionescucn2002	16554755|16429126|11432854|8995429|14530260|17200106|12390024
ppi	YJR070C	YKL139W	0	0	fasoloj2011	21460040
ppi	YJR070C	YOL045W	0	0	fasoloj2011	21460040
ppi	YJR070C	YOL100W	0	0	fasoloj2011	21460040
ppi	YJR070C	YOR351C	0	0	fasoloj2011	21460040
ppi	YJR072C	YKL014C	0	0	dezc2004	15226434
ppi	YJR072C	YKR082W	0	0	staresincicl2011	21844196
ppi	YJR072C	YLR243W	0	0	alonsob2013|uetzp2000	23324351|10688190
ppi	YJR072C	YOL005C	0	0	alonsob2013	23324351
ppi	YJR072C	YOR116C	0	0	alonsob2013	23324351
ppi	YJR072C	YOR151C	0	0	alonsob2013|tarassovk2008|staresincicl2011	23324351|18467557|21844196
ppi	YJR072C	YOR207C	0	0	alonsob2013	23324351
ppi	YJR072C	YOR224C	0	0	alonsob2013	23324351
ppi	YJR072C	YOR262W	0	0	minakersw2012|alonsob2013|uetzp2000|staresincicl2011	23324351|21844196|23267056|10688190
ppi	YJR072C	YOR341W	0	0	alonsob2013	23324351
ppi	YJR072C	YPL203W	0	0	breitkreutza2010	20489023
ppi	YJR072C	YPR010C	0	0	alonsob2013	23324351
ppi	YJR072C	YPR110C	0	0	alonsob2013	23324351
ppi	YJR074W	YLR293C	0	0	uetzp2000|hoy2002|bakerrp2001|okim2000|okim1998|braunwartha2003	12578832|9860978|11805837|10921930|11509570|10688190
ppi	YJR074W	YOR185C	0	0	collinssr2007|uetzp2000	17200106|10688190
ppi	YJR075W	YPL050C	0	0	jungmannj1998|jungmannj1999|hashimotoh1997|gavinac2006|kojimah1999|collinssr2007	9430634|9434768|16429126|10635561|10037752|17200106
ppi	YJR076C	YKL048C	0	0	bouquinn2000	10725226
ppi	YJR076C	YKL101W	0	0	hanrahanj2003	14527412
ppi	YJR076C	YKL168C	0	0	fasoloj2011	21460040
ppi	YJR076C	YLR314C	0	0	nagarajs2008|iwasem2006|verselem2004|gavinac2002|hoy2002|wangy2012|gavinac2006|mitchelll2011|casamayora2003|sungh2005|frazierja1998|leepr2002|farkasovskym2005|collinssr2007	12665577|16429126|18541672|16371506|17200106|9813094|12215547|15282341|16207085|22875988|11805826|11805837|15996627|21984913
ppi	YJR076C	YML085C	0	0	pablohernandome2008	18826657
ppi	YJR076C	YMR001C	0	0	songs2001	11157974
ppi	YJR076C	YNL078W	0	0	iwasem2001	11817649
ppi	YJR076C	YNL166C	0	0	leepr2002|namsc2007	17618228|12215547
ppi	YJR076C	YNL307C	0	0	fasoloj2011	21460040
ppi	YJR076C	YOR191W	0	0	shiraic2008	18603780
ppi	YJR076C	YPL020C	0	0	elmorezc2011	22034919
ppi	YJR076C	YPL153C	0	0	smolkamb2006|breitkreutza2010	17130285|20489023
ppi	YJR076C	YPL161C	0	0	dreesbl2001|casamayora2003	12665577|11489916
ppi	YJR076C	YPR106W	0	0	fasoloj2011	21460040
ppi	YJR082C	YLR223C	0	0	zhongp2010	20059977
ppi	YJR082C	YNL107W	0	0	krogannj2006|collinssr2007|zhangh2004	15485911|16554755|17200106
ppi	YJR082C	YNL298W	0	0	fasoloj2011	21460040
ppi	YJR082C	YOL061W	0	0	fasoloj2011	21460040
ppi	YJR082C	YOL113W	0	0	fasoloj2011	21460040
ppi	YJR082C	YOR244W	0	0	mitchelll2008|krogannj2006|collinssr2007|nourania2001	11604499|18212056|16554755|17200106
ppi	YJR082C	YPL204W	0	0	fasoloj2011	21460040
ppi	YJR082C	YPL248C	0	0	zhongp2010	20059977
ppi	YJR084W	YMR025W	0	0	maytalkivityv2002|maytalkivityv2003	12672462|12446563
ppi	YJR084W	YOL117W	0	0	maytalkivityv2002|maytalkivityv2003	12672462|12446563
ppi	YJR084W	YPR045C	0	0	krogannj2006|jimenos2011	16554755|21149575
ppi	YJR086W	YOR212W	0	0	uetzp2000|hirschmanje1997|dowellsj1998|duesg2001|clarkkl1993|itot2001|baree2003|pryciakpm1996	11557045|11283351|8649369|10688190|8417317|8995254|9832519|12660244
ppi	YJR088C	YKL207W	0	0	jonikasmc2009	19325107
ppi	YJR089W	YJR112W	0	0	dewulfp2003	14633972
ppi	YJR089W	YPL209C	0	0	liz2011|wongj2007|nakajimay2009|cheesemanim2002|breitkreutza2010|thomass2007	17634282|21441928|12408861|19158380|20489023|17652458
ppi	YJR090C	YML006C	0	0	laruej2005	15890364
ppi	YJR090C	YMR032W	0	0	blondelm2005	15775961
ppi	YJR090C	YNL076W	0	0	liuz2005	16093347
ppi	YJR090C	YOL133W	0	0	blondelm2000|kusbm2004|skowyrad1999	14747994|10880467|10213692
ppi	YJR090C	YOL136C	0	0	benantija2007	17828247
ppi	YJR090C	YOR344C	0	0	benantija2007	17828247
ppi	YJR090C	YPL256C	0	0	archambaultv2004|kishit1998|kishit2008|willemsar1999|hsiungyg2001|bersetc2002	18787112|15200949|12052857|11259599|10582239|9819356
ppi	YJR091C	YKL204W	0	0	cridgeag2010	20705650
ppi	YJR091C	YKR059W	0	0	ulbrichtrj2008	18094119
ppi	YJR091C	YLR370C	0	0	fehrenbacherkl2005	16107558
ppi	YJR092W	YLR096W	0	0	fasoloj2011	21460040
ppi	YJR092W	YOL100W	0	0	fasoloj2011	21460040
ppi	YJR092W	YOR231W	0	0	fasoloj2011	21460040
ppi	YJR092W	YPL153C	0	0	smolkamb2006|breitkreutza2010	17130285|20489023
ppi	YJR092W	YPL242C	0	0	osmanma2002	12446742
ppi	YJR092W	YPR122W	0	0	lordm2002|kangpj2012	12176366|22553209
ppi	YJR093C	YKL018W	0	0	gavinac2006|krogannj2006|collinssr2007|nedeae2003|dheurs2005	16554755|15894541|17200106|12819204|16429126
ppi	YJR093C	YKL059C	0	0	dheurs2005|krogannj2006|gavinac2002|gavinac2006|volt2001|collinssr2007|nedeae2003	11713271|16554755|16429126|12819204|11805826|15894541|17200106
ppi	YJR093C	YKR002W	0	0	meinkeg2008|krogannj2006|zhelkovskya1998|gavinac2002|ezeokonkwoc2012|gavinac2006|zhaoj1999|helmlings2001|ohnackerm2000|collinssr2007|ezeokonkwoc2011	21282348|10523662|22575652|16554755|16429126|10619842|11238938|11805826|18537269|9742111|17200106
ppi	YJR093C	YLR115W	0	0	krogannj2006|prekerpj1997|gavinac2002|gavinac2006|zhaoj1999|collinssr2007	10523662|16554755|16429126|11805826|17200106|9303317
ppi	YJR093C	YLR277C	0	0	dheurs2005|krogannj2006|gavinac2002|gavinac2006|zhaoj1999|ohnackerm2000|collinssr2007|ezeokonkwoc2011	21282348|10523662|16554755|16429126|10619842|11805826|15894541|17200106
ppi	YJR093C	YMR061W	0	0	gavinac2006|collinssr2007|prekerpj1995|gavinac2002	17200106|11805826|7736590|16429126
ppi	YJR093C	YNL222W	0	0	dichtlb2002|dheurs2005|zhangdw2012|collinssr2007|nedeae2003|ezeokonkwoc2011	21282348|12819204|12453421|15894541|17200106|22235117
ppi	YJR093C	YNL317W	0	0	dichtlb2002|krogannj2006|gavinac2002|gavinac2006|volt2001|ohnackerm2000|collinssr2007	11713271|16554755|16429126|10619842|11805826|12453421|17200106
ppi	YJR093C	YPR107C	0	0	yuh2008|uetzp2000|itot2001|krogannj2006|gavinac2002|tacahashiy2003|gavinac2006|zhaoj1999|helmlings2001|collinssr2007|ezeokonkwoc2011	21282348|10523662|11283351|12626716|16554755|16429126|11238938|11805826|10688190|18719252|17200106
ppi	YJR094WA	YNL255C	0	0	sammonsma2011|scherrert2011	21232131|21277287
ppi	YJR096W	YPL150W	0	0	fasoloj2011	21460040
ppi	YJR097W	YKL048C	0	0	fasoloj2011	21460040
ppi	YJR097W	YOL100W	0	0	fasoloj2011	21460040
ppi	YJR097W	YPL141C	0	0	fasoloj2011	21460040
ppi	YJR099W	YKL210W	0	0	johnstonsc1999	10406793
ppi	YJR099W	YLL039C	0	0	moriyaj2009|sakamotot1999	19520148|10512618
ppi	YJR101W	YKL155C	0	0	collinssr2007|saveanuc2001	17200106|11278769
ppi	YJR102C	YLR417W	0	0	itot2001|bowersk2004|yuh2008|teoh2004	11283351|18719252|15086794|15469844
ppi	YJR102C	YMR077C	0	0	itot2001|bowersk2004|yuh2008|teoh2004	11283351|18719252|15086794|15469844
ppi	YJR102C	YPL002C	0	0	itot2001|bowersk2004|yuh2008|krogannj2006|teoh2004	15086794|16554755|18719252|11283351|15469844
ppi	YJR102C	YPL065W	0	0	yuh2008|bowersk2004|kostelanskyms2006	16615894|18719252|15086794
ppi	YJR103W	YPL204W	0	0	fasoloj2011	21460040
ppi	YJR104C	YMR038C	0	0	krogannj2006|schmidtpj2000|lambal2001|lambal2000|collinssr2007	10944535|16554755|17200106|11101286|11524675
ppi	YJR105W	YPL204W	0	0	fasoloj2011	21460040
ppi	YJR106W	YOR153W	0	0	subbaraog2002	11957110
ppi	YJR109C	YOL128C	0	0	fasoloj2011	21460040
ppi	YJR109C	YPL204W	0	0	fasoloj2011	21460040
ppi	YJR110W	YLR002C	0	0	breitkreutza2010	20489023
ppi	YJR110W	YMR049C	0	0	breitkreutza2010	20489023
ppi	YJR110W	YOL054W	0	0	breitkreutza2010	20489023
ppi	YJR110W	YOR069W	0	0	breitkreutza2010	20489023
ppi	YJR110W	YOR151C	0	0	breitkreutza2010	20489023
ppi	YJR110W	YOR206W	0	0	breitkreutza2010	20489023
ppi	YJR112W	YKL049C	0	0	dewulfp2003|pinskyba2003	14633972|14602074
ppi	YJR112W	YKL089W	0	0	pengy2011|westermanns2003	14581449|21633108
ppi	YJR112W	YLR045C	0	0	dewulfp2003	14633972
ppi	YJR112W	YMR168C	0	0	dewulfp2003	14633972
ppi	YJR112W	YOL069W	0	0	wangy2012|dewulfp2003|newmanjr2000	11087867|14633972|22875988
ppi	YJR112W	YOL100W	0	0	fasoloj2011	21460040
ppi	YJR112W	YOR195W	0	0	dewulfp2003	14633972
ppi	YJR112W	YPL018W	0	0	wangy2012|hornungp2011	21075115|22875988
