systematic_name_dash_removed,systematic_name
YGL178W,YGL178W
YCL061C,YCL061C
YPR112C,YPR112C
YMR224C,YMR224C
YGL143C,YGL143C
YDR033W,YDR033W
YGL064C,YGL064C
YPR118W,YPR118W
YDL079C,YDL079C
YPR079W,YPR079W
YOR201C,YOR201C
YGL136C,YGL136C
YPL184C,YPL184C
YDL045WA,YDL045W-A
YDR347W,YDR347W
YGR084C,YGR084C
YKL003C,YKL003C
YDR405W,YDR405W
YPR166C,YPR166C
YBL090W,YBL090W
YHL004W,YHL004W
YKL167C,YKL167C
YPL118W,YPL118W
YNL005C,YNL005C
YKL142W,YKL142W
YDR116C,YDR116C
YNL284C,YNL284C
YDL202W,YDL202W
YKR006C,YKR006C
YLR312WA,YLR312W-A
YBL038W,YBL038W
YNL252C,YNL252C
YNL185C,YNL185C
YKR085C,YKR085C
YNL177C,YNL177C
YOR150W,YOR150W
YMR193W,YMR193W
YGR076C,YGR076C
YBR282W,YBR282W
YDR462W,YDR462W
YMR024W,YMR024W
YKL138C,YKL138C
YCR003W,YCR003W
YMR286W,YMR286W
YDR322W,YDR322W
YBR122C,YBR122C
YBR268W,YBR268W
YKL170W,YKL170W
YML009C,YML009C
YLR439W,YLR439W
YPL173W,YPL173W
YMR225C,YMR225C
YJL096W,YJL096W
YNR022C,YNR022C
YPR100W,YPR100W
YHR147C,YHR147C
YDR237W,YDR237W
YJL063C,YJL063C
YGR220C,YGR220C
YNR036C,YNR036C
YPL013C,YPL013C
YMR188C,YMR188C
YNL306W,YNL306W
YDR337W,YDR337W
YGR165W,YGR165W
YBR251W,YBR251W
YMR158W,YMR158W
YBR146W,YBR146W
YIR021W,YIR021W
YOR334W,YOR334W
YJL133W,YJL133W
YKR052C,YKR052C
YOR370C,YOR370C
YKL009W,YKL009W
YOR066W,YOR066W
YKR077W,YKR077W
YOR188W,YOR188W
YGR014W,YGR014W
YNL293W,YNL293W
YOL112W,YOL112W
YML128C,YML128C
YDR205W,YDR205W
YLR219W,YLR219W
YOR354C,YOR354C
YHR039C,YHR039C
YPL104W,YPL104W
YOL033W,YOL033W
YPR047W,YPR047W
YNL053W,YNL053W
YHR120W,YHR120W
YOL090W,YOL090W
YCR092C,YCR092C
YFL003C,YFL003C
YDL154W,YDL154W
YDR097C,YDR097C
YBR195C,YBR195C
YNL073W,YNL073W
YIR009W,YIR009W
YLR116W,YLR116W
YGR171C,YGR171C
YOL116W,YOL116W
YMR037C,YMR037C
YKL062W,YKL062W
YDR335W,YDR335W
YNR049C,YNR049C
YGR028W,YGR028W
YHR091C,YHR091C
YMR023C,YMR023C
YMR164C,YMR164C
YDR194C,YDR194C
YPR134W,YPR134W
YDL107W,YDL107W
YDR208W,YDR208W
YLR203C,YLR203C
YKL194C,YKL194C
YGL051W,YGL051W
YAR033W,YAR033W
YDR268W,YDR268W
YPL097W,YPL097W
YJL123C,YJL123C
YKL098W,YKL098W
YGL226W,YGL226W
YBR255W,YBR255W
YDR128W,YDR128W
YHR151C,YHR151C
YEL033W,YEL033W
YKR080W,YKR080W
YMR228W,YMR228W
YDL044C,YDL044C
YMR097C,YMR097C
YHR168W,YHR168W
YDR277C,YDR277C
YGR023W,YGR023W
YGR257C,YGR257C
YGL236C,YGL236C
YNL063W,YNL063W
YDR140W,YDR140W
YOR160W,YOR160W
YKL186C,YKL186C
YGR158C,YGR158C
YJL050W,YJL050W
YAL034WA,YAL034W-A
YMR100W,YMR100W
YBR119W,YBR119W
YKL074C,YKL074C
YPL070W,YPL070W
YBR057C,YBR057C
YOR298W,YOR298W
YGR055W,YGR055W
YHL036W,YHL036W
YDR386W,YDR386W
YGR206W,YGR206W
YNR043W,YNR043W
YMR004W,YMR004W
YER042W,YER042W
YCL033C,YCL033C
YHR023W,YHR023W
YOR326W,YOR326W
YKL129C,YKL129C
YAL029C,YAL029C
YMR109W,YMR109W
YDR493W,YDR493W
YGL122C,YGL122C
YPL190C,YPL190C
YML117W,YML117W
YNL124W,YNL124W
YGR031CA,YGR031C-A
YLR382C,YLR382C
YMR080C,YMR080C
YHR086W,YHR086W
YNL137C,YNL137C
YPL126W,YPL126W
YKR048C,YKR048C
YNL240C,YNL240C
YIL007C,YIL007C
YGR232W,YGR232W
YDL040C,YDL040C
YGR147C,YGR147C
YPR131C,YPR131C
YMR069W,YMR069W
YOR253W,YOR253W
YOL070C,YOL070C
YHR199CA,YHR199C-A
YLR457C,YLR457C
YDR162C,YDR162C
YGL091C,YGL091C
YPR155C,YPR155C
YJL116C,YJL116C
YDR397C,YDR397C
YJL205C,YJL205C
YPR149W,YPR149W
YNL036W,YNL036W
YBL024W,YBL024W
YHR042W,YHR042W
YPL006W,YPL006W
YNL119W,YNL119W
YGL211W,YGL211W
YML031W,YML031W
YIL144W,YIL144W
YOR372C,YOR372C
YMR145C,YMR145C
YDL085W,YDL085W
YML120C,YML120C
YOL104C,YOL104C
YLR254C,YLR254C
YHR124W,YHR124W
YLR265C,YLR265C
YHR004C,YHR004C
YIL048W,YIL048W
YJL076W,YJL076W
YPL226W,YPL226W
YOR156C,YOR156C
YCL017C,YCL017C
YKR103W,YKR103W
YKL040C,YKL040C
YDR176W,YDR176W
YOL042W,YOL042W
YMR285C,YMR285C
YML118W,YML118W
YBR212W,YBR212W
YLR138W,YLR138W
YDL002C,YDL002C
YDL208W,YDL208W
YPR052C,YPR052C
YBR089CA,YBR089C-A
YDR456W,YDR456W
YFR002W,YFR002W
YGL221C,YGL221C
YMR309C,YMR309C
YPL174C,YPL174C
YPL211W,YPL211W
YNL078W,YNL078W
YIL164C,YIL164C
YJL126W,YJL126W
YLR351C,YLR351C
YDR383C,YDR383C
YLR315W,YLR315W
YLR328W,YLR328W
YNL123W,YNL123W
YGR010W,YGR010W
YHR077C,YHR077C
YHR170W,YHR170W
YLR363C,YLR363C
YJR132W,YJR132W
YLR195C,YLR195C
YJR112W,YJR112W
YGR089W,YGR089W
YKL171W,YKL171W
YLR285W,YLR285W
YOR056C,YOR056C
YOR206W,YOR206W
YLR002C,YLR002C
YPR144C,YPR144C
YPL093W,YPL093W
YNR053C,YNR053C
YDL014W,YDL014W
YHR072WA,YHR072W-A
YOL041C,YOL041C
YNL175C,YNL175C
YDL148C,YDL148C
YNL110C,YNL110C
YER002W,YER002W
YGR251W,YGR251W
YNL061W,YNL061W
YPL043W,YPL043W
YPL146C,YPL146C
YLR197W,YLR197W
YOR310C,YOR310C
YDL213C,YDL213C
YGR103W,YGR103W
YOL144W,YOL144W
YJL010C,YJL010C
YIL038C,YIL038C
YPR072W,YPR072W
YJR072C,YJR072C
YDL046W,YDL046W
YDR432W,YDR432W
YBR170C,YBR170C
YMR091C,YMR091C
YCR026C,YCR026C
YEL016C,YEL016C
YNL183C,YNL183C
YEL062W,YEL062W
YHL023C,YHL023C
YOR209C,YOR209C
YGL067W,YGL067W
YGR043C,YGR043C
YNL251C,YNL251C
YDR043C,YDR043C
YBR066C,YBR066C
YNL129W,YNL129W
YNR009W,YNR009W
YDL167C,YDL167C
YOR071C,YOR071C
YGL111W,YGL111W
YER126C,YER126C
YLR007W,YLR007W
YDR288W,YDR288W
YDL105W,YDL105W
YML023C,YML023C
YHR133C,YHR133C
YNL156C,YNL156C
YDR026C,YDR026C
YPL233W,YPL233W
YJL041W,YJL041W
YGR159C,YGR159C
YNL091W,YNL091W
YJR062C,YJR062C
YBR188C,YBR188C
YML059C,YML059C
YER009W,YER009W
YAL015C,YAL015C
YOL043C,YOL043C
YDR001C,YDR001C
YBR001C,YBR001C
YPR031W,YPR031W
YKR022C,YKR022C
YJL208C,YJL208C
YOR373W,YOR373W
YOL069W,YOL069W
YER006W,YER006W
YDR150W,YDR150W
YKL068W,YKL068W
YOR098C,YOR098C
YMR047C,YMR047C
YKL057C,YKL057C
YKR082W,YKR082W
YGL092W,YGL092W
YER105C,YER105C
YIL115C,YIL115C
YBL079W,YBL079W
YML103C,YML103C
YJL039C,YJL039C
YLR335W,YLR335W
YDR192C,YDR192C
YGL172W,YGL172W
YMR153W,YMR153W
YGR119C,YGR119C
YAR002W,YAR002W
YJL061W,YJL061W
YDL116W,YDL116W
YJR042W,YJR042W
YDL089W,YDL089W
YDL193W,YDL193W
YGL151W,YGL151W
YPR168W,YPR168W
YHR195W,YHR195W
YPR091C,YPR091C
YLR093C,YLR093C
YKL120W,YKL120W
YAL051W,YAL051W
YKR064W,YKR064W
YKL055C,YKL055C
YPL052W,YPL052W
YNL099C,YNL099C
YNL056W,YNL056W
YCR095C,YCR095C
YHL029C,YHL029C
YDR067C,YDR067C
YGL038C,YGL038C
YPL134C,YPL134C
YOR222W,YOR222W
YML060W,YML060W
YGR179C,YGR179C
YBR025C,YBR025C
YGL055W,YGL055W
YBR230C,YBR230C
YIL136W,YIL136W
YKR087C,YKR087C
YDR316W,YDR316W
YHL020C,YHL020C
YOL032W,YOL032W
YPR044C,YPR044C
YJR073C,YJR073C
YDL096C,YDL096C
YDR360W,YDR360W
YKR035C,YKR035C
YLR338W,YLR338W
YJL212C,YJL212C
YPR194C,YPR194C
YBR129C,YBR129C
YPR075C,YPR075C
YML065W,YML065W
YBR060C,YBR060C
YLL004W,YLL004W
YPR162C,YPR162C
YNL261W,YNL261W
YHR118C,YHR118C
YGR038W,YGR038W
YLR350W,YLR350W
YOR130C,YOR130C
YDL019C,YDL019C
YHR073W,YHR073W
YKR003W,YKR003W
YHR001W,YHR001W
YJR051W,YJR051W
YJL002C,YJL002C
YOR103C,YOR103C
YOR085W,YOR085W
YDL232W,YDL232W
YGL226CA,YGL226C-A
YML019W,YML019W
YOR255W,YOR255W
YLR054C,YLR054C
YMR148W,YMR148W
YFR039C,YFR039C
YFL044C,YFL044C
YHL013C,YHL013C
YER154W,YER154W
YKL215C,YKL215C
YPL196W,YPL196W
YHR179W,YHR179W
YPL171C,YPL171C
YDR071C,YDR071C
YER165W,YER165W
YGR078C,YGR078C
YOR269W,YOR269W
YDR488C,YDR488C
YER007W,YER007W
YDR538W,YDR538W
YBR279W,YBR279W
YMR165C,YMR165C
YMR174C,YMR174C
YDR348C,YDR348C
YDR251W,YDR251W
YJL104W,YJL104W
YKR065C,YKR065C
YLR008C,YLR008C
YIR006C,YIR006C
YGL094C,YGL094C
YKL025C,YKL025C
YHR063C,YHR063C
YIL145C,YIL145C
YKR002W,YKR002W
YOL115W,YOL115W
YDL173W,YDL173W
YCR077C,YCR077C
YDR542W,YDR542W
YJL223C,YJL223C
YGL261C,YGL261C
YGR294W,YGR294W
YHL046C,YHL046C
YIL176C,YIL176C
YIR041W,YIR041W
YKL224C,YKL224C
YLL025W,YLL025W
YLL064C,YLL064C
YMR325W,YMR325W
YEL049W,YEL049W
YOL161C,YOL161C
YOR394W,YOR394W
YPL282C,YPL282C
YLR037C,YLR037C
YBR301W,YBR301W
YCR104W,YCR104W
YLR461W,YLR461W
YFL020C,YFL020C
YNR076W,YNR076W
YAR020C,YAR020C
YAL068C,YAL068C
YBL108CA,YBL108C-A
YLR199C,YLR199C
YPL272C,YPL272C
YNL015W,YNL015W
YCL052C,YCL052C
YGR178C,YGR178C
YBR233W,YBR233W
YDL053C,YDL053C
YJL128C,YJL128C
YBR094W,YBR094W
YBR295W,YBR295W
YKR095WA,YKR095W-A
YLR151C,YLR151C
YDR228C,YDR228C
YBR186W,YBR186W
YIL071C,YIL071C
YKR097W,YKR097W
YGL134W,YGL134W
YNL289W,YNL289W
YDL127W,YDL127W
YHR071W,YHR071W
YER059W,YER059W
YIL050W,YIL050W
YPL219W,YPL219W
YDL179W,YDL179W
YEL058W,YEL058W
YGR101W,YGR101W
YBR222C,YBR222C
YGR202C,YGR202C
YER178W,YER178W
YBR221C,YBR221C
YLR044C,YLR044C
YDR081C,YDR081C
YLR134W,YLR134W
YGR087C,YGR087C
YGL248W,YGL248W
YOR360C,YOR360C
YPR002W,YPR002W
YCL043C,YCL043C
YGL013C,YGL013C
YOR328W,YOR328W
YIL013C,YIL013C
YPL058C,YPL058C
YDR406W,YDR406W
YNL231C,YNL231C
YNL264C,YNL264C
YNR070W,YNR070W
YBL005W,YBL005W
YOR153W,YOR153W
YLR266C,YLR266C
YDR113C,YDR113C
YMR076C,YMR076C
YGR193C,YGR193C
YBR035C,YBR035C
YER149C,YER149C
YGR058W,YGR058W
YBL017C,YBL017C
YOR036W,YOR036W
YLR148W,YLR148W
YPL154C,YPL154C
YMR231W,YMR231W
YDR323C,YDR323C
YJL053W,YJL053W
YCR044C,YCR044C
YLR064W,YLR064W
YFR023W,YFR023W
YDR079W,YDR079W
YKR046C,YKR046C
YMR257C,YMR257C
YBL080C,YBL080C
YER058W,YER058W
YER153C,YER153C
YOR158W,YOR158W
YOR017W,YOR017W
YJL023C,YJL023C
YCR020C,YCR020C
YJR034W,YJR034W
YPL159C,YPL159C
YLR067C,YLR067C
YNR045W,YNR045W
YGR222W,YGR222W
YNL003C,YNL003C
YBL030C,YBL030C
YDR265W,YDR265W
YKL197C,YKL197C
YOL147C,YOL147C
YMR026C,YMR026C
YLR191W,YLR191W
YGL153W,YGL153W
YOL044W,YOL044W
YNL214W,YNL214W
YHR160C,YHR160C
YDL065C,YDL065C
YJL210W,YJL210W
YGR239C,YGR239C
YAL055W,YAL055W
YPL112C,YPL112C
YOR193W,YOR193W
YHR150W,YHR150W
YDR479C,YDR479C
YDR329C,YDR329C
YLR324W,YLR324W
YGR004W,YGR004W
YBR168W,YBR168W
YCL056C,YCL056C
YGR133W,YGR133W
YDR244W,YDR244W
YNL329C,YNL329C
YDR142C,YDR142C
YGR077C,YGR077C
YNL326C,YNL326C
YOL003C,YOL003C
YDR459C,YDR459C
YJL179W,YJL179W
YBR074W,YBR074W
YGR240C,YGR240C
YMR205C,YMR205C
YIL107C,YIL107C
YOL136C,YOL136C
YHR185C,YHR185C
YNL317W,YNL317W
YOR122C,YOR122C
YNL158W,YNL158W
YNL149C,YNL149C
YML125C,YML125C
YPL206C,YPL206C
YGL025C,YGL025C
YBR196C,YBR196C
YCR012W,YCR012W
YKL127W,YKL127W
YMR105C,YMR105C
YCL004W,YCL004W
YJR153W,YJR153W
YNL316C,YNL316C
YGR132C,YGR132C
YGR231C,YGR231C
YKL043W,YKL043W
YDR281C,YDR281C
YOL084W,YOL084W
YER037W,YER037W
YAR071W,YAR071W
YHR215W,YHR215W
YDL236W,YDL236W
YDL106C,YDL106C
YNL097C,YNL097C
YBR092C,YBR092C
YFR034C,YFR034C
YBR093C,YBR093C
YDR481C,YDR481C
YOL001W,YOL001W
YGR233C,YGR233C
YML123C,YML123C
YPL031C,YPL031C
YJL117W,YJL117W
YCR037C,YCR037C
YBR106W,YBR106W
YBR296C,YBR296C
YJL198W,YJL198W
YNR013C,YNR013C
YDR374C,YDR374C
YOR386W,YOR386W
YJL097W,YJL097W
YDR313C,YDR313C
YGL023C,YGL023C
YER053C,YER053C
YML061C,YML061C
YLR273C,YLR273C
YIL045W,YIL045W
YHR034C,YHR034C
YNL267W,YNL267W
YGR086C,YGR086C
YBL022C,YBL022C
YOR104W,YOR104W
YPR154W,YPR154W
YBL051C,YBL051C
YOR363C,YOR363C
YKL164C,YKL164C
YKL163W,YKL163W
YPR113W,YPR113W
YBL105C,YBL105C
YDR490C,YDR490C
YOL100W,YOL100W
YDR466W,YDR466W
YIL042C,YIL042C
YGL059W,YGL059W
YMR123W,YMR123W
YMR008C,YMR008C
YMR006C,YMR006C
YOL011W,YOL011W
YPL268W,YPL268W
YDR501W,YDR501W
YDR183W,YDR183W
YOR281C,YOR281C
YGL008C,YGL008C
YPL036W,YPL036W
YGL006W,YGL006W
YER132C,YER132C
YER003C,YER003C
YLR016C,YLR016C
YML107C,YML107C
YCR024CA,YCR024C-A
YEL017CA,YEL017C-A
YDR276C,YDR276C
YGL167C,YGL167C
YNL082W,YNL082W
YDL095W,YDL095W
YAL023C,YAL023C
YOR321W,YOR321W
YJR143C,YJR143C
YDL093W,YDL093W
YGR199W,YGR199W
YDR307W,YDR307W
YKL128C,YKL128C
YGL037C,YGL037C
YPL096W,YPL096W
YOR145C,YOR145C
YLR209C,YLR209C
YOR161C,YOR161C
YOR266W,YOR266W
YBR022W,YBR022W
YML069W,YML069W
YPL144W,YPL144W
YCL047C,YCL047C
YIL122W,YIL122W
YNL102W,YNL102W
YBL035C,YBL035C
YNL262W,YNL262W
YBR088C,YBR088C
YDL102W,YDL102W
YJR006W,YJR006W
YJR043C,YJR043C
YCR014C,YCR014C
YEL055C,YEL055C
YMR129W,YMR129W
YLL023C,YLL023C
YLR018C,YLR018C
YNL221C,YNL221C
YNR052C,YNR052C
YNL282W,YNL282W
YBR257W,YBR257W
YAL033W,YAL033W
YGR030C,YGR030C
YBR167C,YBR167C
YBL018C,YBL018C
YNL055C,YNL055C
YIL114C,YIL114C
YPL188W,YPL188W
YIL160C,YIL160C
YGL205W,YGL205W
YMR267W,YMR267W
YHR075C,YHR075C
YNR032W,YNR032W
YDL134C,YDL134C
YDL188C,YDL188C
YDR075W,YDR075W
YDR435C,YDR435C
YOL141W,YOL141W
YDR452W,YDR452W
YPL179W,YPL179W
YLR014C,YLR014C
YBR276C,YBR276C
YGR123C,YGR123C
YPL148C,YPL148C
YHR201C,YHR201C
YML016C,YML016C
YDR436W,YDR436W
YEL060C,YEL060C
YMR297W,YMR297W
YCL057W,YCL057W
YER012W,YER012W
YOR362C,YOR362C
YPR103W,YPR103W
YJL001W,YJL001W
YFR050C,YFR050C
YMR314W,YMR314W
YOL038W,YOL038W
YBL041W,YBL041W
YML092C,YML092C
YGR135W,YGR135W
YIR008C,YIR008C
YKL045W,YKL045W
YIL095W,YIL095W
YJL108C,YJL108C
YNL279W,YNL279W
YMR278W,YMR278W
YIL037C,YIL037C
YPL192C,YPL192C
YPL156C,YPL156C
YIL117C,YIL117C
YML047C,YML047C
YDL039C,YDL039C
YGL053W,YGL053W
YAR031W,YAR031W
YDR300C,YDR300C
YOR323C,YOR323C
YER023W,YER023W
YDL043C,YDL043C
YKR086W,YKR086W
YGR006W,YGR006W
YLL036C,YLL036C
YNR011C,YNR011C
YJL203W,YJL203W
YER013W,YER013W
YMR268C,YMR268C
YDR243C,YDR243C
YDR473C,YDR473C
YGR091W,YGR091W
YGR075C,YGR075C
YML046W,YML046W
YKL012W,YKL012W
YPR178W,YPR178W
YDR235W,YDR235W
YGL120C,YGL120C
YAL032C,YAL032C
YPL151C,YPL151C
YBR237W,YBR237W
YBR055C,YBR055C
YHR165C,YHR165C
YDL030W,YDL030W
YKL116C,YKL116C
YDL214C,YDL214C
YKL181W,YKL181W
YER099C,YER099C
YHL011C,YHL011C
YBL068W,YBL068W
YOL061W,YOL061W
YOR361C,YOR361C
YBL064C,YBL064C
YJL079C,YJL079C
YKR013W,YKR013W
YJL078C,YJL078C
YDL055C,YDL055C
YNL169C,YNL169C
YGR170W,YGR170W
YMR308C,YMR308C
YDR013W,YDR013W
YJL072C,YJL072C
YOL146W,YOL146W
YOL054W,YOL054W
YAL017W,YAL017W
YOL045W,YOL045W
YMR137C,YMR137C
YDR505C,YDR505C
YML017W,YML017W
YLL010C,YLL010C
YLR019W,YLR019W
YDR055W,YDR055W
YDR032C,YDR032C
YKL076C,YKL076C
YNL201C,YNL201C
YLR376C,YLR376C
YBL046W,YBL046W
YAL043C,YAL043C
YDL006W,YDL006W
YER089C,YER089C
YBL056W,YBL056W
YBR125C,YBR125C
YOR090C,YOR090C
YCR079W,YCR079W
YHR076W,YHR076W
YHR189W,YHR189W
YBL057C,YBL057C
YGR156W,YGR156W
YKL198C,YKL198C
YJR059W,YJR059W
YKL039W,YKL039W
YDL230W,YDL230W
YOR208W,YOR208W
YER075C,YER075C
YKR093W,YKR093W
YFR029W,YFR029W
YNL016W,YNL016W
YPR042C,YPR042C
YLL013C,YLL013C
YGL014W,YGL014W
YDR496C,YDR496C
YER185W,YER185W
YLR414C,YLR414C
YOR157C,YOR157C
YGR253C,YGR253C
YER094C,YER094C
YPL212C,YPL212C
YGL063W,YGL063W
YNL292W,YNL292W
YLR165C,YLR165C
YGR169C,YGR169C
YOR243C,YOR243C
YDL036C,YDL036C
YLR142W,YLR142W
YHR037W,YHR037W
YKL015W,YKL015W
YOR348C,YOR348C
YLR196W,YLR196W
YCR057C,YCR057C
YPL147W,YPL147W
YKL188C,YKL188C
YKR090W,YKR090W
YGR280C,YGR280C
YGL062W,YGL062W
YBR218C,YBR218C
YOR347C,YOR347C
YPR186C,YPR186C
YHR001WA,YHR001W-A
YPR191W,YPR191W
YFR033C,YFR033C
YDR529C,YDR529C
YJL166W,YJL166W
YGR183C,YGR183C
YIL120W,YIL120W
YIL121W,YIL121W
YBR043C,YBR043C
YHR074W,YHR074W
YDL103C,YDL103C
YLR204W,YLR204W
YDL104C,YDL104C
YML095C,YML095C
YPL022W,YPL022W
YMR201C,YMR201C
YBR114W,YBR114W
YOR368W,YOR368W
YCR066W,YCR066W
YGR258C,YGR258C
YEL037C,YEL037C
YER173W,YER173W
YJR035W,YJR035W
YKL113C,YKL113C
YDR030C,YDR030C
YDR419W,YDR419W
YER171W,YER171W
YML011C,YML011C
YDR314C,YDR314C
YER162C,YER162C
YLR032W,YLR032W
YNL250W,YNL250W
YER095W,YER095W
YML032C,YML032C
YPL153C,YPL153C
YGL163C,YGL163C
YDR076W,YDR076W
YDR004W,YDR004W
YDL059C,YDL059C
YGL058W,YGL058W
YDR014W,YDR014W
YJR052W,YJR052W
YDR217C,YDR217C
YGL246C,YGL246C
YDL090C,YDL090C
YKL019W,YKL019W
YNL216W,YNL216W
YOR101W,YOR101W
YNL098C,YNL098C
YOR048C,YOR048C
YJR033C,YJR033C
YDR202C,YDR202C
YOR301W,YOR301W
YLR084C,YLR084C
YDR527W,YDR527W
YPL246C,YPL246C
YAL036C,YAL036C
YGR173W,YGR173W
YCR036W,YCR036W
YOR265W,YOR265W
YDL189W,YDL189W
YMR274C,YMR274C
YML030W,YML030W
YNR018W,YNR018W
YGL158W,YGL158W
YLR248W,YLR248W
YOL010W,YOL010W
YNL022C,YNL022C
YKL159C,YKL159C
YOR220W,YOR220W
YMR075W,YMR075W
YBR005W,YBR005W
YDR003W,YDR003W
YJL204C,YJL204C
YBR073W,YBR073W
YDL135C,YDL135C
YOR285W,YOR285W
YOR286W,YOR286W
YOR380W,YOR380W
YCR106W,YCR106W
YPL133C,YPL133C
YPR094W,YPR094W
YBR049C,YBR049C
YMR133W,YMR133W
YLR329W,YLR329W
YHR157W,YHR157W
YJR021C,YJR021C
YPR007C,YPR007C
YLR263W,YLR263W
YJL217W,YJL217W
YDR195W,YDR195W
YDR028C,YDR028C
YBR050C,YBR050C
YLR387C,YLR387C
YBR267W,YBR267W
YCL001W,YCL001W
YBR002C,YBR002C
YOR207C,YOR207C
YFR051C,YFR051C
YPL010W,YPL010W
YOR346W,YOR346W
YPL167C,YPL167C
YIL139C,YIL139C
YLR059C,YLR059C
YLR107W,YLR107W
YOL080C,YOL080C
YAR007C,YAR007C
YNL312W,YNL312W
YJL173C,YJL173C
YOR217W,YOR217W
YJR068W,YJR068W
YNL290W,YNL290W
YOL094C,YOL094C
YBR087W,YBR087W
YOR279C,YOR279C
YBR052C,YBR052C
YBL020W,YBL020W
YLR073C,YLR073C
YLR176C,YLR176C
YOR127W,YOR127W
YDR379W,YDR379W
YPR115W,YPR115W
YBR260C,YBR260C
YFL047W,YFL047W
YER067W,YER067W
YIL057C,YIL057C
YPL066W,YPL066W
YMR182C,YMR182C
YDR137W,YDR137W
YLR071C,YLR071C
YOR107W,YOR107W
YKL038W,YKL038W
YDL138W,YDL138W
YCR027C,YCR027C
YPR165W,YPR165W
YNL090W,YNL090W
YIL118W,YIL118W
YKR055W,YKR055W
YNL180C,YNL180C
YNL163C,YNL163C
YBL033C,YBL033C
YOL066C,YOL066C
YDR487C,YDR487C
YOL143C,YOL143C
YBR256C,YBR256C
YBR153W,YBR153W
YLR039C,YLR039C
YBR275C,YBR275C
YLR453C,YLR453C
YCR028CA,YCR028C-A
YHL027W,YHL027W
YMR139W,YMR139W
YMR154C,YMR154C
YFL033C,YFL033C
YBR192W,YBR192W
YOR275C,YOR275C
YNL294C,YNL294C
YHL024W,YHL024W
YGL045W,YGL045W
YMR063W,YMR063W
YOR119C,YOR119C
YNL207W,YNL207W
YEL024W,YEL024W
YMR283C,YMR283C
YHR197W,YHR197W
YLL034C,YLL034C
YOR095C,YOR095C
YPL208W,YPL208W
YDR198C,YDR198C
YBR030W,YBR030W
YDR257C,YDR257C
YLR137W,YLR137W
YMR247C,YMR247C
YPR018W,YPR018W
YDR091C,YDR091C
YPL089C,YPL089C
YLR009W,YLR009W
YNL002C,YNL002C
YKL132C,YKL132C
YDL001W,YDL001W
YDR255C,YDR255C
YEL072W,YEL072W
YFR048W,YFR048W
YGL107C,YGL107C
YGR044C,YGR044C
YPL024W,YPL024W
YEL050C,YEL050C
YLR145W,YLR145W
YGL250W,YGL250W
YDR465C,YDR465C
YMR235C,YMR235C
YMR061W,YMR061W
YGL044C,YGL044C
YMR234W,YMR234W
YNL072W,YNL072W
YDR279W,YDR279W
YLR154C,YLR154C
YGR276C,YGR276C
YLL046C,YLL046C
YCL028W,YCL028W
YER070W,YER070W
YJL026W,YJL026W
YIL066C,YIL066C
YGR180C,YGR180C
YMR239C,YMR239C
YPL123C,YPL123C
YOR018W,YOR018W
YGL144C,YGL144C
YFR022W,YFR022W
YGL171W,YGL171W
YGR070W,YGR070W
YLR371W,YLR371W
YMR200W,YMR200W
YBR229C,YBR229C
YPR065W,YPR065W
YBL093C,YBL093C
YMR258C,YMR258C
YJR063W,YJR063W
YPR010C,YPR010C
YDR156W,YDR156W
YOR341W,YOR341W
YJL148W,YJL148W
YOR340C,YOR340C
YNL248C,YNL248C
YOR210W,YOR210W
YOL005C,YOL005C
YOR151C,YOR151C
YIL021W,YIL021W
YJL140W,YJL140W
YBR154C,YBR154C
YDR404C,YDR404C
YOR224C,YOR224C
YGL070C,YGL070C
YHR143WA,YHR143W-A
YDR045C,YDR045C
YJL011C,YJL011C
YNL113W,YNL113W
YKL144C,YKL144C
YNL151C,YNL151C
YNR003C,YNR003C
YKR025W,YKR025W
YPR110C,YPR110C
YDL150W,YDL150W
YPR190C,YPR190C
YNL330C,YNL330C
YJL121C,YJL121C
YHR088W,YHR088W
YKR081C,YKR081C
YBR079C,YBR079C
YER169W,YER169W
YIL119C,YIL119C
YLR075W,YLR075W
YPR102C,YPR102C
YGR085C,YGR085C
YEL054C,YEL054C
YDR418W,YDR418W
YDL082W,YDL082W
YMR142C,YMR142C
YKL006W,YKL006W
YHL001W,YHL001W
YLR029C,YLR029C
YMR121C,YMR121C
YIL133C,YIL133C
YNL069C,YNL069C
YKL180W,YKL180W
YJL177W,YJL177W
YOL120C,YOL120C
YNL301C,YNL301C
YBR084CA,YBR084C-A
YBL027W,YBL027W
YPL220W,YPL220W
YGL135W,YGL135W
YBR191W,YBR191W
YPL079W,YPL079W
YLR061W,YLR061W
YFL034CA,YFL034C-A
YBL087C,YBL087C
YER117W,YER117W
YGL031C,YGL031C
YGR148C,YGR148C
YOL127W,YOL127W
YLR344W,YLR344W
YGR034W,YGR034W
YHR010W,YHR010W
YDR471W,YDR471W
YGL103W,YGL103W
YFR032CA,YFR032C-A
YFR031CA,YFR031C-A
YMR242C,YMR242C
YIL018W,YIL018W
YOR312C,YOR312C
YGL030W,YGL030W
YOR063W,YOR063W
YDL075W,YDL075W
YLR406C,YLR406C
YBL092W,YBL092W
YPL143W,YPL143W
YOR234C,YOR234C
YER056CA,YER056C-A
YIL052C,YIL052C
YDL191W,YDL191W
YDL136W,YDL136W
YMR194W,YMR194W
YPL249CA,YPL249C-A
YLR185W,YLR185W
YDR500C,YDR500C
YLR325C,YLR325C
YJL189W,YJL189W
