systematic_name_dash_removed,systematic_name
YJR107W,YJR107W
YJR111C,YJR111C
YJR112WA,YJR112W-A
YJR114W,YJR114W
YJR115W,YJR115W
YJR120W,YJR120W
YJR124C,YJR124C
YJR128W,YJR128W
YJR129C,YJR129C
YJR140WA,YJR140W-A
YJR141W,YJR141W
YJR142W,YJR142W
YJR146W,YJR146W
YJR149W,YJR149W
YJR154W,YJR154W
YJR157W,YJR157W
YJR162C,YJR162C
YKL018CA,YKL018C-A
YKL023CA,YKL023C-A
YKL023W,YKL023W
YKL030W,YKL030W
YKL031W,YKL031W
YKL033WA,YKL033W-A
YKL036C,YKL036C
YKL044W,YKL044W
YKL050C,YKL050C
YKL053W,YKL053W
YKL063C,YKL063C
YKL065WA,YKL065W-A
YKL066W,YKL066W
YKL068WA,YKL068W-A
YKL069W,YKL069W
YKL070W,YKL070W
YKL071W,YKL071W
YKL075C,YKL075C
YKL077W,YKL077W
YKL083W,YKL083W
YKL091C,YKL091C
YKL096CB,YKL096C-B
YKL097C,YKL097C
YKL100C,YKL100C
YKL100WA,YKL100W-A
YKL102C,YKL102C
YKL106CA,YKL106C-A
YKL107W,YKL107W
YKL111C,YKL111C
YKL115C,YKL115C
YKL118W,YKL118W
YKL123W,YKL123W
YKL131W,YKL131W
YKL133C,YKL133C
YKL136W,YKL136W
YKL145WA,YKL145W-A
YKL147C,YKL147C
YKL151C,YKL151C
YKL153W,YKL153W
YKL156CA,YKL156C-A
YKL162C,YKL162C
YKL162CA,YKL162C-A
YKL165CA,YKL165C-A
YKL169C,YKL169C
YKL177W,YKL177W
YKL183CA,YKL183C-A
YKL202W,YKL202W
YKL222C,YKL222C
YKL223W,YKL223W
YKL225W,YKL225W
YKR005C,YKR005C
YKR011C,YKR011C
YKR012C,YKR012C
YKR015C,YKR015C
YKR018C,YKR018C
YKR023W,YKR023W
YKR032W,YKR032W
YKR033C,YKR033C
YKR040C,YKR040C
YKR041W,YKR041W
YKR045C,YKR045C
YKR047W,YKR047W
YKR051W,YKR051W
YKR070W,YKR070W
YKR073C,YKR073C
YKR075C,YKR075C
YKR075WA,YKR075W-A
YKR078W,YKR078W
YKR104W,YKR104W
YLL006WA,YLL006W-A
YLL007C,YLL007C
YLL017W,YLL017W
YLL019WA,YLL019W-A
YLL020C,YLL020C
YLL032C,YLL032C
YLL037W,YLL037W
YLL044W,YLL044W
YLL047W,YLL047W
YLL053C,YLL053C
YLL054C,YLL054C
YLL056C,YLL056C
YLL058W,YLL058W
YLL059C,YLL059C
YLL065W,YLL065W
YLL066C,YLL066C
YLL066WA,YLL066W-A
YLL066WB,YLL066W-B
YLL067C,YLL067C
YLL067WA,YLL067W-A
YLR001C,YLR001C
YLR012C,YLR012C
YLR030W,YLR030W
YLR031W,YLR031W
YLR035CA,YLR035C-A
YLR036C,YLR036C
YLR041W,YLR041W
YLR042C,YLR042C
YLR046C,YLR046C
YLR049C,YLR049C
YLR050C,YLR050C
YLR053C,YLR053C
YLR072W,YLR072W
YLR076C,YLR076C
YLR101C,YLR101C
YLR108C,YLR108C
YLR111W,YLR111W
YLR112W,YLR112W
YLR118C,YLR118C
YLR120WA,YLR120W-A
YLR122C,YLR122C
YLR123C,YLR123C
YLR124W,YLR124W
YLR125W,YLR125W
YLR126C,YLR126C
YLR140W,YLR140W
YLR146WA,YLR146W-A
YLR149C,YLR149C
YLR149CA,YLR149C-A
YLR152C,YLR152C
YLR154CG,YLR154C-G
YLR154CH,YLR154C-H
YLR154WA,YLR154W-A
YLR154WB,YLR154W-B
YLR154WE,YLR154W-E
YLR154WF,YLR154W-F
YLR156CA,YLR156C-A
YLR156W,YLR156W
YLR157CA,YLR157C-A
YLR157CB,YLR157C-B
YLR157CC,YLR157C-C
YLR157WD,YLR157W-D
YLR157WE,YLR157W-E
YLR159CA,YLR159C-A
YLR159W,YLR159W
YLR161W,YLR161W
YLR162W,YLR162W
YLR163WA,YLR163W-A
YLR169W,YLR169W
YLR171W,YLR171W
YLR173W,YLR173W
YLR177W,YLR177W
YLR179C,YLR179C
YLR184W,YLR184W
YLR194C,YLR194C
YLR198C,YLR198C
YLR202C,YLR202C
YLR217W,YLR217W
YLR222CA,YLR222C-A
YLR224W,YLR224W
YLR225C,YLR225C
YLR227WA,YLR227W-A
YLR227WB,YLR227W-B
YLR230W,YLR230W
YLR232W,YLR232W
YLR235C,YLR235C
YLR236C,YLR236C
YLR241W,YLR241W
YLR252W,YLR252W
YLR255C,YLR255C
YLR256WA,YLR256W-A
YLR257W,YLR257W
YLR264CA,YLR264C-A
YLR269C,YLR269C
YLR271W,YLR271W
YLR278C,YLR278C
YLR279W,YLR279W
YLR280C,YLR280C
YLR281C,YLR281C
YLR282C,YLR282C
YLR283W,YLR283W
YLR285CA,YLR285C-A
YLR286WA,YLR286W-A
YLR287C,YLR287C
YLR290C,YLR290C
YLR294C,YLR294C
YLR296W,YLR296W
YLR297W,YLR297W
YLR299CA,YLR299C-A
YLR302C,YLR302C
YLR307CA,YLR307C-A
YLR311C,YLR311C
YLR312C,YLR312C
YLR317W,YLR317W
YLR326W,YLR326W
YLR334C,YLR334C
YLR339C,YLR339C
YLR342WA,YLR342W-A
YLR345W,YLR345W
YLR346C,YLR346C
YLR347WA,YLR347W-A
YLR349W,YLR349W
YLR352W,YLR352W
YLR358C,YLR358C
YLR361CA,YLR361C-A
YLR363WA,YLR363W-A
YLR364CA,YLR364C-A
YLR365W,YLR365W
YLR366W,YLR366W
YLR374C,YLR374C
YLR379W,YLR379W
YLR399WA,YLR399W-A
YLR400W,YLR400W
YLR402W,YLR402W
YLR406CA,YLR406C-A
YLR407W,YLR407W
YLR410WA,YLR410W-A
YLR410WB,YLR410W-B
YLR412CA,YLR412C-A
YLR415C,YLR415C
YLR416C,YLR416C
YLR419W,YLR419W
YLR422W,YLR422W
YLR428C,YLR428C
YLR434C,YLR434C
YLR437CA,YLR437C-A
YLR444C,YLR444C
YLR446W,YLR446W
YLR455W,YLR455W
YLR456W,YLR456W
YLR458W,YLR458W
YLR460C,YLR460C
YLR462W,YLR462W
YLR463C,YLR463C
YLR464W,YLR464W
YLR466CA,YLR466C-A
YLR466CB,YLR466C-B
YLR467CA,YLR467C-A
YML002W,YML002W
YML003W,YML003W
YML007CA,YML007C-A
YML009CA,YML009C-A
YML009WB,YML009W-B
YML012CA,YML012C-A
YML018C,YML018C
YML020W,YML020W
YML031CA,YML031C-A
YML034CA,YML034C-A
YML037C,YML037C
YML039W,YML039W
YML040W,YML040W
YML045W,YML045W
YML045WA,YML045W-A
YML047WA,YML047W-A
YML053C,YML053C
YML054CA,YML054C-A
YML057CA,YML057C-A
YML079W,YML079W
YML082W,YML082W
YML083C,YML083C
YML084W,YML084W
YML089C,YML089C
YML090W,YML090W
YML094CA,YML094C-A
YML096W,YML096W
YML099WA,YML099W-A
YML100WA,YML100W-A
YML101CA,YML101C-A
YML108W,YML108W
YML116WA,YML116W-A
YML119W,YML119W
YML122C,YML122C
YML131W,YML131W
YML133C,YML133C
YML133WA,YML133W-A
YML133WB,YML133W-B
YMR001CA,YMR001C-A
YMR007W,YMR007W
YMR010W,YMR010W
YMR013CA,YMR013C-A
YMR013WA,YMR013W-A
YMR018W,YMR018W
YMR027W,YMR027W
YMR030WA,YMR030W-A
YMR031WA,YMR031W-A
YMR034C,YMR034C
YMR045C,YMR045C
YMR046C,YMR046C
YMR046WA,YMR046W-A
YMR050C,YMR050C
YMR051C,YMR051C
YMR052CA,YMR052C-A
YMR057C,YMR057C
YMR074C,YMR074C
YMR075CA,YMR075C-A
YMR082C,YMR082C
YMR084W,YMR084W
YMR085W,YMR085W
YMR086CA,YMR086C-A
YMR087W,YMR087W
YMR090W,YMR090W
YMR099C,YMR099C
YMR102C,YMR102C
YMR103C,YMR103C
YMR105WA,YMR105W-A
YMR111C,YMR111C
YMR114C,YMR114C
YMR119WA,YMR119W-A
YMR122C,YMR122C
YMR122WA,YMR122W-A
YMR124W,YMR124W
YMR130W,YMR130W
YMR135WA,YMR135W-A
YMR141C,YMR141C
YMR141WA,YMR141W-A
YMR144W,YMR144W
YMR147W,YMR147W
YMR153CA,YMR153C-A
YMR155W,YMR155W
YMR158CA,YMR158C-A
YMR158WB,YMR158W-B
YMR160W,YMR160W
YMR166C,YMR166C
YMR172CA,YMR172C-A
YMR173WA,YMR173W-A
YMR175WA,YMR175W-A
YMR178W,YMR178W
YMR181C,YMR181C
YMR182WA,YMR182W-A
YMR187C,YMR187C
YMR193CA,YMR193C-A
YMR194CA,YMR194C-A
YMR196W,YMR196W
YMR206W,YMR206W
YMR209C,YMR209C
YMR210W,YMR210W
YMR221C,YMR221C
YMR226C,YMR226C
YMR230WA,YMR230W-A
YMR242WA,YMR242W-A
YMR244W,YMR244W
YMR245W,YMR245W
YMR247WA,YMR247W-A
YMR252C,YMR252C
YMR253C,YMR253C
YMR254C,YMR254C
YMR262W,YMR262W
YMR265C,YMR265C
YMR272WA,YMR272W-A
YMR272WB,YMR272W-B
YMR279C,YMR279C
YMR290WA,YMR290W-A
YMR294WA,YMR294W-A
YMR295C,YMR295C
YMR304CA,YMR304C-A
YMR306CA,YMR306C-A
YMR307CA,YMR307C-A
YMR310C,YMR310C
YMR315W,YMR315W
YMR315WA,YMR315W-A
YMR316CA,YMR316C-A
YMR316CB,YMR316C-B
YMR317W,YMR317W
YMR320W,YMR320W
YMR321C,YMR321C
YMR324C,YMR324C
YMR326C,YMR326C
YNL010W,YNL010W
YNL011C,YNL011C
YNL013C,YNL013C
YNL017C,YNL017C
YNL018C,YNL018C
YNL019C,YNL019C
YNL024C,YNL024C
YNL028W,YNL028W
YNL033W,YNL033W
YNL034W,YNL034W
YNL035C,YNL035C
YNL040W,YNL040W
YNL042WB,YNL042W-B
YNL043C,YNL043C
YNL046W,YNL046W
YNL050C,YNL050C
YNL054WA,YNL054W-A
YNL054WB,YNL054W-B
YNL057W,YNL057W
YNL058C,YNL058C
YNL067WA,YNL067W-A
YNL067WB,YNL067W-B
YNL089C,YNL089C
YNL092W,YNL092W
YNL095C,YNL095C
YNL097CB,YNL097C-B
YNL097WA,YNL097W-A
YNL103WA,YNL103W-A
YNL108C,YNL108C
YNL109W,YNL109W
YNL114C,YNL114C
YNL115C,YNL115C
YNL120C,YNL120C
YNL122C,YNL122C
YNL134C,YNL134C
YNL140C,YNL140C
YNL143C,YNL143C
YNL144C,YNL144C
YNL144WA,YNL144W-A
YNL146CA,YNL146C-A
YNL146W,YNL146W
YNL150W,YNL150W
YNL162WA,YNL162W-A
YNL165W,YNL165W
YNL170W,YNL170W
YNL171C,YNL171C
YNL174W,YNL174W
YNL179C,YNL179C
YNL181W,YNL181W
YNL184C,YNL184C
YNL190W,YNL190W
YNL193W,YNL193W
YNL194C,YNL194C
YNL195C,YNL195C
YNL198C,YNL198C
YNL200C,YNL200C
YNL203C,YNL203C
YNL205C,YNL205C
YNL208W,YNL208W
YNL211C,YNL211C
YNL217W,YNL217W
YNL226W,YNL226W
YNL228W,YNL228W
YNL234W,YNL234W
YNL235C,YNL235C
YNL247W,YNL247W
YNL266W,YNL266W
YNL276C,YNL276C
YNL277WA,YNL277W-A
YNL284CA,YNL284C-A
YNL284CB,YNL284C-B
YNL285W,YNL285W
YNL295W,YNL295W
YNL296W,YNL296W
YNL303W,YNL303W
YNL319W,YNL319W
YNL320W,YNL320W
YNL324W,YNL324W
YNL337W,YNL337W
YNL338W,YNL338W
YNL339WA,YNL339W-A
YNL339WB,YNL339W-B
YNR001WA,YNR001W-A
YNR003WA,YNR003W-A
YNR005C,YNR005C
YNR014W,YNR014W
YNR021W,YNR021W
YNR025C,YNR025C
YNR029C,YNR029C
YNR034WA,YNR034W-A
YNR040W,YNR040W
YNR042W,YNR042W
YNR048W,YNR048W
YNR061C,YNR061C
YNR062C,YNR062C
YNR063W,YNR063W
YNR064C,YNR064C
YNR065C,YNR065C
YNR066C,YNR066C
YNR068C,YNR068C
YNR071C,YNR071C
YNR073C,YNR073C
YNR075CA,YNR075C-A
YNR077C,YNR077C
YOL013WA,YOL013W-A
YOL013WB,YOL013W-B
YOL014W,YOL014W
YOL019W,YOL019W
YOL019WA,YOL019W-A
YOL024W,YOL024W
YOL029C,YOL029C
YOL035C,YOL035C
YOL036W,YOL036W
YOL037C,YOL037C
YOL038CA,YOL038C-A
YOL046C,YOL046C
YOL050C,YOL050C
YOL057W,YOL057W
YOL073C,YOL073C
YOL075C,YOL075C
YOL079W,YOL079W
YOL083CA,YOL083C-A
YOL085C,YOL085C
YOL085WA,YOL085W-A
YOL097WA,YOL097W-A
YOL098C,YOL098C
YOL099C,YOL099C
YOL103WA,YOL103W-A
YOL103WB,YOL103W-B
YOL106W,YOL106W
YOL107W,YOL107W
YOL114C,YOL114C
YOL118C,YOL118C
YOL131W,YOL131W
YOL134C,YOL134C
YOL150C,YOL150C
YOL153C,YOL153C
YOL155WA,YOL155W-A
YOL159C,YOL159C
YOL159CA,YOL159C-A
YOL160W,YOL160W
YOL162W,YOL162W
YOL163W,YOL163W
YOL164WA,YOL164W-A
YOL166C,YOL166C
YOL166WA,YOL166W-A
YOR008CA,YOR008C-A
YOR008WB,YOR008W-B
YOR011WA,YOR011W-A
YOR012W,YOR012W
YOR015W,YOR015W
YOR019W,YOR019W
YOR020WA,YOR020W-A
YOR022C,YOR022C
YOR024W,YOR024W
YOR029W,YOR029W
YOR032WA,YOR032W-A
YOR034CA,YOR034C-A
YOR041C,YOR041C
YOR050C,YOR050C
YOR053W,YOR053W
YOR055W,YOR055W
YOR059C,YOR059C
YOR062C,YOR062C
YOR072W,YOR072W
YOR072WA,YOR072W-A
YOR072WB,YOR072W-B
YOR073WA,YOR073W-A
YOR082C,YOR082C
YOR093C,YOR093C
YOR097C,YOR097C
YOR102W,YOR102W
YOR105W,YOR105W
YOR108CA,YOR108C-A
YOR111W,YOR111W
YOR114W,YOR114W
YOR121C,YOR121C
YOR131C,YOR131C
YOR139C,YOR139C
YOR142WA,YOR142W-A
YOR142WB,YOR142W-B
YOR146W,YOR146W
YOR152C,YOR152C
YOR161CC,YOR161C-C
YOR161WA,YOR161W-A
YOR161WB,YOR161W-B
YOR169C,YOR169C
YOR170W,YOR170W
YOR186CA,YOR186C-A
YOR186W,YOR186W
YOR192CA,YOR192C-A
YOR192CB,YOR192C-B
YOR192CC,YOR192C-C
YOR199W,YOR199W
YOR200W,YOR200W
YOR203W,YOR203W
YOR218C,YOR218C
YOR223W,YOR223W
YOR225W,YOR225W
YOR231CA,YOR231C-A
YOR238W,YOR238W
YOR248W,YOR248W
YOR263C,YOR263C
YOR268C,YOR268C
YOR277C,YOR277C
YOR282W,YOR282W
YOR283W,YOR283W
YOR289W,YOR289W
YOR292C,YOR292C
YOR293CA,YOR293C-A
YOR296W,YOR296W
YOR300W,YOR300W
YOR302W,YOR302W
YOR309C,YOR309C
YOR314W,YOR314W
YOR314WA,YOR314W-A
YOR316CA,YOR316C-A
YOR318C,YOR318C
YOR325W,YOR325W
YOR329WA,YOR329W-A
YOR331C,YOR331C
YOR333C,YOR333C
YOR335WA,YOR335W-A
YOR338W,YOR338W
YOR342C,YOR342C
YOR343C,YOR343C
YOR343WA,YOR343W-A
YOR343WB,YOR343W-B
YOR345C,YOR345C
YOR364W,YOR364W
YOR365C,YOR365C
YOR366W,YOR366W
YOR376W,YOR376W
YOR376WA,YOR376W-A
YOR379C,YOR379C
YOR381WA,YOR381W-A
YOR385W,YOR385W
YOR387C,YOR387C
YOR389W,YOR389W
YOR392W,YOR392W
YOR394CA,YOR394C-A
YOR396CA,YOR396C-A
YPL014W,YPL014W
YPL025C,YPL025C
YPL034W,YPL034W
YPL035C,YPL035C
YPL038WA,YPL038W-A
YPL039W,YPL039W
YPL041C,YPL041C
YPL044C,YPL044C
YPL060CA,YPL060C-A
YPL062W,YPL062W
YPL067C,YPL067C
YPL068C,YPL068C
YPL071C,YPL071C
YPL073C,YPL073C
YPL077C,YPL077C
YPL080C,YPL080C
YPL088W,YPL088W
YPL102C,YPL102C
YPL107W,YPL107W
YPL108W,YPL108W
YPL109C,YPL109C
YPL113C,YPL113C
YPL114W,YPL114W
YPL119CA,YPL119C-A
YPL135CA,YPL135C-A
YPL136W,YPL136W
YPL142C,YPL142C
YPL150W,YPL150W
YPL152WA,YPL152W-A
YPL162C,YPL162C
YPL168W,YPL168W
YPL182C,YPL182C
YPL185W,YPL185W
YPL191C,YPL191C
YPL197C,YPL197C
YPL199C,YPL199C
YPL205C,YPL205C
YPL216W,YPL216W
YPL222CA,YPL222C-A
YPL225W,YPL225W
YPL229W,YPL229W
YPL238C,YPL238C
YPL245W,YPL245W
YPL247C,YPL247C
YPL250WA,YPL250W-A
YPL251W,YPL251W
YPL257W,YPL257W
YPL257WA,YPL257W-A
YPL257WB,YPL257W-B
YPL260W,YPL260W
YPL261C,YPL261C
YPL264C,YPL264C
YPL276W,YPL276W
YPL277C,YPL277C
YPL278C,YPL278C
YPL283WA,YPL283W-A
YPL283WB,YPL283W-B
YPR002CA,YPR002C-A
YPR003C,YPR003C
YPR010CA,YPR010C-A
YPR011C,YPR011C
YPR012W,YPR012W
YPR014C,YPR014C
YPR015C,YPR015C
YPR016WA,YPR016W-A
YPR022C,YPR022C
YPR027C,YPR027C
YPR036WA,YPR036W-A
YPR039W,YPR039W
YPR050C,YPR050C
YPR053C,YPR053C
YPR059C,YPR059C
YPR063C,YPR063C
YPR064W,YPR064W
YPR071W,YPR071W
YPR074WA,YPR074W-A
YPR076W,YPR076W
YPR077C,YPR077C
YPR078C,YPR078C
YPR084W,YPR084W
YPR089W,YPR089W
YPR092W,YPR092W
YPR096C,YPR096C
YPR097W,YPR097W
YPR098C,YPR098C
YPR099C,YPR099C
YPR108WA,YPR108W-A
YPR109W,YPR109W
YPR114W,YPR114W
YPR117W,YPR117W
YPR123C,YPR123C
YPR126C,YPR126C
YPR127W,YPR127W
YPR130C,YPR130C
YPR136C,YPR136C
YPR137CA,YPR137C-A
YPR137CB,YPR137C-B
YPR142C,YPR142C
YPR145CA,YPR145C-A
YPR146C,YPR146C
YPR147C,YPR147C
YPR148C,YPR148C
YPR150W,YPR150W
YPR153W,YPR153W
YPR158CC,YPR158C-C
YPR158CD,YPR158C-D
YPR158WA,YPR158W-A
YPR158WB,YPR158W-B
YPR159CA,YPR159C-A
YPR160CA,YPR160C-A
YPR160WA,YPR160W-A
YPR169WA,YPR169W-A
YPR170C,YPR170C
YPR170WA,YPR170W-A
YPR170WB,YPR170W-B
YPR172W,YPR172W
YPR174C,YPR174C
YPR177C,YPR177C
YPR195C,YPR195C
YPR196W,YPR196W
YPR197C,YPR197C
YPR202W,YPR202W
YPR203W,YPR203W
YPR204CA,YPR204C-A
YPR204W,YPR204W
YIL101C,YIL101C
YLR090W,YLR090W
YGR194C,YGR194C
YJR133W,YJR133W
YGL173C,YGL173C
YDR369C,YDR369C
YLR070C,YLR070C
YJR067C,YJR067C
YNL107W,YNL107W
YPL252C,YPL252C
YJL141C,YJL141C
YML007W,YML007W
YHR161C,YHR161C
YGR241C,YGR241C
YHL009C,YHL009C
YIR018W,YIR018W
YDR259C,YDR259C
YOL028C,YOL028C
YPL239W,YPL239W
YAR035W,YAR035W
YER024W,YER024W
YBR216C,YBR216C
YGL060W,YGL060W
YLL048C,YLL048C
YDR135C,YDR135C
YDR325W,YDR325W
YGR203W,YGR203W
YHR135C,YHR135C
YNL154C,YNL154C
YER123W,YER123W
YCR004C,YCR004C
YLR272C,YLR272C
YLL055W,YLL055W
YPL087W,YPL087W
YNL064C,YNL064C
YEL004W,YEL004W
YEL006W,YEL006W
YEL041W,YEL041W
YLR249W,YLR249W
YLL012W,YLL012W
YLR020C,YLR020C
YBL060W,YBL060W
YER041W,YER041W
YKL065C,YKL065C
YMR040W,YMR040W
YDL072C,YDL072C
YDL120W,YDL120W
YFR007W,YFR007W
YDR319C,YDR319C
YOL128C,YOL128C
YNL160W,YNL160W
YGR234W,YGR234W
YLR298C,YLR298C
YJL059W,YJL059W
YHR029C,YHR029C
YHR048W,YHR048W
YMR241W,YMR241W
YDR451C,YDR451C
YIL006W,YIL006W
YNL263C,YNL263C
YPL201C,YPL201C
YCR059C,YCR059C
YMR152W,YMR152W
YMR151W,YMR151W
YGR172C,YGR172C
YNL044W,YNL044W
YGL198W,YGL198W
YGL161C,YGL161C
YKL095W,YKL095W
YKL094W,YKL094W
YLR200W,YLR200W
YIL023C,YIL023C
YKL196C,YKL196C
YMR284W,YMR284W
YMR106C,YMR106C
YHL014C,YHL014C
YPR125W,YPR125W
YPR058W,YPR058W
YBR104W,YBR104W
YML038C,YML038C
YPR024W,YPR024W
YMR302C,YMR302C
YML025C,YML025C
YJR110W,YJR110W
YFR049W,YFR049W
YER005W,YER005W
YOR064C,YOR064C
YHR090C,YHR090C
YKL067W,YKL067W
YPR028W,YPR028W
YGR281W,YGR281W
YER074WA,YER074W-A
YDR057W,YDR057W
YML027W,YML027W
YBR183W,YBR183W
YDL235C,YDL235C
YFR003C,YFR003C
YKL126W,YKL126W
YMR104C,YMR104C
YBR028C,YBR028C
YOR291W,YOR291W
YGR198W,YGR198W
YOL092W,YOL092W
YDR352W,YDR352W
YDR368W,YDR368W
YLR120C,YLR120C
YLR121C,YLR121C
YGL259W,YGL259W
YIR039C,YIR039C
YDR349C,YDR349C
YBR264C,YBR264C
YFL038C,YFL038C
YNL304W,YNL304W
YER031C,YER031C
YGL210W,YGL210W
YHR105W,YHR105W
YKR014C,YKR014C
YNL093W,YNL093W
YLR262C,YLR262C
YML001W,YML001W
YDR381W,YDR381W
YKL214C,YKL214C
YDR002W,YDR002W
YIL063C,YIL063C
YGL164C,YGL164C
YDR545W,YDR545W
YER190W,YER190W
YGR296W,YGR296W
YLR466W,YLR466W
YLR467W,YLR467W
YNL339C,YNL339C
YPL283C,YPL283C
YOR396W,YOR396W
YOR172W,YOR172W
YBR054W,YBR054W
YOR162C,YOR162C
YBR111C,YBR111C
YHR017W,YHR017W
YHR016C,YHR016C
YNL138WA,YNL138W-A
YLR277C,YLR277C
YHR155W,YHR155W
YDR326C,YDR326C
YOR003W,YOR003W
YKR053C,YKR053C
YBR148W,YBR148W
YBR162WA,YBR162W-A
YMR089C,YMR089C
YPL074W,YPL074W
YGR270W,YGR270W
YPR107C,YPR107C
YOR272W,YOR272W
YNL237W,YNL237W
YJR099W,YJR099W
YJL139C,YJL139C
YOR087W,YOR087W
YIR026C,YIR026C
YJL056C,YJL056C
YMR273C,YMR273C
YML109W,YML109W
YOL109W,YOL109W
YNL310C,YNL310C
YDR285W,YDR285W
YGL249W,YGL249W
YGR211W,YGR211W
YOL154W,YOL154W
YMR243C,YMR243C
YNR039C,YNR039C
YER033C,YER033C
YGL255W,YGL255W
YLR130C,YLR130C
YKL175W,YKL175W
YBR046C,YBR046C
YGR285C,YGR285C
YNL241C,YNL241C
