Protein1,Protein2,Interaction,Directed
YBR160W,YNL233W,kinase_substrate,1
YBR160W,YNL257C,kinase_substrate,1
YBR160W,YNL271C,kinase_substrate,1
YBR160W,YNL272C,kinase_substrate,1
YBR160W,YNL278W,kinase_substrate,1
YBR160W,YNL284CA,kinase_substrate,1
YBR160W,YNL309W,kinase_substrate,1
YBR160W,YNL321W,kinase_substrate,1
YBR160W,YNL339C,kinase_substrate,1
YBR160W,YNR047W,kinase_substrate,1
YBR160W,YOL036W,kinase_substrate,1
YBR160W,YOL058W,kinase_substrate,1
YBR160W,YOL070C,kinase_substrate,1
YBR160W,YOL092W,kinase_substrate,1
YBR160W,YOL100W,kinase_substrate,1
YBR160W,YOL125W,kinase_substrate,1
YBR160W,YOR001W,kinase_substrate,1
YBR160W,YOR014W,kinase_substrate,1
YBR160W,YOR037W,kinase_substrate,1
YBR160W,YOR045W,kinase_substrate,1
YBR160W,YOR058C,kinase_substrate,1
YBR160W,YOR066W,kinase_substrate,1
YBR160W,YOR075W,kinase_substrate,1
YBR160W,YOR081C,kinase_substrate,1
YBR160W,YOR083W,kinase_substrate,1
YBR160W,YOR104W,kinase_substrate,1
YBR160W,YOR127W,kinase_substrate,1
YBR160W,YOR177C,kinase_substrate,1
YBR160W,YOR178C,kinase_substrate,1
YBR160W,YOR188W,kinase_substrate,1
YBR160W,YOR195W,kinase_substrate,1
YBR160W,YOR249C,kinase_substrate,1
YBR160W,YOR315W,kinase_substrate,1
YBR160W,YOR372C,kinase_substrate,1
YBR160W,YOR373W,kinase_substrate,1
YBR160W,YPL115C,kinase_substrate,1
YBR160W,YPL124W,kinase_substrate,1
YBR160W,YPL127C,kinase_substrate,1
YBR160W,YPL150W,kinase_substrate,1
YBR160W,YPL153C,kinase_substrate,1
YBR160W,YPL155C,kinase_substrate,1
YBR160W,YPL194W,kinase_substrate,1
YBR160W,YPL209C,kinase_substrate,1
YBR160W,YPL250C,kinase_substrate,1
YBR160W,YPL255W,kinase_substrate,1
YBR160W,YPL256C,kinase_substrate,1
YBR160W,YPL267W,kinase_substrate,1
YBR160W,YPL269W,kinase_substrate,1
YBR160W,YPR018W,kinase_substrate,1
YBR160W,YPR030W,kinase_substrate,1
YBR160W,YPR111W,kinase_substrate,1
YBR160W,YPR141C,kinase_substrate,1
YBR160W,YPR160W,kinase_substrate,1
YBR160W,YPR171W,kinase_substrate,1
YBR160W,YPR174C,kinase_substrate,1
YBR160W,YPR175W,kinase_substrate,1
YBR274W,YDR113C,kinase_substrate,1
YCL024W,YAL034WA,kinase_substrate,1
YCL024W,YDR023W,kinase_substrate,1
YCL024W,YER064C,kinase_substrate,1
YCL024W,YGL245W,kinase_substrate,1
YCL024W,YGR231C,kinase_substrate,1
YCL024W,YML096W,kinase_substrate,1
YCL024W,YPR013C,kinase_substrate,1
YCR008W,YAL034WA,kinase_substrate,1
YCR008W,YAR019C,kinase_substrate,1
YCR008W,YBR107C,kinase_substrate,1
YCR008W,YBR285W,kinase_substrate,1
YCR008W,YDR044W,kinase_substrate,1
YCR008W,YDR404C,kinase_substrate,1
YCR008W,YFL023W,kinase_substrate,1
YCR008W,YGL084C,kinase_substrate,1
YCR008W,YGL134W,kinase_substrate,1
YCR008W,YHR056C,kinase_substrate,1
YCR008W,YJL051W,kinase_substrate,1
YCR008W,YJL164C,kinase_substrate,1
YCR008W,YKL073W,kinase_substrate,1
YCR008W,YLL011W,kinase_substrate,1
YCR008W,YMR165C,kinase_substrate,1
YCR008W,YNL253W,kinase_substrate,1
YCR008W,YOR018W,kinase_substrate,1
YCR008W,YOR224C,kinase_substrate,1
YCR008W,YPL257WA,kinase_substrate,1
YCR008W,YPR013C,kinase_substrate,1
YCR073C,YAR019C,kinase_substrate,1
YCR073C,YCL043C,kinase_substrate,1
YCR073C,YDL056W,kinase_substrate,1
YCR073C,YDL125C,kinase_substrate,1
YCR073C,YDR007W,kinase_substrate,1
YCR073C,YDR023W,kinase_substrate,1
YCR073C,YDR524C,kinase_substrate,1
YCR073C,YGL134W,kinase_substrate,1
YCR073C,YHL020C,kinase_substrate,1
YCR073C,YHR157W,kinase_substrate,1
YCR073C,YJL089W,kinase_substrate,1
YCR073C,YJL108C,kinase_substrate,1
YCR073C,YML096W,kinase_substrate,1
YCR073C,YMR165C,kinase_substrate,1
YCR073C,YNL284CA,kinase_substrate,1
YCR073C,YOR018W,kinase_substrate,1
YCR073C,YPL217C,kinase_substrate,1
YCR077C,YIL033C,kinase_substrate,1
YCR077C,YJL164C,kinase_substrate,1
YCR077C,YKL166C,kinase_substrate,1
YCR077C,YPL203W,kinase_substrate,1
YCR091W,YAL028W,kinase_substrate,1
YCR091W,YAR019C,kinase_substrate,1
YCR091W,YBR285W,kinase_substrate,1
YCR091W,YDL002C,kinase_substrate,1
YCR091W,YDL006W,kinase_substrate,1
YCR091W,YDL039C,kinase_substrate,1
YCR091W,YDL153C,kinase_substrate,1
YCR091W,YDL192W,kinase_substrate,1
YCR091W,YDR007W,kinase_substrate,1
YCR091W,YGL245W,kinase_substrate,1
YCR091W,YGR276C,kinase_substrate,1
YCR091W,YHR056C,kinase_substrate,1
YCR091W,YHR082C,kinase_substrate,1
YCR091W,YIL135C,kinase_substrate,1
YCR091W,YJL089W,kinase_substrate,1
YCR091W,YJL198W,kinase_substrate,1
YCR091W,YKL126W,kinase_substrate,1
YCR091W,YLL034C,kinase_substrate,1
YCR091W,YML037C,kinase_substrate,1
YCR091W,YML083C,kinase_substrate,1
YCR091W,YML096W,kinase_substrate,1
YCR091W,YMR165C,kinase_substrate,1
YCR091W,YMR184W,kinase_substrate,1
YCR091W,YNL045W,kinase_substrate,1
YCR091W,YNL155W,kinase_substrate,1
YCR091W,YOL104C,kinase_substrate,1
YCR091W,YPR063C,kinase_substrate,1
YCR091W,YPR119W,kinase_substrate,1
YCR091W,YPR160W,kinase_substrate,1
YDL017W,YBL023C,kinase_substrate,1
YDL017W,YBR202W,kinase_substrate,1
YDL017W,YDR052C,kinase_substrate,1
YDL017W,YEL032W,kinase_substrate,1
YDL017W,YGL201C,kinase_substrate,1
YDL017W,YLR274W,kinase_substrate,1
YDL017W,YPL153C,kinase_substrate,1
YDL017W,YPR019W,kinase_substrate,1
YDL028C,YAL047C,kinase_substrate,1
YDL028C,YAR019C,kinase_substrate,1
YDL028C,YDR356W,kinase_substrate,1
YDL028C,YFR046C,kinase_substrate,1
YDL028C,YGL086W,kinase_substrate,1
YDL028C,YGL093W,kinase_substrate,1
YDL028C,YHR209W,kinase_substrate,1
YDL028C,YIL106W,kinase_substrate,1
YDL028C,YIL144W,kinase_substrate,1
YDL028C,YIL149C,kinase_substrate,1
YDL028C,YJL084C,kinase_substrate,1
YDL028C,YJL089W,kinase_substrate,1
YDL028C,YKL042W,kinase_substrate,1
YDL028C,YNL116W,kinase_substrate,1
YDL028C,YNL186W,kinase_substrate,1
YDL028C,YOR257W,kinase_substrate,1
YDL028C,YPL124W,kinase_substrate,1
YDL028C,YPR048W,kinase_substrate,1
YDL101C,YAR019C,kinase_substrate,1
YDL101C,YBL011W,kinase_substrate,1
YDL101C,YDR171W,kinase_substrate,1
YDL101C,YDR264C,kinase_substrate,1
YDL101C,YDR523C,kinase_substrate,1
YDL101C,YDR531W,kinase_substrate,1
YDL101C,YEL017W,kinase_substrate,1
YDL101C,YER064C,kinase_substrate,1
YDL101C,YER079W,kinase_substrate,1
YDL101C,YGR038CA,kinase_substrate,1
YDL101C,YHR067W,kinase_substrate,1
YDL101C,YHR185C,kinase_substrate,1
YDL101C,YJL111W,kinase_substrate,1
YDL101C,YJR056C,kinase_substrate,1
YDL101C,YKR097W,kinase_substrate,1
YDL101C,YLR001C,kinase_substrate,1
YDL101C,YLR098C,kinase_substrate,1
YDL101C,YLR265C,kinase_substrate,1
YDL101C,YLR437C,kinase_substrate,1
YDL101C,YML058W,kinase_substrate,1
YDL101C,YML083C,kinase_substrate,1
YDL101C,YPL153C,kinase_substrate,1
YDL101C,YPL177C,kinase_substrate,1
YDL108W,YAL020C,kinase_substrate,1
YDL108W,YAL034WA,kinase_substrate,1
YDL108W,YBR024W,kinase_substrate,1
YDL108W,YDL140C,kinase_substrate,1
YDL108W,YDL166C,kinase_substrate,1
YDL108W,YER064C,kinase_substrate,1
YDL108W,YLR071C,kinase_substrate,1
YDL108W,YOL012C,kinase_substrate,1
YDL108W,YOR174W,kinase_substrate,1
YDL108W,YOR272W,kinase_substrate,1
YDL108W,YPR013C,kinase_substrate,1
YDL127W,YFR034C,kinase_substrate,1
YDL214C,YAR018C,kinase_substrate,1
YDL214C,YAR019C,kinase_substrate,1
YDL214C,YBL007C,kinase_substrate,1
YDL214C,YBL024W,kinase_substrate,1
YDL214C,YBL074C,kinase_substrate,1
YDL214C,YBR035C,kinase_substrate,1
YDL214C,YCR073WA,kinase_substrate,1
YDL214C,YCR079W,kinase_substrate,1
YDL214C,YDL039C,kinase_substrate,1
YDL214C,YDL131W,kinase_substrate,1
YDL214C,YDL153C,kinase_substrate,1
YDL214C,YDL220C,kinase_substrate,1
YDL214C,YGR249W,kinase_substrate,1
YDL214C,YGR276C,kinase_substrate,1
YDL214C,YHL018W,kinase_substrate,1
YDL214C,YHR060W,kinase_substrate,1
YDL214C,YHR121W,kinase_substrate,1
YDL214C,YHR139C,kinase_substrate,1
YDL214C,YIL107C,kinase_substrate,1
YDL214C,YJL051W,kinase_substrate,1
YDL214C,YJL110C,kinase_substrate,1
YDL214C,YJL198W,kinase_substrate,1
YDL214C,YJR103W,kinase_substrate,1
YDL214C,YKL012W,kinase_substrate,1
YDL214C,YKL080W,kinase_substrate,1
YDL214C,YKL168C,kinase_substrate,1
YDL214C,YKR092C,kinase_substrate,1
YDL214C,YML037C,kinase_substrate,1
YDL214C,YML083C,kinase_substrate,1
YDL214C,YMR102C,kinase_substrate,1
YDL214C,YMR140W,kinase_substrate,1
YDL214C,YMR165C,kinase_substrate,1
YDL214C,YNL227C,kinase_substrate,1
YDL214C,YNR006W,kinase_substrate,1
YDL214C,YOL065C,kinase_substrate,1
YDL214C,YPL166W,kinase_substrate,1
YDL235C,YLR006C,kinase_substrate,1
YDR122W,YCR073WA,kinase_substrate,1
YDR122W,YGR249W,kinase_substrate,1
YDR122W,YIL107C,kinase_substrate,1
YDR247W,YBL024W,kinase_substrate,1
YDR247W,YBL066C,kinase_substrate,1
YDR247W,YBR059C,kinase_substrate,1
YDR247W,YCR073WA,kinase_substrate,1
YDR247W,YGL184C,kinase_substrate,1
YDR247W,YGR249W,kinase_substrate,1
YDR247W,YHR063C,kinase_substrate,1
YDR247W,YIL033C,kinase_substrate,1
YDR247W,YIL107C,kinase_substrate,1
YDR247W,YJR049C,kinase_substrate,1
YDR247W,YJR130C,kinase_substrate,1
YDR247W,YKL093W,kinase_substrate,1
YDR247W,YMR140W,kinase_substrate,1
YDR247W,YNR034W,kinase_substrate,1
YDR283C,YGR054W,kinase_substrate,1
YDR283C,YJR007W,kinase_substrate,1
YDR466W,YJL089W,kinase_substrate,1
YDR466W,YLR228C,kinase_substrate,1
YDR466W,YML037C,kinase_substrate,1
YDR466W,YNL232W,kinase_substrate,1
YDR466W,YOL139C,kinase_substrate,1
YDR466W,YPL246C,kinase_substrate,1
YDR477W,YAR014C,kinase_substrate,1
YDR477W,YBL055C,kinase_substrate,1
YDR477W,YBL061C,kinase_substrate,1
YDR477W,YBR010W,kinase_substrate,1
YDR477W,YBR118W,kinase_substrate,1
YDR477W,YBR130C,kinase_substrate,1
YDR477W,YBR155W,kinase_substrate,1
YDR477W,YDL025C,kinase_substrate,1
YDR477W,YDL051W,kinase_substrate,1
YDR477W,YDL070W,kinase_substrate,1
YDR477W,YDL220C,kinase_substrate,1
YDR477W,YDL225W,kinase_substrate,1
YDR477W,YDR113C,kinase_substrate,1
YDR477W,YDR120C,kinase_substrate,1
YDR477W,YDR293C,kinase_substrate,1
YDR477W,YDR312W,kinase_substrate,1
YDR477W,YDR422C,kinase_substrate,1
YDR477W,YER024W,kinase_substrate,1
YDR477W,YER027C,kinase_substrate,1
YDR477W,YER028C,kinase_substrate,1
YDR477W,YER040W,kinase_substrate,1
YDR477W,YER122C,kinase_substrate,1
YDR477W,YER125W,kinase_substrate,1
YDR477W,YFL054C,kinase_substrate,1
YDR477W,YFR010W,kinase_substrate,1
YDR477W,YFR022W,kinase_substrate,1
YDR477W,YGL023C,kinase_substrate,1
YDR477W,YGL035C,kinase_substrate,1
YDR477W,YGL073W,kinase_substrate,1
YDR477W,YGL179C,kinase_substrate,1
YDR477W,YGL207W,kinase_substrate,1
YDR477W,YGL208W,kinase_substrate,1
YDR477W,YGL253W,kinase_substrate,1
YDR477W,YGR252W,kinase_substrate,1
YDR477W,YHL033C,kinase_substrate,1
YDR477W,YHR073W,kinase_substrate,1
YDR477W,YHR103W,kinase_substrate,1
YDR477W,YHR117W,kinase_substrate,1
YDR477W,YHR133C,kinase_substrate,1
YDR477W,YHR205W,kinase_substrate,1
YDR477W,YHR214CC,kinase_substrate,1
YDR477W,YIL044C,kinase_substrate,1
YDR477W,YIL075C,kinase_substrate,1
YDR477W,YIL107C,kinase_substrate,1
YDR477W,YIL112W,kinase_substrate,1
YDR477W,YIL156W,kinase_substrate,1
YDR477W,YJL033W,kinase_substrate,1
YDR477W,YJL080C,kinase_substrate,1
YDR477W,YJL084C,kinase_substrate,1
YDR477W,YJL103C,kinase_substrate,1
YDR477W,YJL110C,kinase_substrate,1
YDR477W,YJL148W,kinase_substrate,1
YDR477W,YJR019C,kinase_substrate,1
YDR477W,YKL008C,kinase_substrate,1
YDR477W,YKL023W,kinase_substrate,1
YDR477W,YKL079W,kinase_substrate,1
YDR477W,YKL121W,kinase_substrate,1
YDR477W,YKR009C,kinase_substrate,1
YDR477W,YKR022C,kinase_substrate,1
YDR477W,YKR071C,kinase_substrate,1
YDR477W,YLL027W,kinase_substrate,1
YDR477W,YLR150W,kinase_substrate,1
YDR477W,YLR192C,kinase_substrate,1
YDR477W,YLR242C,kinase_substrate,1
YDR477W,YLR265C,kinase_substrate,1
YDR477W,YLR439W,kinase_substrate,1
YDR477W,YML062C,kinase_substrate,1
YDR477W,YML111W,kinase_substrate,1
YDR477W,YMR015C,kinase_substrate,1
YDR477W,YMR037C,kinase_substrate,1
YDR477W,YMR102C,kinase_substrate,1
YDR477W,YMR165C,kinase_substrate,1
YDR477W,YMR205C,kinase_substrate,1
YDR477W,YMR290C,kinase_substrate,1
YDR477W,YNL007C,kinase_substrate,1
YDR477W,YNL186W,kinase_substrate,1
YDR477W,YNL227C,kinase_substrate,1
YDR477W,YNL272C,kinase_substrate,1
YDR477W,YNR013C,kinase_substrate,1
YDR477W,YNR016C,kinase_substrate,1
YDR477W,YOL059W,kinase_substrate,1
YDR477W,YOL136C,kinase_substrate,1
YDR477W,YOR018W,kinase_substrate,1
YDR477W,YOR054C,kinase_substrate,1
YDR477W,YOR123C,kinase_substrate,1
YDR477W,YOR198C,kinase_substrate,1
YDR477W,YOR216C,kinase_substrate,1
YDR477W,YOR340C,kinase_substrate,1
YDR477W,YPL146C,kinase_substrate,1
YDR477W,YPR115W,kinase_substrate,1
YDR477W,YPR143W,kinase_substrate,1
YDR477W,YPR156C,kinase_substrate,1
YDR477W,YPR171W,kinase_substrate,1
YDR490C,YDR283C,kinase_substrate,1
YDR490C,YGR086C,kinase_substrate,1
YDR490C,YHR205W,kinase_substrate,1
YDR490C,YKL126W,kinase_substrate,1
YDR490C,YMR104C,kinase_substrate,1
YDR490C,YPL004C,kinase_substrate,1
YDR499W,YPL153C,kinase_substrate,1
YDR507C,YCL032W,kinase_substrate,1
YDR507C,YDL225W,kinase_substrate,1
YDR507C,YKL093W,kinase_substrate,1
YDR507C,YLR242C,kinase_substrate,1
YDR507C,YLR345W,kinase_substrate,1
YDR507C,YMR086W,kinase_substrate,1
YDR523C,YGL066W,kinase_substrate,1
YDR523C,YIL103W,kinase_substrate,1
YDR523C,YJR078W,kinase_substrate,1
YDR523C,YOR252W,kinase_substrate,1
YDR523C,YPL246C,kinase_substrate,1
YER027C,YOL136C,kinase_substrate,1
YER123W,YDR080W,kinase_substrate,1
YER123W,YDR428C,kinase_substrate,1
YER123W,YMR036C,kinase_substrate,1
YER123W,YMR153W,kinase_substrate,1
YER129W,YDR477W,kinase_substrate,1
YER129W,YER027C,kinase_substrate,1
YER129W,YGL035C,kinase_substrate,1
YER171W,YDL140C,kinase_substrate,1
YFL029C,YDL108W,kinase_substrate,1
YFL029C,YJL106W,kinase_substrate,1
YFL029C,YKL139W,kinase_substrate,1
YFL029C,YPR054W,kinase_substrate,1
YFL029C,YPR161C,kinase_substrate,1
YFL033C,YBL011W,kinase_substrate,1
YFL033C,YBR035C,kinase_substrate,1
YFL033C,YCR052W,kinase_substrate,1
YFL033C,YDL002C,kinase_substrate,1
YFL033C,YER151C,kinase_substrate,1
YFL033C,YGL185C,kinase_substrate,1
YFL033C,YGR276C,kinase_substrate,1
YFL033C,YHR132WA,kinase_substrate,1
YFL033C,YIL116W,kinase_substrate,1
YFL033C,YLR263W,kinase_substrate,1
YFL033C,YMR155W,kinase_substrate,1
YFL033C,YNL157W,kinase_substrate,1
YFL033C,YOL147C,kinase_substrate,1
YFL033C,YOR162C,kinase_substrate,1
YFL033C,YOR380W,kinase_substrate,1
YFL033C,YPL031C,kinase_substrate,1
YFR014C,YAL028W,kinase_substrate,1
YFR014C,YBL011W,kinase_substrate,1
YFR014C,YBL047C,kinase_substrate,1
YFR014C,YBL055C,kinase_substrate,1
YFR014C,YBL064C,kinase_substrate,1
YFR014C,YBL078C,kinase_substrate,1
YFR014C,YBR001C,kinase_substrate,1
YFR014C,YBR109C,kinase_substrate,1
YFR014C,YBR169C,kinase_substrate,1
YFR014C,YBR177C,kinase_substrate,1
YFR014C,YBR267W,kinase_substrate,1
YFR014C,YCL029C,kinase_substrate,1
YFR014C,YCR075C,kinase_substrate,1
YFR014C,YDL006W,kinase_substrate,1
YFR014C,YDL143W,kinase_substrate,1
YFR014C,YDR001C,kinase_substrate,1
YFR014C,YDR019C,kinase_substrate,1
YFR014C,YDR099W,kinase_substrate,1
YFR014C,YDR113C,kinase_substrate,1
YFR014C,YDR169C,kinase_substrate,1
YFR014C,YDR312W,kinase_substrate,1
YFR014C,YDR328C,kinase_substrate,1
YFR014C,YDR335W,kinase_substrate,1
YFR014C,YDR354W,kinase_substrate,1
YFR014C,YDR486C,kinase_substrate,1
YFR014C,YEL017W,kinase_substrate,1
YFR014C,YER054C,kinase_substrate,1
YFR014C,YER092W,kinase_substrate,1
YFR014C,YER128W,kinase_substrate,1
YFR014C,YER131W,kinase_substrate,1
YFR014C,YER142C,kinase_substrate,1
YFR014C,YER143W,kinase_substrate,1
YFR014C,YER153C,kinase_substrate,1
YFR014C,YER154W,kinase_substrate,1
YFR014C,YER157W,kinase_substrate,1
YFR014C,YER174C,kinase_substrate,1
YFR014C,YER175C,kinase_substrate,1
YFR014C,YFL054C,kinase_substrate,1
YFR014C,YFR010W,kinase_substrate,1
YFR014C,YFR017C,kinase_substrate,1
YFR014C,YFR033C,kinase_substrate,1
YFR014C,YGL023C,kinase_substrate,1
YFR014C,YGL039W,kinase_substrate,1
YFR014C,YGL055W,kinase_substrate,1
YFR014C,YGL073W,kinase_substrate,1
YFR014C,YGL079W,kinase_substrate,1
YFR014C,YGL105W,kinase_substrate,1
YFR014C,YGL143C,kinase_substrate,1
YFR014C,YGL172W,kinase_substrate,1
YFR014C,YGL184C,kinase_substrate,1
YFR014C,YGL205W,kinase_substrate,1
YFR014C,YGL207W,kinase_substrate,1
YFR014C,YGL208W,kinase_substrate,1
YFR014C,YGR028W,kinase_substrate,1
YFR014C,YGR130C,kinase_substrate,1
YFR014C,YGR135W,kinase_substrate,1
YFR014C,YGR159C,kinase_substrate,1
YFR014C,YGR249W,kinase_substrate,1
YFR014C,YHR090C,kinase_substrate,1
YFR014C,YHR112C,kinase_substrate,1
YFR014C,YHR116W,kinase_substrate,1
YFR014C,YHR117W,kinase_substrate,1
YFR014C,YHR182W,kinase_substrate,1
YFR014C,YIL010W,kinase_substrate,1
YFR014C,YIL051C,kinase_substrate,1
YFR014C,YIL052C,kinase_substrate,1
YFR014C,YIL053W,kinase_substrate,1
YFR014C,YIL074C,kinase_substrate,1
YFR014C,YIL107C,kinase_substrate,1
YFR014C,YIL148W,kinase_substrate,1
YFR014C,YIL167W,kinase_substrate,1
YFR014C,YIR003W,kinase_substrate,1
YFR014C,YJL084C,kinase_substrate,1
YFR014C,YJL124C,kinase_substrate,1
YFR014C,YJL136C,kinase_substrate,1
YFR014C,YJL137C,kinase_substrate,1
YFR014C,YJL146W,kinase_substrate,1
YFR014C,YJL148W,kinase_substrate,1
YFR014C,YJL160C,kinase_substrate,1
YFR014C,YJL177W,kinase_substrate,1
YFR014C,YJL189W,kinase_substrate,1
YFR014C,YJR001W,kinase_substrate,1
YFR014C,YJR072C,kinase_substrate,1
YFR014C,YJR076C,kinase_substrate,1
YFR014C,YKL042W,kinase_substrate,1
YFR014C,YKL064W,kinase_substrate,1
YFR014C,YKL127W,kinase_substrate,1
YFR014C,YKL128C,kinase_substrate,1
YFR014C,YKL149C,kinase_substrate,1
YFR014C,YKL151C,kinase_substrate,1
YFR014C,YKR009C,kinase_substrate,1
YFR014C,YKR071C,kinase_substrate,1
YFR014C,YKR074W,kinase_substrate,1
YFR014C,YKR092C,kinase_substrate,1
YFR014C,YKR094C,kinase_substrate,1
YFR014C,YLL024C,kinase_substrate,1
YFR014C,YLL028W,kinase_substrate,1
YFR014C,YLL033W,kinase_substrate,1
YFR014C,YLL043W,kinase_substrate,1
YFR014C,YLR030W,kinase_substrate,1
YFR014C,YLR059C,kinase_substrate,1
YFR014C,YLR060W,kinase_substrate,1
YFR014C,YLR102C,kinase_substrate,1
YFR014C,YLR215C,kinase_substrate,1
YFR014C,YLR259C,kinase_substrate,1
YFR014C,YLR265C,kinase_substrate,1
YFR014C,YLR274W,kinase_substrate,1
YFR014C,YLR276C,kinase_substrate,1
YFR014C,YLR307W,kinase_substrate,1
YFR014C,YLR319C,kinase_substrate,1
YFR014C,YLR437C,kinase_substrate,1
YFR014C,YLR451W,kinase_substrate,1
YFR014C,YLR457C,kinase_substrate,1
YFR014C,YML030W,kinase_substrate,1
YFR014C,YML048W,kinase_substrate,1
YFR014C,YML062C,kinase_substrate,1
YFR014C,YMR049C,kinase_substrate,1
YFR014C,YMR087W,kinase_substrate,1
YFR014C,YMR140W,kinase_substrate,1
YFR014C,YMR165C,kinase_substrate,1
YFR014C,YMR173W,kinase_substrate,1
YFR014C,YMR290C,kinase_substrate,1
YFR014C,YNL021W,kinase_substrate,1
YFR014C,YNL027W,kinase_substrate,1
YFR014C,YNL121C,kinase_substrate,1
YFR014C,YNL186W,kinase_substrate,1
YFR014C,YNL218W,kinase_substrate,1
YFR014C,YNL227C,kinase_substrate,1
YFR014C,YNL245C,kinase_substrate,1
YFR014C,YNL267W,kinase_substrate,1
YFR014C,YNL272C,kinase_substrate,1
YFR014C,YNL316C,kinase_substrate,1
YFR014C,YNR033W,kinase_substrate,1
YFR014C,YOL148C,kinase_substrate,1
YFR014C,YOR054C,kinase_substrate,1
YFR014C,YOR078W,kinase_substrate,1
YFR014C,YOR092W,kinase_substrate,1
YFR014C,YOR113W,kinase_substrate,1
YFR014C,YOR123C,kinase_substrate,1
YFR014C,YOR141C,kinase_substrate,1
YFR014C,YOR257W,kinase_substrate,1
YFR014C,YOR332W,kinase_substrate,1
YFR014C,YOR340C,kinase_substrate,1
YFR014C,YPL100W,kinase_substrate,1
YFR014C,YPL133C,kinase_substrate,1
YFR014C,YPL139C,kinase_substrate,1
YFR014C,YPL146C,kinase_substrate,1
YFR014C,YPL156C,kinase_substrate,1
YFR014C,YPR035W,kinase_substrate,1
YFR014C,YPR036W,kinase_substrate,1
YFR014C,YPR083W,kinase_substrate,1
YFR014C,YPR152C,kinase_substrate,1
YFR014C,YPR171W,kinase_substrate,1
YFR014C,YPR187W,kinase_substrate,1
YGL019W,YGR082W,kinase_substrate,1
YGL019W,YGR113W,kinase_substrate,1
YGL019W,YGR140W,kinase_substrate,1
YGL019W,YJR093C,kinase_substrate,1
YGL019W,YKL089W,kinase_substrate,1
YGL019W,YLR079W,kinase_substrate,1
YGL019W,YNL131W,kinase_substrate,1
YGL019W,YOL026C,kinase_substrate,1
YGL059W,YAL009W,kinase_substrate,1
YGL059W,YBR028C,kinase_substrate,1
YGL059W,YBR059C,kinase_substrate,1
YGL059W,YBR142W,kinase_substrate,1
YGL059W,YBR157C,kinase_substrate,1
YGL059W,YBR170C,kinase_substrate,1
YGL059W,YCR073WA,kinase_substrate,1
YGL059W,YDL019C,kinase_substrate,1
YGL059W,YDL139C,kinase_substrate,1
YGL059W,YDL223C,kinase_substrate,1
YGL059W,YDR042C,kinase_substrate,1
YGL059W,YDR068W,kinase_substrate,1
YGL059W,YDR070C,kinase_substrate,1
YGL059W,YDR099W,kinase_substrate,1
YGL059W,YDR293C,kinase_substrate,1
YGL059W,YDR425W,kinase_substrate,1
YGL059W,YER078C,kinase_substrate,1
YGL059W,YFL017WA,kinase_substrate,1
YGL059W,YFL050C,kinase_substrate,1
YGL059W,YFR017C,kinase_substrate,1
YGL059W,YGL105W,kinase_substrate,1
YGL059W,YGL180W,kinase_substrate,1
YGL059W,YGL205W,kinase_substrate,1
YGL059W,YGR008C,kinase_substrate,1
YGL059W,YGR038W,kinase_substrate,1
YGL059W,YGR179C,kinase_substrate,1
YGL059W,YGR249W,kinase_substrate,1
YGL059W,YGR257C,kinase_substrate,1
YGL059W,YGR266W,kinase_substrate,1
YGL059W,YGR267C,kinase_substrate,1
YGL059W,YGR285C,kinase_substrate,1
YGL059W,YHR028C,kinase_substrate,1
YGL059W,YHR082C,kinase_substrate,1
YGL059W,YHR105W,kinase_substrate,1
YGL059W,YHR117W,kinase_substrate,1
YGL059W,YHR157W,kinase_substrate,1
YGL059W,YHR185C,kinase_substrate,1
YGL059W,YHR207C,kinase_substrate,1
YGL059W,YIL070C,kinase_substrate,1
YGL059W,YIL107C,kinase_substrate,1
YGL059W,YIL135C,kinase_substrate,1
YGL059W,YJL070C,kinase_substrate,1
YGL059W,YJL084C,kinase_substrate,1
YGL059W,YJL164C,kinase_substrate,1
YGL059W,YJR001W,kinase_substrate,1
YGL059W,YJR049C,kinase_substrate,1
YGL059W,YJR059W,kinase_substrate,1
YGL059W,YKL008C,kinase_substrate,1
YGL059W,YKL062W,kinase_substrate,1
YGL059W,YKL064W,kinase_substrate,1
YGL059W,YKL079W,kinase_substrate,1
YGL059W,YKL093W,kinase_substrate,1
YGL059W,YKL116C,kinase_substrate,1
YGL059W,YKL166C,kinase_substrate,1
YGL059W,YKL171W,kinase_substrate,1
YGL059W,YKL181W,kinase_substrate,1
YGL059W,YKR048C,kinase_substrate,1
YGL059W,YKR090W,kinase_substrate,1
YGL059W,YKR092C,kinase_substrate,1
YGL059W,YKR100C,kinase_substrate,1
YGL059W,YLL018C,kinase_substrate,1
YGL059W,YLL028W,kinase_substrate,1
YGL059W,YLL029W,kinase_substrate,1
YGL059W,YLL038C,kinase_substrate,1
YGL059W,YLR003C,kinase_substrate,1
YGL059W,YLR195C,kinase_substrate,1
YGL059W,YLR258W,kinase_substrate,1
YGL059W,YLR319C,kinase_substrate,1
YGL059W,YML048W,kinase_substrate,1
YGL059W,YML063W,kinase_substrate,1
YGL059W,YMR086W,kinase_substrate,1
YGL059W,YMR120C,kinase_substrate,1
YGL059W,YMR140W,kinase_substrate,1
YGL059W,YMR165C,kinase_substrate,1
YGL059W,YMR196W,kinase_substrate,1
YGL059W,YNL074C,kinase_substrate,1
YGL059W,YNL117W,kinase_substrate,1
