Protein1,Protein2,Interaction,Directed
YLL004W,YBR060C,ppi,0
YLR002C,YBR060C,ppi,0
YLR117C,YBR060C,ppi,0
YML065W,YBR060C,ppi,0
YMR036C,YBR060C,ppi,0
YNL031C,YBR060C,ppi,0
YNL068C,YBR060C,ppi,0
YNL182C,YBR060C,ppi,0
YNL261W,YBR060C,ppi,0
YPL001W,YBR060C,ppi,0
YPL008W,YBR060C,ppi,0
YPL138C,YBR060C,ppi,0
YPR162C,YBR060C,ppi,0
YMR259C,YBR061C,ppi,0
YPL183C,YBR061C,ppi,0
YDR088C,YBR065C,ppi,0
YLL036C,YBR065C,ppi,0
YLR117C,YBR065C,ppi,0
YPL213W,YBR065C,ppi,0
YDR477W,YBR066C,ppi,0
YJR077C,YBR069C,ppi,0
YPL151C,YBR069C,ppi,0
YBR243C,YBR070C,ppi,0
YGL047W,YBR070C,ppi,0
YPR183W,YBR070C,ppi,0
YHR200W,YBR071W,ppi,0
YOL016C,YBR071W,ppi,0
YDR172W,YBR072W,ppi,0
YDR507C,YBR072W,ppi,0
YIL126W,YBR072W,ppi,0
YMR236W,YBR072W,ppi,0
YOL072W,YBR072W,ppi,0
YER095W,YBR073W,ppi,0
YER179W,YBR073W,ppi,0
YML032C,YBR073W,ppi,0
YJR059W,YBR074W,ppi,0
YGR163W,YBR077C,ppi,0
YKR007W,YBR077C,ppi,0
YKR039W,YBR077C,ppi,0
YML121W,YBR077C,ppi,0
YDR429C,YBR079C,ppi,0
YEL034W,YBR079C,ppi,0
YER025W,YBR079C,ppi,0
YER036C,YBR079C,ppi,0
YER165W,YBR079C,ppi,0
YGL123W,YBR079C,ppi,0
YGR118W,YBR079C,ppi,0
YGR162W,YBR079C,ppi,0
YGR214W,YBR079C,ppi,0
YHR087W,YBR079C,ppi,0
YIL071C,YBR079C,ppi,0
YIL106W,YBR079C,ppi,0
YJL190C,YBR079C,ppi,0
YLR048W,YBR079C,ppi,0
YLR178C,YBR079C,ppi,0
YLR192C,YBR079C,ppi,0
YML085C,YBR079C,ppi,0
YMR146C,YBR079C,ppi,0
YMR309C,YBR079C,ppi,0
YNL178W,YBR079C,ppi,0
YNL207W,YBR079C,ppi,0
YNL243W,YBR079C,ppi,0
YNL244C,YBR079C,ppi,0
YOL117W,YBR079C,ppi,0
YOR361C,YBR079C,ppi,0
YPR041W,YBR079C,ppi,0
YPR132W,YBR079C,ppi,0
YBR200W,YBR080C,ppi,0
YDL007W,YBR080C,ppi,0
YDL097C,YBR080C,ppi,0
YDL147W,YBR080C,ppi,0
YDR427W,YBR080C,ppi,0
YER021W,YBR080C,ppi,0
YFR004W,YBR080C,ppi,0
YFR052W,YBR080C,ppi,0
YGL137W,YBR080C,ppi,0
YGR209C,YBR080C,ppi,0
YHR027C,YBR080C,ppi,0
YHR200W,YBR080C,ppi,0
YIL004C,YBR080C,ppi,0
YIL075C,YBR080C,ppi,0
YKL145W,YBR080C,ppi,0
YKL196C,YBR080C,ppi,0
YLR026C,YBR080C,ppi,0
YLR043C,YBR080C,ppi,0
YLR078C,YBR080C,ppi,0
YLR268W,YBR080C,ppi,0
YLR421C,YBR080C,ppi,0
YNL015W,YBR080C,ppi,0
YOR036W,YBR080C,ppi,0
YOR106W,YBR080C,ppi,0
YOR259C,YBR080C,ppi,0
YOR261C,YBR080C,ppi,0
YPR108W,YBR080C,ppi,0
YBR111WA,YBR081C,ppi,0
YBR198C,YBR081C,ppi,0
YCL010C,YBR081C,ppi,0
YDR145W,YBR081C,ppi,0
YDR167W,YBR081C,ppi,0
YDR176W,YBR081C,ppi,0
YDR216W,YBR081C,ppi,0
YDR392W,YBR081C,ppi,0
YDR448W,YBR081C,ppi,0
YDR510W,YBR081C,ppi,0
YEL009C,YBR081C,ppi,0
YER148W,YBR081C,ppi,0
YER164W,YBR081C,ppi,0
YGL043W,YBR081C,ppi,0
YGL048C,YBR081C,ppi,0
YGL066W,YBR081C,ppi,0
YGL112C,YBR081C,ppi,0
YGL120C,YBR081C,ppi,0
YGL158W,YBR081C,ppi,0
YGL252C,YBR081C,ppi,0
YGR252W,YBR081C,ppi,0
YHR099W,YBR081C,ppi,0
YLR055C,YBR081C,ppi,0
YMR223W,YBR081C,ppi,0
YMR236W,YBR081C,ppi,0
YNL030W,YBR081C,ppi,0
YOL148C,YBR081C,ppi,0
YPL047W,YBR081C,ppi,0
YPL082C,YBR081C,ppi,0
YPL254W,YBR081C,ppi,0
YDL008W,YBR082C,ppi,0
YDL013W,YBR082C,ppi,0
YDL190C,YBR082C,ppi,0
YDR059C,YBR082C,ppi,0
YDR244W,YBR082C,ppi,0
YDR266C,YBR082C,ppi,0
YDR460W,YBR082C,ppi,0
YER012W,YBR082C,ppi,0
YER068W,YBR082C,ppi,0
YER116C,YBR082C,ppi,0
YER125W,YBR082C,ppi,0
YGL003C,YBR082C,ppi,0
YGL131C,YBR082C,ppi,0
YGL141W,YBR082C,ppi,0
YGR003W,YBR082C,ppi,0
YHR193C,YBR082C,ppi,0
YJL210W,YBR082C,ppi,0
YJR123W,YBR082C,ppi,0
YKL010C,YBR082C,ppi,0
YKL034W,YBR082C,ppi,0
YKR017C,YBR082C,ppi,0
YLR005W,YBR082C,ppi,0
YMR231W,YBR082C,ppi,0
YNL031C,YBR082C,ppi,0
YOL013C,YBR082C,ppi,0
YOL133W,YBR082C,ppi,0
YOR191W,YBR082C,ppi,0
YPL037C,YBR082C,ppi,0
YPL153C,YBR082C,ppi,0
YPL269W,YBR082C,ppi,0
YPR103W,YBR082C,ppi,0
YDR510W,YBR083W,ppi,0
YER109C,YBR083W,ppi,0
YER125W,YBR083W,ppi,0
YFL009W,YBR083W,ppi,0
YGR040W,YBR083W,ppi,0
YHR084W,YBR083W,ppi,0
YKL161C,YBR083W,ppi,0
YLL039C,YBR083W,ppi,0
YMR164C,YBR083W,ppi,0
YPL049C,YBR083W,ppi,0
YDR333C,YBR084CA,ppi,0
YGL246C,YBR084CA,ppi,0
YKR081C,YBR084CA,ppi,0
YNL255C,YBR084CA,ppi,0
YCR008W,YBR084W,ppi,0
YDR365C,YBR084W,ppi,0
YDR466W,YBR084W,ppi,0
YER036C,YBR084W,ppi,0
YER123W,YBR084W,ppi,0
YGL019W,YBR084W,ppi,0
YJR059W,YBR084W,ppi,0
YNL207W,YBR084W,ppi,0
YOR014W,YBR084W,ppi,0
YPL005W,YBR084W,ppi,0
YER110C,YBR085W,ppi,0
YGL008C,YBR086C,ppi,0
YGR142W,YBR086C,ppi,0
YKL130C,YBR086C,ppi,0
YLL039C,YBR086C,ppi,0
YBR088C,YBR087W,ppi,0
YDL164C,YBR087W,ppi,0
YER173W,YBR087W,ppi,0
YFR027W,YBR087W,ppi,0
YHR191C,YBR087W,ppi,0
YJL115W,YBR087W,ppi,0
YJR068W,YBR087W,ppi,0
YMR078C,YBR087W,ppi,0
YOL016C,YBR087W,ppi,0
YOR144C,YBR087W,ppi,0
YCR034W,YBR088C,ppi,0
YCR092C,YBR088C,ppi,0
YDL108W,YBR088C,ppi,0
YDL164C,YBR088C,ppi,0
YDR013W,YBR088C,ppi,0
YDR097C,YBR088C,ppi,0
YDR181C,YBR088C,ppi,0
YDR419W,YBR088C,ppi,0
YDR510W,YBR088C,ppi,0
YFL029C,YBR088C,ppi,0
YHR031C,YBR088C,ppi,0
YIL139C,YBR088C,ppi,0
YJL092W,YBR088C,ppi,0
YJR043C,YBR088C,ppi,0
YJR068W,YBR088C,ppi,0
YKL113C,YBR088C,ppi,0
YLL002W,YBR088C,ppi,0
YLR096W,YBR088C,ppi,0
YML021C,YBR088C,ppi,0
YML102W,YBR088C,ppi,0
YMR078C,YBR088C,ppi,0
YMR167W,YBR088C,ppi,0
YNL186W,YBR088C,ppi,0
YNL206C,YBR088C,ppi,0
YNL218W,YBR088C,ppi,0
YNL290W,YBR088C,ppi,0
YNR052C,YBR088C,ppi,0
YOL090W,YBR088C,ppi,0
YOL094C,YBR088C,ppi,0
YOR144C,YBR088C,ppi,0
YOR213C,YBR088C,ppi,0
YOR217W,YBR088C,ppi,0
YOR346W,YBR088C,ppi,0
YPL167C,YBR088C,ppi,0
YCR084C,YBR089CA,ppi,0
YDL092W,YBR089CA,ppi,0
YDR208W,YBR089CA,ppi,0
YDR224C,YBR089CA,ppi,0
YDR225W,YBR089CA,ppi,0
YDR311W,YBR089CA,ppi,0
YGL025C,YBR089CA,ppi,0
YGR005C,YBR089CA,ppi,0
YGR104C,YBR089CA,ppi,0
YGR274C,YBR089CA,ppi,0
YHR154W,YBR089CA,ppi,0
YJL140W,YBR089CA,ppi,0
YJL176C,YBR089CA,ppi,0
YJR060W,YBR089CA,ppi,0
YKL028W,YBR089CA,ppi,0
YKR062W,YBR089CA,ppi,0
YKR095W,YBR089CA,ppi,0
YNL030W,YBR089CA,ppi,0
YNL031C,YBR089CA,ppi,0
YNL216W,YBR089CA,ppi,0
YOR187W,YBR089CA,ppi,0
YPL127C,YBR089CA,ppi,0
YPL194W,YBR089CA,ppi,0
YPL248C,YBR089CA,ppi,0
YPR052C,YBR089CA,ppi,0
YPR056W,YBR089CA,ppi,0
YPR187W,YBR089CA,ppi,0
YDL217C,YBR091C,ppi,0
YEL020WA,YBR091C,ppi,0
YHR005CA,YBR091C,ppi,0
YJL054W,YBR091C,ppi,0
YKL195W,YBR091C,ppi,0
YNR017W,YBR091C,ppi,0
YOR297C,YBR091C,ppi,0
YCL043C,YBR093C,ppi,0
YDL106C,YBR093C,ppi,0
YGR282C,YBR093C,ppi,0
YJL066C,YBR093C,ppi,0
YJL176C,YBR093C,ppi,0
YOL149W,YBR094W,ppi,0
YCR009C,YBR095C,ppi,0
YDL076C,YBR095C,ppi,0
YDR143C,YBR095C,ppi,0
YDR207C,YBR095C,ppi,0
YIL084C,YBR095C,ppi,0
YIL094C,YBR095C,ppi,0
YKL185W,YBR095C,ppi,0
YMR159C,YBR095C,ppi,0
YMR263W,YBR095C,ppi,0
YNL097C,YBR095C,ppi,0
YNL189W,YBR095C,ppi,0
YNL330C,YBR095C,ppi,0
YOL004W,YBR095C,ppi,0
YPL139C,YBR095C,ppi,0
YPL149W,YBR095C,ppi,0
YPL181W,YBR095C,ppi,0
YPR023C,YBR095C,ppi,0
YDR477W,YBR096W,ppi,0
YBR128C,YBR097W,ppi,0
YHR005C,YBR097W,ppi,0
YLL039C,YBR097W,ppi,0
YLR240W,YBR097W,ppi,0
YLR360W,YBR097W,ppi,0
YPL120W,YBR097W,ppi,0
YDR386W,YBR098W,ppi,0
YKL113C,YBR098W,ppi,0
YDL229W,YBR101C,ppi,0
YNL209W,YBR101C,ppi,0
YBR200W,YBR102C,ppi,0
YDR027C,YBR102C,ppi,0
YDR166C,YBR102C,ppi,0
YGL233W,YBR102C,ppi,0
YHR165C,YBR102C,ppi,0
YIL061C,YBR102C,ppi,0
YIL068C,YBR102C,ppi,0
YJL085W,YBR102C,ppi,0
YKL130C,YBR102C,ppi,0
YLR166C,YBR102C,ppi,0
YOR326W,YBR102C,ppi,0
YPR032W,YBR102C,ppi,0
YPR055W,YBR102C,ppi,0
YCR033W,YBR103W,ppi,0
YDR155C,YBR103W,ppi,0
YDR227W,YBR103W,ppi,0
YGL194C,YBR103W,ppi,0
YHR119W,YBR103W,ppi,0
YIL112W,YBR103W,ppi,0
YKR029C,YBR103W,ppi,0
YOL068C,YBR103W,ppi,0
YGL227W,YBR105C,ppi,0
YIL017C,YBR105C,ppi,0
YIL076W,YBR105C,ppi,0
YBR211C,YBR107C,ppi,0
YDL160CA,YBR107C,ppi,0
YDR254W,YBR107C,ppi,0
YFR046C,YBR107C,ppi,0
YGL071W,YBR107C,ppi,0
YGR179C,YBR107C,ppi,0
YIR010W,YBR107C,ppi,0
YPL018W,YBR107C,ppi,0
YPR046W,YBR107C,ppi,0
YCR009C,YBR108W,ppi,0
YDR388W,YBR108W,ppi,0
YFR024CA,YBR108W,ppi,0
YHR016C,YBR108W,ppi,0
YBR213W,YBR109C,ppi,0
YBR229C,YBR109C,ppi,0
YDL028C,YBR109C,ppi,0
YDR195W,YBR109C,ppi,0
YDR231C,YBR109C,ppi,0
YDR292C,YBR109C,ppi,0
YDR356W,YBR109C,ppi,0
YER023W,YBR109C,ppi,0
YER133W,YBR109C,ppi,0
YFL003C,YBR109C,ppi,0
YFL004W,YBR109C,ppi,0
YFL010WA,YBR109C,ppi,0
YFR004W,YBR109C,ppi,0
YGL063W,YBR109C,ppi,0
YGL106W,YBR109C,ppi,0
YGL229C,YBR109C,ppi,0
YGR034W,YBR109C,ppi,0
YGR144W,YBR109C,ppi,0
YGR253C,YBR109C,ppi,0
YHR028C,YBR109C,ppi,0
YHR179W,YBR109C,ppi,0
YIL021W,YBR109C,ppi,0
YIL095W,YBR109C,ppi,0
YIL149C,YBR109C,ppi,0
YJL012C,YBR109C,ppi,0
YJL187C,YBR109C,ppi,0
YJR065C,YBR109C,ppi,0
YJR073C,YBR109C,ppi,0
YKL042W,YBR109C,ppi,0
YKL175W,YBR109C,ppi,0
YKR025W,YBR109C,ppi,0
YLL051C,YBR109C,ppi,0
YLR212C,YBR109C,ppi,0
YLR433C,YBR109C,ppi,0
YLR443W,YBR109C,ppi,0
YML057W,YBR109C,ppi,0
YMR109W,YBR109C,ppi,0
YMR200W,YBR109C,ppi,0
YMR250W,YBR109C,ppi,0
YNL053W,YBR109C,ppi,0
YNL066W,YBR109C,ppi,0
YNL079C,YBR109C,ppi,0
YNL202W,YBR109C,ppi,0
YNL209W,YBR109C,ppi,0
YNL225C,YBR109C,ppi,0
YNR035C,YBR109C,ppi,0
YOL016C,YBR109C,ppi,0
YOR039W,YBR109C,ppi,0
YOR061W,YBR109C,ppi,0
YOR326W,YBR109C,ppi,0
YOR358W,YBR109C,ppi,0
YPL019C,YBR109C,ppi,0
YPL124W,YBR109C,ppi,0
YPL242C,YBR109C,ppi,0
YGL065C,YBR110W,ppi,0
YNL048W,YBR110W,ppi,0
YBR135W,YBR111WA,ppi,0
YDL140C,YBR111WA,ppi,0
YDL160C,YBR111WA,ppi,0
YDR145W,YBR111WA,ppi,0
YDR159W,YBR111WA,ppi,0
YDR176W,YBR111WA,ppi,0
YDR381W,YBR111WA,ppi,0
YDR448W,YBR111WA,ppi,0
YGL066W,YBR111WA,ppi,0
YGL112C,YBR111WA,ppi,0
YGR252W,YBR111WA,ppi,0
YHR099W,YBR111WA,ppi,0
YLR055C,YBR111WA,ppi,0
YMR223W,YBR111WA,ppi,0
YOL072W,YBR111WA,ppi,0
YOR257W,YBR111WA,ppi,0
YPL047W,YBR111WA,ppi,0
YPL082C,YBR111WA,ppi,0
YPL169C,YBR111WA,ppi,0
YCL067C,YBR112C,ppi,0
YCR084C,YBR112C,ppi,0
YDL005C,YBR112C,ppi,0
YDR043C,YBR112C,ppi,0
YDR259C,YBR112C,ppi,0
YGL025C,YBR112C,ppi,0
YGL035C,YBR112C,ppi,0
YGL071W,YBR112C,ppi,0
YGL162W,YBR112C,ppi,0
YGL181W,YBR112C,ppi,0
YGL194C,YBR112C,ppi,0
YGR252W,YBR112C,ppi,0
YHL020C,YBR112C,ppi,0
YHR206W,YBR112C,ppi,0
YIL021W,YBR112C,ppi,0
YJL168C,YBR112C,ppi,0
YKL038W,YBR112C,ppi,0
YKL043W,YBR112C,ppi,0
YLR176C,YBR112C,ppi,0
YNL167C,YBR112C,ppi,0
YNL330C,YBR112C,ppi,0
YOR028C,YBR112C,ppi,0
YOR140W,YBR112C,ppi,0
YOR174W,YBR112C,ppi,0
YPL177C,YBR112C,ppi,0
YPL181W,YBR112C,ppi,0
YPR068C,YBR112C,ppi,0
YDR143C,YBR114W,ppi,0
YDR510W,YBR114W,ppi,0
YGR003W,YBR114W,ppi,0
YJR052W,YBR114W,ppi,0
YKL112W,YBR114W,ppi,0
YMR190C,YBR114W,ppi,0
YMR201C,YBR114W,ppi,0
YPL046C,YBR114W,ppi,0
YCR059C,YBR118W,ppi,0
YDL002C,YBR118W,ppi,0
YDL160C,YBR118W,ppi,0
YDR283C,YBR118W,ppi,0
YEL034W,YBR118W,ppi,0
YER012W,YBR118W,ppi,0
YER112W,YBR118W,ppi,0
YFL023W,YBR118W,ppi,0
YGR173W,YBR118W,ppi,0
YHR084W,YBR118W,ppi,0
YHR154W,YBR118W,ppi,0
YHR186C,YBR118W,ppi,0
YIL115C,YBR118W,ppi,0
YJL039C,YBR118W,ppi,0
YJL124C,YBR118W,ppi,0
YJL190C,YBR118W,ppi,0
YKL117W,YBR118W,ppi,0
YKL139W,YBR118W,ppi,0
YLR166C,YBR118W,ppi,0
YLR249W,YBR118W,ppi,0
YLR340W,YBR118W,ppi,0
YLR367W,YBR118W,ppi,0
YLR438CA,YBR118W,ppi,0
YNL271C,YBR118W,ppi,0
YOR112W,YBR118W,ppi,0
YPR016C,YBR118W,ppi,0
YPR119W,YBR118W,ppi,0
YBR130C,YBR119W,ppi,0
YDR432W,YBR119W,ppi,0
YGR013W,YBR119W,ppi,0
YHR086W,YBR119W,ppi,0
YIL061C,YBR119W,ppi,0
YKL074C,YBR119W,ppi,0
YKL130C,YBR119W,ppi,0
YLL036C,YBR119W,ppi,0
YLR116W,YBR119W,ppi,0
YOR308C,YBR119W,ppi,0
YPL213W,YBR119W,ppi,0
YPL215W,YBR120C,ppi,0
YGR128C,YBR121C,ppi,0
YHL004W,YBR122C,ppi,0
YLR203C,YBR122C,ppi,0
YPL132W,YBR122C,ppi,0
YDR362C,YBR123C,ppi,0
YGR047C,YBR123C,ppi,0
YGR246C,YBR123C,ppi,0
YKL068W,YBR123C,ppi,0
YLR086W,YBR123C,ppi,0
YMR039C,YBR123C,ppi,0
YOR110W,YBR123C,ppi,0
YDR071C,YBR125C,ppi,0
YDR247W,YBR125C,ppi,0
YGL206C,YBR125C,ppi,0
YNL189W,YBR125C,ppi,0
YDR074W,YBR126C,ppi,0
YFL033C,YBR126C,ppi,0
YML100W,YBR126C,ppi,0
YMR261C,YBR126C,ppi,0
YDL185W,YBR127C,ppi,0
YDR202C,YBR127C,ppi,0
YDR328C,YBR127C,ppi,0
YEL051W,YBR127C,ppi,0
YER036C,YBR127C,ppi,0
YFL039C,YBR127C,ppi,0
YHR039CA,YBR127C,ppi,0
YHR084W,YBR127C,ppi,0
YJR033C,YBR127C,ppi,0
YKL080W,YBR127C,ppi,0
YMR054W,YBR127C,ppi,0
YNL255C,YBR127C,ppi,0
YOR270C,YBR127C,ppi,0
YOR332W,YBR127C,ppi,0
YPL234C,YBR127C,ppi,0
YPR036W,YBR127C,ppi,0
YLR240W,YBR128C,ppi,0
YLR360W,YBR128C,ppi,0
YPL120W,YBR128C,ppi,0
YDR208W,YBR129C,ppi,0
YOL016C,YBR129C,ppi,0
YFL039C,YBR130C,ppi,0
YIL144W,YBR130C,ppi,0
YKL130C,YBR130C,ppi,0
YKL185W,YBR130C,ppi,0
YDL077C,YBR131W,ppi,0
YGL124C,YBR131W,ppi,0
YML001W,YBR131W,ppi,0
YOR106W,YBR131W,ppi,0
YHL007C,YBR133C,ppi,0
YJL187C,YBR133C,ppi,0
YDL155W,YBR135W,ppi,0
YDR334W,YBR135W,ppi,0
YDR394W,YBR135W,ppi,0
YER021W,YBR135W,ppi,0
YFR050C,YBR135W,ppi,0
YGL066W,YBR135W,ppi,0
YGR108W,YBR135W,ppi,0
YGR109C,YBR135W,ppi,0
YHR166C,YBR135W,ppi,0
YJL187C,YBR135W,ppi,0
YJL194W,YBR135W,ppi,0
YKL022C,YBR135W,ppi,0
YKL145W,YBR135W,ppi,0
YLL039C,YBR135W,ppi,0
YLR085C,YBR135W,ppi,0
YLR210W,YBR135W,ppi,0
YMR199W,YBR135W,ppi,0
YNL030W,YBR135W,ppi,0
YNL107W,YBR135W,ppi,0
YOR362C,YBR135W,ppi,0
YPL256C,YBR135W,ppi,0
YPR119W,YBR135W,ppi,0
YPR120C,YBR135W,ppi,0
YCR004C,YBR136W,ppi,0
YGR099W,YBR136W,ppi,0
YJL090C,YBR136W,ppi,0
YJL173C,YBR136W,ppi,0
YLR025W,YBR136W,ppi,0
YNL265C,YBR136W,ppi,0
YOR027W,YBR136W,ppi,0
YDR335W,YBR137W,ppi,0
YOL111C,YBR137W,ppi,0
YOR007C,YBR137W,ppi,0
YOR164C,YBR137W,ppi,0
YGL003C,YBR138C,ppi,0
YGR223C,YBR138C,ppi,0
YLR166C,YBR139W,ppi,0
YJL005W,YBR140C,ppi,0
YOL081W,YBR140C,ppi,0
YPL204W,YBR140C,ppi,0
YDL031W,YBR142W,ppi,0
YDR466W,YBR142W,ppi,0
YGL078C,YBR142W,ppi,0
YJL050W,YBR142W,ppi,0
YJL095W,YBR142W,ppi,0
YKL014C,YBR142W,ppi,0
YKL021C,YBR142W,ppi,0
YLL019C,YBR142W,ppi,0
YLR009W,YBR142W,ppi,0
YLR276C,YBR142W,ppi,0
YMR290C,YBR142W,ppi,0
YNR038W,YBR142W,ppi,0
YPL093W,YBR142W,ppi,0
YPL141C,YBR142W,ppi,0
YDL207W,YBR143C,ppi,0
YDR091C,YBR143C,ppi,0
YDR172W,YBR143C,ppi,0
YGL106W,YBR143C,ppi,0
YML068W,YBR143C,ppi,0
YMR080C,YBR143C,ppi,0
YOR046C,YBR143C,ppi,0
YOR176W,YBR143C,ppi,0
YHL004W,YBR146W,ppi,0
YKL155C,YBR146W,ppi,0
YHR012W,YBR150C,ppi,0
YER172C,YBR152W,ppi,0
YGR075C,YBR152W,ppi,0
YLL036C,YBR152W,ppi,0
YDL140C,YBR154C,ppi,0
YDR283C,YBR154C,ppi,0
YDR404C,YBR154C,ppi,0
YDR432W,YBR154C,ppi,0
YER022W,YBR154C,ppi,0
YER125W,YBR154C,ppi,0
YER139C,YBR154C,ppi,0
YFL023W,YBR154C,ppi,0
YGL070C,YBR154C,ppi,0
YGR005C,YBR154C,ppi,0
YGR104C,YBR154C,ppi,0
YGR200C,YBR154C,ppi,0
YGR270W,YBR154C,ppi,0
YIL021W,YBR154C,ppi,0
YJL140W,YBR154C,ppi,0
YJR072C,YBR154C,ppi,0
YKR008W,YBR154C,ppi,0
YLR071C,YBR154C,ppi,0
YLR200W,YBR154C,ppi,0
YNL251C,YBR154C,ppi,0
YOL005C,YBR154C,ppi,0
YOR116C,YBR154C,ppi,0
YOR151C,YBR154C,ppi,0
YOR207C,YBR154C,ppi,0
YOR224C,YBR154C,ppi,0
YOR340C,YBR154C,ppi,0
YOR341W,YBR154C,ppi,0
YPL129W,YBR154C,ppi,0
YPL203W,YBR154C,ppi,0
YPR010C,YBR154C,ppi,0
YPR093C,YBR154C,ppi,0
YPR187W,YBR154C,ppi,0
YDR216W,YBR155W,ppi,0
YGR187C,YBR155W,ppi,0
YGR274C,YBR155W,ppi,0
YIL144W,YBR155W,ppi,0
YJR032W,YBR155W,ppi,0
YKL117W,YBR155W,ppi,0
YLL026W,YBR155W,ppi,0
YMR186W,YBR155W,ppi,0
YPL240C,YBR155W,ppi,0
YER012W,YBR156C,ppi,0
YER016W,YBR156C,ppi,0
YER082C,YBR156C,ppi,0
YFR028C,YBR156C,ppi,0
YGR113W,YBR156C,ppi,0
YGR140W,YBR156C,ppi,0
YHR199CA,YBR156C,ppi,0
YIL106W,YBR156C,ppi,0
YJR089W,YBR156C,ppi,0
YML064C,YBR158W,ppi,0
YDR211W,YBR159W,ppi,0
YGR083C,YBR159W,ppi,0
YJL097W,YBR159W,ppi,0
YKR026C,YBR159W,ppi,0
YLR291C,YBR159W,ppi,0
YOR260W,YBR159W,ppi,0
YCR016W,YBR160W,ppi,0
YDL056W,YBR160W,ppi,0
YDL108W,YBR160W,ppi,0
YDL155W,YBR160W,ppi,0
YDR168W,YBR160W,ppi,0
YER012W,YBR160W,ppi,0
YER021W,YBR160W,ppi,0
YGL048C,YBR160W,ppi,0
YGL166W,YBR160W,ppi,0
YGL178W,YBR160W,ppi,0
YGR108W,YBR160W,ppi,0
YGR109C,YBR160W,ppi,0
YJR076C,YBR160W,ppi,0
YJR082C,YBR160W,ppi,0
YKL023W,YBR160W,ppi,0
YKL145W,YBR160W,ppi,0
YKL211C,YBR160W,ppi,0
YKR080W,YBR160W,ppi,0
YLR210W,YBR160W,ppi,0
YMR199W,YBR160W,ppi,0
YNL030W,YBR160W,ppi,0
YNL197C,YBR160W,ppi,0
YNL298W,YBR160W,ppi,0
YPR086W,YBR160W,ppi,0
YPR120C,YBR160W,ppi,0
YDL226C,YBR164C,ppi,0
YDR027C,YBR164C,ppi,0
YER122C,YBR164C,ppi,0
YJL029C,YBR164C,ppi,0
YLR309C,YBR164C,ppi,0
YNL297C,YBR164C,ppi,0
YPL051W,YBR164C,ppi,0
YPR095C,YBR164C,ppi,0
YBR257W,YBR167C,ppi,0
YDR478W,YBR167C,ppi,0
YGR030C,YBR167C,ppi,0
YHR062C,YBR167C,ppi,0
YIR015W,YBR167C,ppi,0
YLR145W,YBR167C,ppi,0
YNL221C,YBR167C,ppi,0
YNL282W,YBR167C,ppi,0
YDL065C,YBR168W,ppi,0
YHR150W,YBR168W,ppi,0
YLR324W,YBR168W,ppi,0
YDL126C,YBR169C,ppi,0
YDL229W,YBR169C,ppi,0
YLL024C,YBR169C,ppi,0
YLR249W,YBR169C,ppi,0
YMR186W,YBR169C,ppi,0
YNL064C,YBR169C,ppi,0
YNL161W,YBR169C,ppi,0
YNL209W,YBR169C,ppi,0
YOR007C,YBR169C,ppi,0
YOR027W,YBR169C,ppi,0
YPL240C,YBR169C,ppi,0
YBR201W,YBR170C,ppi,0
YDL126C,YBR170C,ppi,0
YDL190C,YBR170C,ppi,0
YDR049W,YBR170C,ppi,0
YDR330W,YBR170C,ppi,0
YDR333C,YBR170C,ppi,0
YDR411C,YBR170C,ppi,0
YFL044C,YBR170C,ppi,0
YFR014C,YBR170C,ppi,0
YGR048W,YBR170C,ppi,0
YIL030C,YBR170C,ppi,0
YIR033W,YBR170C,ppi,0
YKL020C,YBR170C,ppi,0
YKL213C,YBR170C,ppi,0
YLR207W,YBR170C,ppi,0
YML013W,YBR170C,ppi,0
YOL013C,YBR170C,ppi,0
YPL009C,YBR170C,ppi,0
YBR283C,YBR171W,ppi,0
YCL001W,YBR171W,ppi,0
YJL034W,YBR171W,ppi,0
YKL065C,YBR171W,ppi,0
YLR026C,YBR171W,ppi,0
YLR292C,YBR171W,ppi,0
YLR378C,YBR171W,ppi,0
YML105C,YBR171W,ppi,0
YNL291C,YBR171W,ppi,0
YOR254C,YBR171W,ppi,0
YOR324C,YBR171W,ppi,0
YPL094C,YBR171W,ppi,0
YPR088C,YBR171W,ppi,0
YCR093W,YBR172C,ppi,0
YDR432W,YBR172C,ppi,0
YER068W,YBR172C,ppi,0
YER146W,YBR172C,ppi,0
YER172C,YBR172C,ppi,0
YGL173C,YBR172C,ppi,0
YHR165C,YBR172C,ppi,0
YKL074C,YBR172C,ppi,0
YKL204W,YBR172C,ppi,0
YLR116W,YBR172C,ppi,0
YNR052C,YBR172C,ppi,0
YOL139C,YBR172C,ppi,0
YPR072W,YBR172C,ppi,0
YDL147W,YBR173C,ppi,0
YER012W,YBR173C,ppi,0
YER094C,YBR173C,ppi,0
YFL007W,YBR173C,ppi,0
YGL011C,YBR173C,ppi,0
YGL048C,YBR173C,ppi,0
YGR135W,YBR173C,ppi,0
YGR253C,YBR173C,ppi,0
YJL001W,YBR173C,ppi,0
YKL145W,YBR173C,ppi,0
YKL206C,YBR173C,ppi,0
YLR021W,YBR173C,ppi,0
YLR199C,YBR173C,ppi,0
YML092C,YBR173C,ppi,0
YMR037C,YBR173C,ppi,0
YMR314W,YBR173C,ppi,0
YOL038W,YBR173C,ppi,0
YOR157C,YBR173C,ppi,0
YOR362C,YBR173C,ppi,0
YPL144W,YBR173C,ppi,0
