#pid	conf	gene_ids	eids	pathfinders	sif_edges
p254	0.000000	YLR113W|YOR061W|YFR028C|HOG1RD33	edge22501|edge6481|edge9388	paths	YLR113W u YOR061W|YOR061W u YFR028C|YFR028C d HOG1RD33
p255	0.857000	YFR028C|YJL128C|HOG1ID29|YLR096W|CDC14RD21	edge14720|edge12466|edge19181|edge4527	paths	YFR028C u YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YLR096W|YLR096W d CDC14RD21
p256	0.912000	YLR113W|YLR248W|HOG1ID25|YHR158C|HOG1ID29	edge12768|edge9905|edge2709|edge3270	paths	YLR113W d YLR248W|YLR248W d HOG1ID25|HOG1ID25 d YHR158C|YHR158C d HOG1ID29
p257	0.005000	YFR028C|YGR040W|YKL161C|CDC14RD20	edge21080|edge21111|edge1191	paths	YFR028C u YGR040W|YGR040W u YKL161C|YKL161C d CDC14RD20
p258	0.000000	YLR113W|YOR061W|YFR028C|HOG1RD38	edge22501|edge6481|edge26845	paths	YLR113W u YOR061W|YOR061W u YFR028C|YFR028C d HOG1RD38
p259	0.902000	YLR113W|PDE2RA52|YKR048C|YDR162C|HOG1RD38	edge26596|edge17922|edge8787|edge9433	paths	YLR113W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C u YDR162C|YDR162C d HOG1RD38
p260	0.909000	YFR028C|HOG1RD38|YBL085W|NPI65|YLR096W|CDC14RD21	edge26845|edge17052|edge3835|edge539|edge4527	paths	YFR028C d HOG1RD38|HOG1RD38 d YBL085W|YBL085W d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p261	0.913000	YOR360C|YJL164C|YFL023W|PDE2ID43	edge26934|edge22313|edge21217	paths	YOR360C d YJL164C|YJL164C d YFL023W|YFL023W d PDE2ID43
p262	0.906000	YFR028C|HOG1RD33|YLR096W|YJL187C|CDC14ID2	edge9388|edge7059|edge15223|edge23852	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YJL187C|YJL187C d CDC14ID2
p263	0.001000	YFR028C|NPR66|YDR229W|YDR388W|CDC14RD24	edge20541|edge19149|edge27167|edge19039	paths	YFR028C d NPR66|NPR66 d YDR229W|YDR229W u YDR388W|YDR388W d CDC14RD24
p264	0.002000	YFR028C|YLR079W|YPR119W|CDC14RD15	edge6545|edge17269|edge25060	paths	YFR028C d YLR079W|YLR079W u YPR119W|YPR119W d CDC14RD15
p265	0.002000	YLR113W|YLR079W|YLL039C|HOG1ID25	edge27306|edge21412|edge13058	paths	YLR113W d YLR079W|YLR079W u YLL039C|YLL039C d HOG1ID25
p266	0.901000	YFR028C|YER177W|NPI63|YGR162W|CDC14ID9	edge25958|edge15393|edge12098|edge11108	paths	YFR028C u YER177W|YER177W d NPI63|NPI63 d YGR162W|YGR162W d CDC14ID9
p267	0.811000	YFR028C|YJL095W|YHR030C|CDC14RD20	edge17963|edge12682|edge25993	paths	YFR028C u YJL095W|YJL095W u YHR030C|YHR030C d CDC14RD20
p268	0.914000	YFR028C|HOG1RD33|YLR096W|YNL027W|CDC14RD20	edge9388|edge7059|edge6126|edge23985	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YNL027W|YNL027W d CDC14RD20
p269	0.910000	YLR113W|YLR248W|YPL153C|HOG1ID32	edge12768|edge9362|edge2621	paths	YLR113W d YLR248W|YLR248W u YPL153C|YPL153C d HOG1ID32
p270	0.906000	YFR028C|HOG1RD33|YLR096W|YJL187C|CDC14ID7	edge9388|edge7059|edge15223|edge102	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YJL187C|YJL187C d CDC14ID7
p271	0.847000	YLR113W|PDE2RA52|YCL032W|YLR229C|HOG1RD38	edge26596|edge10211|edge22619|edge22460	paths	YLR113W d PDE2RA52|PDE2RA52 d YCL032W|YCL032W u YLR229C|YLR229C d HOG1RD38
p272	0.897000	YLR113W|YER151C|YPR181C|HOG1RD33	edge10952|edge26366|edge7672	paths	YLR113W d YER151C|YER151C d YPR181C|YPR181C d HOG1RD33
p273	0.902000	YFR028C|YOR061W|YBR160W|CDC14RD13	edge6481|edge13572|edge9307	paths	YFR028C u YOR061W|YOR061W d YBR160W|YBR160W d CDC14RD13
p274	0.847000	YLR113W|PDE2RA52|YCL032W|YLR229C|HOG1RD35	edge26596|edge10211|edge22619|edge11466	paths	YLR113W d PDE2RA52|PDE2RA52 d YCL032W|YCL032W u YLR229C|YLR229C d HOG1RD35
p275	0.907000	YFR028C|NPR74|YBL085W|YGR052W|CDC14RD19	edge3342|edge27446|edge3702|edge21148	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W u YGR052W|YGR052W d CDC14RD19
p276	0.907000	YLR113W|YLR248W|YJL128C|HOG1ID29	edge12768|edge11086|edge12466	paths	YLR113W d YLR248W|YLR248W d YJL128C|YJL128C d HOG1ID29
p277	0.913000	YFR028C|NPR66|YHR082C|YMR260C|CDC14RA12	edge20541|edge16635|edge500|edge427	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YMR260C|YMR260C d CDC14RA12
p278	0.902000	YFR028C|YJL187C|YLR055C|CDC14RD19	edge26121|edge21832|edge18877	paths	YFR028C u YJL187C|YJL187C d YLR055C|YLR055C d CDC14RD19
p279	0.918000	YFR028C|YDR477W|YGL179C|CDC14RD15	edge25832|edge25190|edge15857	paths	YFR028C u YDR477W|YDR477W d YGL179C|YGL179C d CDC14RD15
p280	0.902000	YLR113W|PDE2ID42|YLR248W|NPR76|YHR016C|HOG1ID32	edge17446|edge5702|edge15247|edge1371|edge3168	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YHR016C|YHR016C d HOG1ID32
p281	0.904000	YFR028C|YJL187C|YFR021W|CDC14ID3	edge26121|edge24238|edge20287	paths	YFR028C u YJL187C|YJL187C d YFR021W|YFR021W d CDC14ID3
p282	0.907000	YLR113W|YLR248W|YJL128C|HOG1ID27	edge12768|edge11086|edge10277	paths	YLR113W d YLR248W|YLR248W d YJL128C|YJL128C d HOG1ID27
p283	0.919000	YLR113W|YKL101W|CDC14RD15|YJL076W|HOG1RD33	edge13280|edge8525|edge7799|edge11997	paths	YLR113W d YKL101W|YKL101W d CDC14RD15|CDC14RD15 d YJL076W|YJL076W d HOG1RD33
p284	0.896000	YLR113W|YOR061W|YPR181C|HOG1ID31	edge22501|edge21572|edge25476	paths	YLR113W u YOR061W|YOR061W u YPR181C|YPR181C d HOG1ID31
p285	0.907000	YLR113W|PDE2ID42|YJL128C|HOG1ID29|YLR248W|HOG1ID25	edge17446|edge5429|edge12466|edge21823|edge9905	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YLR248W|YLR248W d HOG1ID25
p286	0.911000	YLR113W|YKL101W|PDE2RA52|YKR048C|HOG1ID31	edge13280|edge10320|edge17922|edge8654	paths	YLR113W d YKL101W|YKL101W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C d HOG1ID31
p287	0.897000	YLR113W|NPR66|YER111C|YPL153C|HOG1ID32	edge22071|edge21116|edge5475|edge2621	paths	YLR113W d NPR66|NPR66 d YER111C|YER111C u YPL153C|YPL153C d HOG1ID32
p288	0.893000	YFR028C|YIL106W|YDR388W|CDC14RD24	edge21833|edge60|edge19039	paths	YFR028C u YIL106W|YIL106W u YDR388W|YDR388W d CDC14RD24
p289	0.899000	YLR113W|PDE2ID42|YBL085W|NPR69|YAL041W|HOG1RD35	edge17446|edge27224|edge15985|edge26752|edge15040	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPR69|NPR69 d YAL041W|YAL041W d HOG1RD35
p290	0.894000	YFR028C|YDL140C|YDR432W|CDC14ID9	edge5596|edge7727|edge5588	paths	YFR028C d YDL140C|YDL140C u YDR432W|YDR432W d CDC14ID9
p291	0.904000	YFR028C|HOG1RD33|YDR293C|NPR69|YDR507C|CDC14RD23	edge9388|edge10530|edge10627|edge22074|edge23009	paths	YFR028C d HOG1RD33|HOG1RD33 d YDR293C|YDR293C d NPR69|NPR69 d YDR507C|YDR507C d CDC14RD23
p292	0.907000	YOR360C|YJL164C|CDC14RD19|YKL008C|PDE2RA58	edge26934|edge16264|edge7016|edge13692	paths	YOR360C d YJL164C|YJL164C d CDC14RD19|CDC14RD19 d YKL008C|YKL008C d PDE2RA58
p293	0.914000	YFR028C|PDE2ID42|YLR248W|NPR76|YNL027W|CDC14RD20	edge14811|edge5702|edge15247|edge20615|edge23985	paths	YFR028C d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YNL027W|YNL027W d CDC14RD20
p294	0.907000	YLR113W|PDE2ID42|YJL128C|HOG1ID27|YLR248W|HOG1ID25	edge17446|edge5429|edge10277|edge24450|edge9905	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID27|HOG1ID27 d YLR248W|YLR248W d HOG1ID25
p295	0.917000	YLR113W|YBR182C|NPR73|YHR082C|HOG1ID29	edge8382|edge21304|edge10794|edge11764	paths	YLR113W d YBR182C|YBR182C d NPR73|NPR73 d YHR082C|YHR082C d HOG1ID29
p296	0.909000	YFR028C|HOG1RD38|YBL085W|YLR229C|CDC14RD23	edge26845|edge17052|edge9466|edge14205	paths	YFR028C d HOG1RD38|HOG1RD38 d YBL085W|YBL085W u YLR229C|YLR229C d CDC14RD23
p297	0.904000	YFR028C|HOG1RD33|YJL128C|HOG1ID29|YLR096W|CDC14RD21	edge9388|edge13012|edge12466|edge19181|edge4527	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YLR096W|YLR096W d CDC14RD21
p298	0.899000	YLR113W|PDE2ID42|YBL085W|NPR69|YAL041W|HOG1RD38	edge17446|edge27224|edge15985|edge26752|edge1944	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPR69|NPR69 d YAL041W|YAL041W d HOG1RD38
p299	0.911000	YFR028C|YNL161W|NPI65|YHL007C|CDC14RD15	edge10053|edge15279|edge7987|edge11434	paths	YFR028C u YNL161W|YNL161W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p300	0.902000	YLR113W|YER118C|HOG1ID29|YJR059W|HOG1RD33	edge25020|edge16737|edge22866|edge17453	paths	YLR113W d YER118C|YER118C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1RD33
p301	0.908000	YLR113W|NPR66|YHR082C|HOG1ID29|YJR059W|HOG1ID28	edge22071|edge16635|edge11764|edge22866|edge1593	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1ID28
p302	0.907000	YLR113W|PDE2ID42|YLR248W|NPR76|YJR059W|HOG1ID28	edge17446|edge5702|edge15247|edge21920|edge1593	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d HOG1ID28
p303	0.911000	YFR028C|YNL161W|NPI65|YHL007C|CDC14RD19	edge10053|edge15279|edge7987|edge17303	paths	YFR028C u YNL161W|YNL161W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p304	0.908000	YLR113W|NPR66|YHR082C|HOG1ID29|YJR059W|HOG1ID27	edge22071|edge16635|edge11764|edge22866|edge6075	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1ID27
p305	0.907000	YLR113W|PDE2ID42|YLR248W|NPR76|YJR059W|HOG1ID27	edge17446|edge5702|edge15247|edge21920|edge6075	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d HOG1ID27
p306	0.911000	YFR028C|YNL161W|PDE2RA52|YDR507C|CDC14RD23	edge10053|edge7154|edge11481|edge23009	paths	YFR028C u YNL161W|YNL161W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d CDC14RD23
p307	0.915000	YLR113W|YIR006C|NPI61|YNL078W|HOG1ID32	edge10082|edge16225|edge23664|edge7006	paths	YLR113W d YIR006C|YIR006C d NPI61|NPI61 d YNL078W|YNL078W d HOG1ID32
p308	0.894000	YFR028C|NPR66|YNL243W|NPI61|YJL080C|CDC14RD23	edge20541|edge8877|edge24726|edge11666|edge10647	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPI61|NPI61 d YJL080C|YJL080C d CDC14RD23
p309	0.039000	YLR113W|YGL158W|YER036C|HOG1RA39	edge23534|edge10925|edge4913	paths	YLR113W u YGL158W|YGL158W d YER036C|YER036C d HOG1RA39
p310	0.921000	YFR028C|NPR74|YPL020C|NPR71|YIL095W|CDC14ID9	edge3342|edge23261|edge2112|edge11238|edge281	paths	YFR028C d NPR74|NPR74 d YPL020C|YPL020C d NPR71|NPR71 d YIL095W|YIL095W d CDC14ID9
p311	0.922000	YOR360C|YKL166C|NPR73|YKL008C|PDE2RA58	edge18417|edge23479|edge15986|edge13692	paths	YOR360C d YKL166C|YKL166C d NPR73|NPR73 d YKL008C|YKL008C d PDE2RA58
p312	0.177000	YLR113W|NPR66|YGL023C|YNL183C|HOG1ID31	edge22071|edge1569|edge12993|edge1493	paths	YLR113W d NPR66|NPR66 d YGL023C|YGL023C u YNL183C|YNL183C d HOG1ID31
p313	0.921000	YOR360C|YKL166C|YBR059C|PDE2RA58	edge18417|edge20048|edge13070	paths	YOR360C d YKL166C|YKL166C d YBR059C|YBR059C d PDE2RA58
p314	0.784000	YFR028C|YER129W|YDR477W|CDC14RD19	edge2427|edge26508|edge16672	paths	YFR028C u YER129W|YER129W d YDR477W|YDR477W d CDC14RD19
p315	0.000000	YFR028C|NPR74|YAL031C|YER133W|CDC14RD24	edge3342|edge7139|edge24673|edge17490	paths	YFR028C d NPR74|NPR74 d YAL031C|YAL031C u YER133W|YER133W d CDC14RD24
p316	0.000000	YFR028C|NPR66|YMR005W|YLR055C|CDC14RD19	edge20541|edge22732|edge24017|edge18877	paths	YFR028C d NPR66|NPR66 d YMR005W|YMR005W u YLR055C|YLR055C d CDC14RD19
p317	0.897000	YFR028C|YJR053W|NPI61|YJL020C|CDC14ID7	edge2583|edge19389|edge4117|edge9488	paths	YFR028C d YJR053W|YJR053W d NPI61|NPI61 d YJL020C|YJL020C d CDC14ID7
p318	0.907000	YLR113W|PDE2ID42|YJL128C|HOG1ID29|YLR248W|HOG1ID31	edge17446|edge5429|edge12466|edge21823|edge7061	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YLR248W|YLR248W d HOG1ID31
p319	0.918000	YFR028C|NPR66|YHR082C|YFL023W|CDC14RD20	edge20541|edge16635|edge22611|edge16122	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YFL023W|YFL023W d CDC14RD20
p320	0.906000	YLR113W|PDE2RA52|YDR507C|YDR162C|HOG1RD38	edge26596|edge11481|edge9022|edge9433	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C u YDR162C|YDR162C d HOG1RD38
p321	0.908000	YFR028C|NPR66|YHR082C|HOG1ID29|YJR059W|CDC14RD20	edge20541|edge16635|edge11764|edge22866|edge3077	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD20
p322	0.905000	YLR113W|PDE2RA52|YDR507C|NPI63|YHR158C|HOG1ID29	edge26596|edge11481|edge16927|edge7074|edge3270	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d NPI63|NPI63 d YHR158C|YHR158C d HOG1ID29
p323	0.905000	YFR028C|YNL307C|YOR224C|CDC14RD20	edge18452|edge16554|edge14335	paths	YFR028C u YNL307C|YNL307C d YOR224C|YOR224C d CDC14RD20
p324	0.909000	YFR028C|NPR74|YBL085W|YLR229C|CDC14RD23	edge3342|edge27446|edge9466|edge14205	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W u YLR229C|YLR229C d CDC14RD23
p325	0.913000	YFR028C|YER125W|NPR76|YNL027W|CDC14RD20	edge7558|edge15409|edge20615|edge23985	paths	YFR028C u YER125W|YER125W d NPR76|NPR76 d YNL027W|YNL027W d CDC14RD20
p326	0.907000	YFR028C|CDC14RD23|YCR002C|NPI65|YLR096W|CDC14RD21	edge5259|edge23480|edge11412|edge539|edge4527	paths	YFR028C d CDC14RD23|CDC14RD23 d YCR002C|YCR002C d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p327	0.915000	YLR113W|YIL126W|YCR052W|HOG1ID27	edge5145|edge21568|edge14259	paths	YLR113W u YIL126W|YIL126W u YCR052W|YCR052W d HOG1ID27
p328	0.899000	YFR028C|YDR510W|YDL220C|CDC14RD20	edge14530|edge11342|edge1340	paths	YFR028C u YDR510W|YDR510W u YDL220C|YDL220C d CDC14RD20
p329	0.908000	YLR113W|PDE2ID42|YLR248W|YDL203C|HOG1ID29	edge17446|edge5702|edge9515|edge24271	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W u YDL203C|YDL203C d HOG1ID29
p330	0.918000	YFR028C|YLR096W|YPR032W|CDC14RD20	edge9729|edge10681|edge1128	paths	YFR028C u YLR096W|YLR096W u YPR032W|YPR032W d CDC14RD20
p331	0.908000	YLR113W|PDE2ID42|YLR248W|NPR76|YKL168C|HOG1ID29	edge17446|edge5702|edge15247|edge3281|edge17914	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d NPR76|NPR76 d YKL168C|YKL168C d HOG1ID29
p332	0.917000	YFR028C|YLR096W|YOR224C|CDC14RD20	edge9729|edge22880|edge14335	paths	YFR028C u YLR096W|YLR096W u YOR224C|YOR224C d CDC14RD20
p333	0.901000	YFR028C|YDR239C|NPI65|YHL007C|CDC14RD15	edge9507|edge16580|edge7987|edge11434	paths	YFR028C u YDR239C|YDR239C d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p334	0.899000	YFR028C|YJL187C|YPR119W|CDC14RD15	edge26121|edge10147|edge25060	paths	YFR028C u YJL187C|YJL187C u YPR119W|YPR119W d CDC14RD15
p335	0.901000	YFR028C|YDR239C|NPI65|YHL007C|CDC14RD19	edge9507|edge16580|edge7987|edge17303	paths	YFR028C u YDR239C|YDR239C d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p336	0.825000	YFR028C|NPR66|YER132C|YGR052W|CDC14RD19	edge20541|edge12976|edge17588|edge21148	paths	YFR028C d NPR66|NPR66 d YER132C|YER132C u YGR052W|YGR052W d CDC14RD19
p337	0.858000	YLR113W|YIL035C|YFR028C|HOG1RD33	edge114|edge22507|edge9388	paths	YLR113W u YIL035C|YIL035C u YFR028C|YFR028C d HOG1RD33
p338	0.858000	YLR113W|YIL035C|YFR028C|HOG1RD38	edge114|edge22507|edge26845	paths	YLR113W u YIL035C|YIL035C u YFR028C|YFR028C d HOG1RD38
p339	0.900000	YFR028C|YDR510W|YDR225W|CDC14RD15	edge14530|edge10044|edge3792	paths	YFR028C u YDR510W|YDR510W u YDR225W|YDR225W d CDC14RD15
p340	0.913000	YFR028C|YDL155W|NPR67|YDR507C|CDC14RD23	edge15472|edge25663|edge12389|edge23009	paths	YFR028C u YDL155W|YDL155W d NPR67|NPR67 d YDR507C|YDR507C d CDC14RD23
p341	0.909000	YLR113W|YIR006C|PDE2RA58|YBL007C|HOG1ID32	edge10082|edge27123|edge21238|edge956	paths	YLR113W d YIR006C|YIR006C d PDE2RA58|PDE2RA58 d YBL007C|YBL007C d HOG1ID32
p342	0.828000	YLR113W|NPR66|YBR275C|YFR028C|HOG1RD38	edge22071|edge6413|edge7138|edge26845	paths	YLR113W d NPR66|NPR66 d YBR275C|YBR275C u YFR028C|YFR028C d HOG1RD38
p343	0.906000	YFR028C|YJL187C|NPI65|YLR096W|CDC14RD21	edge26121|edge22691|edge539|edge4527	paths	YFR028C u YJL187C|YJL187C d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p344	0.908000	YLR113W|YLR248W|NPR76|YKL168C|HOG1ID29	edge12768|edge15247|edge3281|edge17914	paths	YLR113W d YLR248W|YLR248W d NPR76|NPR76 d YKL168C|YKL168C d HOG1ID29
p345	0.907000	YFR028C|YAR019C|NPI61|YHL009C|CDC14RD23	edge4622|edge17716|edge19208|edge11604	paths	YFR028C d YAR019C|YAR019C d NPI61|NPI61 d YHL009C|YHL009C d CDC14RD23
p346	0.906000	YFR028C|YLR096W|YDL203C|CDC14RD20	edge9729|edge13983|edge13647	paths	YFR028C u YLR096W|YLR096W d YDL203C|YDL203C d CDC14RD20
p347	0.904000	YOR360C|YPL203W|NPI65|YLR096W|PDE2ID42	edge22774|edge26688|edge539|edge5078	paths	YOR360C d YPL203W|YPL203W d NPI65|NPI65 d YLR096W|YLR096W d PDE2ID42
p348	0.897000	YFR028C|YER177W|NPR73|YJL020C|CDC14ID7	edge25958|edge17693|edge13252|edge9488	paths	YFR028C u YER177W|YER177W d NPR73|NPR73 d YJL020C|YJL020C d CDC14ID7
p349	0.899000	YLR113W|PDE2ID42|YBL085W|YAL041W|HOG1RD35	edge17446|edge27224|edge13076|edge15040	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YAL041W|YAL041W d HOG1RD35
p350	0.828000	YLR113W|NPR66|YBR275C|YFR028C|HOG1RD33	edge22071|edge6413|edge7138|edge9388	paths	YLR113W d NPR66|NPR66 d YBR275C|YBR275C u YFR028C|YFR028C d HOG1RD33
p351	0.899000	YLR113W|PDE2ID42|YBL085W|YAL041W|HOG1RD38	edge17446|edge27224|edge13076|edge1944	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YAL041W|YAL041W d HOG1RD38
p352	0.825000	YFR028C|NPR66|YER132C|YPL203W|CDC14RD19	edge20541|edge12976|edge6219|edge1784	paths	YFR028C d NPR66|NPR66 d YER132C|YER132C u YPL203W|YPL203W d CDC14RD19
p353	0.892000	YLR113W|YPR115W|NPI63|YJR059W|HOG1ID28	edge506|edge15808|edge6361|edge1593	paths	YLR113W u YPR115W|YPR115W d NPI63|NPI63 d YJR059W|YJR059W d HOG1ID28
p354	0.892000	YLR113W|YPR115W|NPI63|YJR059W|HOG1ID27	edge506|edge15808|edge6361|edge6075	paths	YLR113W u YPR115W|YPR115W d NPI63|NPI63 d YJR059W|YJR059W d HOG1ID27
p355	0.897000	YFR028C|YDL149W|YFR021W|CDC14ID3	edge11716|edge26149|edge20287	paths	YFR028C u YDL149W|YDL149W u YFR021W|YFR021W d CDC14ID3
p356	0.846000	YFR028C|YGL003C|YPR119W|CDC14RD15	edge4187|edge18844|edge25060	paths	YFR028C d YGL003C|YGL003C u YPR119W|YPR119W d CDC14RD15
p357	0.909000	YFR028C|NPR74|YBL085W|YLR096W|CDC14RD21	edge3342|edge27446|edge17197|edge4527	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W u YLR096W|YLR096W d CDC14RD21
p358	0.909000	YFR028C|YBL085W|YLR096W|CDC14RD21	edge6660|edge17197|edge4527	paths	YFR028C u YBL085W|YBL085W u YLR096W|YLR096W d CDC14RD21
p359	0.907000	YOR360C|YPL203W|NPI65|YBR059C|PDE2RA58	edge22774|edge26688|edge24066|edge13070	paths	YOR360C d YPL203W|YPL203W d NPI65|NPI65 d YBR059C|YBR059C d PDE2RA58
p360	0.370000	YLR113W|YLR138W|YDR099W|HOG1ID31	edge10877|edge6395|edge4010	paths	YLR113W d YLR138W|YLR138W u YDR099W|YDR099W d HOG1ID31
p361	0.894000	YLR113W|YDL140C|YDR432W|HOG1IA30	edge25100|edge7727|edge16018	paths	YLR113W d YDL140C|YDL140C u YDR432W|YDR432W d HOG1IA30
p362	0.917000	YFR028C|YCL024W|YNL027W|CDC14RD20	edge22003|edge27023|edge23985	paths	YFR028C u YCL024W|YCL024W u YNL027W|YNL027W d CDC14RD20
p363	0.811000	YLR113W|PDE2ID42|YCL032W|YJL128C|HOG1ID27	edge17446|edge22245|edge17374|edge10277	paths	YLR113W d PDE2ID42|PDE2ID42 d YCL032W|YCL032W d YJL128C|YJL128C d HOG1ID27
p364	0.035000	YLR113W|YGL158W|YKR048C|HOG1ID31	edge23534|edge11469|edge8654	paths	YLR113W u YGL158W|YGL158W d YKR048C|YKR048C d HOG1ID31
p365	0.000000	YFR028C|YDL101C|YPL153C|CDC14RD19	edge21484|edge15567|edge14489	paths	YFR028C u YDL101C|YDL101C d YPL153C|YPL153C d CDC14RD19
p366	0.921000	YOR360C|YKL166C|NPI65|YBR059C|PDE2RA58	edge18417|edge10752|edge24066|edge13070	paths	YOR360C d YKL166C|YKL166C d NPI65|NPI65 d YBR059C|YBR059C d PDE2RA58
p367	0.811000	YLR113W|PDE2ID42|YCL032W|YJL128C|HOG1ID29	edge17446|edge22245|edge17374|edge12466	paths	YLR113W d PDE2ID42|PDE2ID42 d YCL032W|YCL032W d YJL128C|YJL128C d HOG1ID29
p368	0.904000	YLR113W|PDE2RA52|YDR507C|NPI63|YJR059W|HOG1RD33	edge26596|edge11481|edge16927|edge6361|edge17453	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d NPI63|NPI63 d YJR059W|YJR059W d HOG1RD33
p369	0.000000	YFR028C|NPR74|YBL051C|YPL153C|CDC14RD19	edge3342|edge24432|edge7092|edge14489	paths	YFR028C d NPR74|NPR74 d YBL051C|YBL051C u YPL153C|YPL153C d CDC14RD19
p370	0.897000	YLR113W|YPR115W|YER177W|HOG1ID27	edge506|edge10287|edge24351	paths	YLR113W u YPR115W|YPR115W u YER177W|YER177W d HOG1ID27
p371	0.901000	YFR028C|YDR477W|YAR014C|CDC14RD20	edge25832|edge19196|edge7326	paths	YFR028C u YDR477W|YDR477W d YAR014C|YAR014C d CDC14RD20
p372	0.899000	YLR113W|YOL148C|YFL038C|HOG1ID29	edge3845|edge6043|edge588	paths	YLR113W u YOL148C|YOL148C u YFL038C|YFL038C d HOG1ID29
p373	0.890000	YFR028C|YDR510W|YDR507C|CDC14RD23	edge14530|edge3791|edge23009	paths	YFR028C u YDR510W|YDR510W u YDR507C|YDR507C d CDC14RD23
p374	0.909000	YFR028C|YBL016W|YFL023W|CDC14RD20	edge8622|edge10768|edge16122	paths	YFR028C u YBL016W|YBL016W d YFL023W|YFL023W d CDC14RD20
p375	0.893000	YFR028C|YDR510W|YPL153C|CDC14RD19	edge14530|edge7676|edge14489	paths	YFR028C u YDR510W|YDR510W u YPL153C|YPL153C d CDC14RD19
p376	0.804000	YFR028C|YGR097W|YOR061W|CDC14RD20	edge17061|edge7295|edge19864	paths	YFR028C u YGR097W|YGR097W u YOR061W|YOR061W d CDC14RD20
p377	0.896000	YLR113W|NPR66|YHR205W|NPR73|YJL020C|HOG1ID29	edge22071|edge13453|edge14169|edge13252|edge25051	paths	YLR113W d NPR66|NPR66 d YHR205W|YHR205W d NPR73|NPR73 d YJL020C|YJL020C d HOG1ID29
p378	0.911000	YFR028C|NPR66|YHR082C|YNL027W|CDC14RD20	edge20541|edge16635|edge20031|edge23985	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YNL027W|YNL027W d CDC14RD20
p379	0.897000	YFR028C|NPR66|YER111C|YPL153C|CDC14RD19	edge20541|edge21116|edge5475|edge14489	paths	YFR028C d NPR66|NPR66 d YER111C|YER111C u YPL153C|YPL153C d CDC14RD19
p380	0.814000	YLR113W|YIL035C|YMR036C|HOG1ID29	edge114|edge13324|edge19613	paths	YLR113W u YIL035C|YIL035C d YMR036C|YMR036C d HOG1ID29
