#pid	conf	gene_ids	eids	pathfinders	sif_edges
p905	0.903000	YFR028C|YJL187C|CDC14ID7|YJR059W|CDC14RD20	edge26121|edge102|edge12432|edge3077	paths	YFR028C u YJL187C|YJL187C d CDC14ID7|CDC14ID7 d YJR059W|YJR059W d CDC14RD20
p906	0.905000	YLR113W|YIR006C|NPI63|YGR162W|HOG1RA39	edge10082|edge8535|edge12098|edge2379	paths	YLR113W d YIR006C|YIR006C d NPI63|NPI63 d YGR162W|YGR162W d HOG1RA39
p907	0.902000	YFR028C|YJL187C|YBR160W|CDC14ID5	edge26121|edge8001|edge2045	paths	YFR028C u YJL187C|YJL187C u YBR160W|YBR160W d CDC14ID5
p908	0.898000	YLR113W|NPR66|YNL243W|YER125W|HOG1ID31	edge22071|edge8877|edge27279|edge6016	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W u YER125W|YER125W d HOG1ID31
p909	0.909000	YLR113W|PDE2ID42|YBL085W|YDR162C|HOG1RD38	edge17446|edge27224|edge3577|edge9433	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YDR162C|YDR162C d HOG1RD38
p910	0.905000	YFR028C|NPR74|YBL085W|NPI65|YHL007C|CDC14RD19	edge3342|edge27446|edge3835|edge7987|edge17303	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p911	0.894000	YOR360C|YJL164C|YLR345W|PDE2RA52	edge26934|edge2393|edge22616	paths	YOR360C d YJL164C|YJL164C d YLR345W|YLR345W d PDE2RA52
p912	0.907000	YLR113W|YLR248W|NPR76|YJR059W|HOG1ID27	edge12768|edge15247|edge21920|edge6075	paths	YLR113W d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d HOG1ID27
p913	0.913000	YFR028C|YDR477W|YJL080C|CDC14RD23	edge25832|edge1190|edge10647	paths	YFR028C u YDR477W|YDR477W d YJL080C|YJL080C d CDC14RD23
p914	0.510000	YLR113W|NPR66|YDR017C|YDR099W|HOG1ID31	edge22071|edge23535|edge1728|edge4010	paths	YLR113W d NPR66|NPR66 d YDR017C|YDR017C u YDR099W|YDR099W d HOG1ID31
p915	0.913000	YFR028C|NPR66|YHR082C|YLR096W|CDC14RD21	edge20541|edge16635|edge22316|edge4527	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C u YLR096W|YLR096W d CDC14RD21
p916	0.102000	YFR028C|YCL014W|YPL153C|CDC14RD19	edge26210|edge24260|edge14489	paths	YFR028C u YCL014W|YCL014W u YPL153C|YPL153C d CDC14RD19
p917	0.801000	YLR113W|YIL035C|YDR135C|HOG1ID32	edge114|edge18666|edge18984	paths	YLR113W u YIL035C|YIL035C u YDR135C|YDR135C d HOG1ID32
p918	0.003000	YLR113W|PDE2RA52|YIL038C|YNL161W|HOG1RD33	edge26596|edge13772|edge15712|edge12917	paths	YLR113W d PDE2RA52|PDE2RA52 d YIL038C|YIL038C u YNL161W|YNL161W d HOG1RD33
p919	0.910000	YFR028C|CDC14RD23|YOR153W|YNL154C|CDC14ID2	edge5259|edge10697|edge3656|edge9460	paths	YFR028C d CDC14RD23|CDC14RD23 d YOR153W|YOR153W u YNL154C|YNL154C d CDC14ID2
p920	0.746000	YLR113W|NPR66|YGL197W|YPL203W|HOG1RD33	edge22071|edge23994|edge16155|edge24524	paths	YLR113W d NPR66|NPR66 d YGL197W|YGL197W u YPL203W|YPL203W d HOG1RD33
p921	0.898000	YLR113W|YER151C|HOG1ID27|YDL117W|HOG1ID29	edge10952|edge7199|edge1519|edge5879	paths	YLR113W d YER151C|YER151C d HOG1ID27|HOG1ID27 d YDL117W|YDL117W d HOG1ID29
p922	0.906000	YFR028C|NPR66|YHR082C|YGR052W|CDC14RD19	edge20541|edge16635|edge25412|edge21148	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C u YGR052W|YGR052W d CDC14RD19
p923	0.907000	YLR113W|YLR248W|NPR76|YJR059W|HOG1ID28	edge12768|edge15247|edge21920|edge1593	paths	YLR113W d YLR248W|YLR248W d NPR76|NPR76 d YJR059W|YJR059W d HOG1ID28
p924	0.814000	YFR028C|NPR74|YER155C|YOR061W|CDC14RD20	edge3342|edge10006|edge26959|edge19864	paths	YFR028C d NPR74|NPR74 d YER155C|YER155C u YOR061W|YOR061W d CDC14RD20
p925	0.905000	YFR028C|NPR74|YBL085W|NPI65|YHL007C|CDC14RD15	edge3342|edge27446|edge3835|edge7987|edge11434	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p926	0.898000	YFR028C|YLR096W|YAR014C|CDC14RD20	edge9729|edge6106|edge7326	paths	YFR028C u YLR096W|YLR096W u YAR014C|YAR014C d CDC14RD20
p927	0.900000	YLR113W|YPR115W|NPI63|YHR158C|HOG1ID29	edge506|edge15808|edge7074|edge3270	paths	YLR113W u YPR115W|YPR115W d NPI63|NPI63 d YHR158C|YHR158C d HOG1ID29
p928	0.889000	YOR360C|YJL164C|NPR66|YNL243W|PDE2ID43	edge26934|edge18888|edge8877|edge23194	paths	YOR360C d YJL164C|YJL164C d NPR66|NPR66 d YNL243W|YNL243W d PDE2ID43
